d3mIndex,log(wdi.pop),nvc.start.1
730,12.834555963764336,0.0
731,12.868484807377115,0.0
732,12.900596378207364,0.0
733,12.93058524783862,0.0
734,12.957682111741875,0.0
735,12.982162938903794,0.0
736,13.005847538514875,0.0
737,13.031041633205742,0.0
738,13.058878168005796,0.0
739,13.090645646352193,0.0
740,13.124744540184722,0.0
741,13.156389854609824,0.0
742,13.179724326288225,0.0
743,13.191400514578207,0.0
744,13.18984444001725,0.0
745,13.177427154579355,0.0
746,13.159767056134582,0.0
747,13.145274892586867,0.0
748,13.14040956109539,0.0
749,13.14723938781044,0.0
750,13.163785511804614,0.0
751,13.187658487256465,0.0
752,13.215123034662248,0.0
753,13.243429905383772,0.0
754,13.272313246166975,0.0
755,13.302106613183485,0.0
756,13.331623802553942,0.0
757,13.359635449460065,0.0
758,13.38536897463553,0.0
759,13.408396090410323,0.0
760,13.428913817338055,0.0
761,13.447570976993127,0.0
762,13.465303225293331,0.0
768,15.0254033048012,0.0
769,15.047566318725345,0.0
770,15.069822896993553,0.0
771,15.092208221240838,0.0
772,15.114770996385836,0.0
773,15.137545558977527,0.0
774,15.160502600893631,0.0
775,15.183631019690301,0.0
776,15.206995176365382,0.0
777,15.23067246304427,0.0
778,15.254693340579752,0.0
779,15.279072394745919,0.0
780,15.303728184158736,0.0
781,15.328480961146607,0.0
782,15.35311062724317,0.0
783,15.377474609521522,0.0
784,15.401533261580289,1.0
785,15.425342592721965,0.0
786,15.448979010208387,0.0
787,15.472551453957214,0.0
788,15.496133790046773,0.0
789,15.519733421385098,0.0
790,15.543326351321447,0.0
791,15.566911987528375,0.0
792,15.590484434068008,1.0
793,15.614039893183534,0.0
794,15.6375470180766,0.0
795,15.661003350619659,0.0
796,15.684456814450822,0.0
797,15.707968391893866,0.0
798,15.73155719835976,0.0
799,15.755220956794641,0.0
800,15.778880816852501,0.0
801,15.802390576320114,0.0
802,15.82557160839947,0.0
803,15.848300908739452,0.0
804,15.870525304846055,0.0
805,15.892263613902855,0.0
806,15.913554742541029,0.0
807,15.934462193999536,0.0
808,15.955020213697646,0.0
809,15.975271615156668,0.0
810,15.995176322102914,1.0
811,16.014598620155795,1.0
812,16.03336639522067,1.0
813,16.051390410846277,0.0
814,16.06863173486903,0.0
815,16.085206276513563,0.0
816,16.10136629233044,0.0
817,16.117436033458517,0.0
818,15.236947134151974,0.0
819,15.172002197096615,0.0
820,15.112812216929154,0.0
821,15.074254462095649,0.0
822,15.06414358139334,0.0
823,15.07850613712865,0.0
824,15.10771976363102,0.0
825,15.137800655205766,0.0
826,15.159514138091644,0.0
827,15.171178945117381,0.0
828,15.17586614911211,0.0
829,15.175404217289653,0.0
830,15.173076944110045,0.0
831,15.17130138071995,0.0
832,15.17009673607786,0.0
833,15.168420044252839,0.0
834,15.166488832943408,0.0
835,15.164478370867275,0.0
836,13.32627844057293,0.0
837,13.355691687536867,0.0
838,13.386011432844052,0.0
839,13.41714419404543,0.0
840,13.44903921418153,0.0
841,13.481508069003988,0.0
842,13.514564911927508,0.0
843,13.548526136991608,0.0
844,13.583785288818689,0.0
845,13.62047572890742,0.0
846,13.658559627759686,0.0
847,13.697600514242707,0.0
848,13.736870948820789,0.0
849,13.775528835316708,0.0
850,13.813041512378302,0.0
851,13.849258631196074,0.0
852,13.884340482842815,0.0
853,13.918483124740284,0.0
854,13.951967043330706,0.0
855,13.98496383917541,0.0
856,14.017420666854367,0.0
857,14.049213363611006,0.0
858,14.080327197515711,0.0
859,14.11074404656889,0.0
860,14.140424829323187,0.0
861,14.169340558887587,0.0
862,14.197414945983322,0.0
863,14.224504764804824,0.0
864,14.25044708585547,0.0
865,14.275118463434136,0.0
866,14.29854701476018,0.0
867,14.320729895836394,0.0
868,14.341509285772162,0.0
869,14.360693549506,0.0
870,14.378193067270482,0.0
871,14.39400361521222,0.0
872,14.408271497291086,0.0
873,14.421247372858286,0.0
874,14.433254543315758,0.0
875,14.444548458582794,0.0
876,14.455227425495933,0.0
877,14.465325825959965,0.0
878,14.474955649713118,0.0
879,14.484219031197178,0.0
885,18.102895180809888,0.0
886,18.132839152111377,0.0
887,18.16303152317524,0.0
888,18.19306491941611,0.0
889,18.22243729589597,0.0
890,18.250833486557134,0.0
891,18.27821671673184,0.0
892,18.304735024396567,0.0
893,18.33050972600493,0.0
894,18.355714547374692,0.0
895,18.380487312261764,0.0
896,18.40483459426617,0.0
897,18.42877461998588,0.0
898,18.452456901577435,0.0
899,18.476053329705692,0.0
900,18.49967358070424,0.0
901,18.523312257268344,0.0
902,18.546919555226538,0.0
903,18.57048752842681,0.0
904,18.593996326764472,0.0
905,18.617401778855022,0.0
906,18.640705757679072,0.0
907,18.66382627523971,0.0
908,18.686543949211696,1.0
909,18.708594866978327,0.0
910,18.729804122391545,0.0
911,18.75015277909202,0.0
912,18.769699838520864,0.0
913,18.78846213632133,0.0
914,18.806478096868695,0.0
915,18.82379870633451,0.0
916,18.840400693977596,0.0
917,18.85633866039747,0.0
918,18.871827258888604,0.0
919,18.88713375846936,0.0
920,18.902432690664558,0.0
921,18.917766950716445,0.0
922,18.933057905460934,0.0
923,18.948200326932486,0.0
924,18.963042022465764,0.0
925,18.977463367980747,0.0
926,18.99148064163384,0.0
927,19.005093768969985,0.0
928,19.01815891083481,0.0
929,19.03050219988127,0.0
930,19.042022546276414,0.0
931,19.052666707191754,0.0
932,19.06251871420863,0.0
933,19.071784178749528,0.0
934,19.080741154604894,0.0
940,15.878234892539833,0.0
941,15.887816451352839,0.0
942,15.896569041688455,0.0
943,15.904672824932018,0.0
944,15.912833765427518,0.0
945,15.92015287578044,0.0
946,15.926699887802027,0.0
947,15.932997362611038,0.0
948,15.940117010038488,0.0
949,15.947802106725463,0.0
950,15.954349380350195,0.0
951,15.959849345494778,0.0
952,15.964501482916315,0.0
953,15.969707817322538,0.0
954,15.97638749092962,0.0
955,15.981214884008185,0.0
956,15.985546518615315,0.0
957,15.990737507418823,0.0
958,15.991855554965179,0.0
959,15.993205670691989,0.0
960,15.997230558139453,0.0
961,16.00056324639134,0.0
962,16.003521374224302,0.0
963,16.006016840232554,0.0
964,16.00835656332986,0.0
965,16.008341832194837,0.0
966,16.008076634649573,0.0
967,16.009547727575974,0.0
968,16.010671451814215,1.0
969,15.998971065826714,0.0
970,15.980933561036036,0.0
971,15.971029301235038,0.0
972,15.960290769327436,0.0
973,15.95231411081227,0.0
974,15.94891825001742,0.0
975,15.944464265012698,0.0
976,15.93930696621633,0.0
977,15.933218992670954,0.0
978,15.926545965660287,0.0
979,15.920939483412495,0.0
980,15.916000519246161,0.0
981,15.897484141319287,0.0
982,15.87837393816596,0.0
983,15.872649868439385,0.0
984,15.86721611381284,0.0
985,15.861899325585807,0.0
986,15.856603605996778,0.0
987,15.83644044706008,0.0
988,15.829421219614623,1.0
989,15.82297840598915,0.0
990,15.39021022396365,0.0
991,15.403638619811623,0.0
992,15.416981820748044,0.0
993,15.43049665074199,0.0
994,15.44453381918933,0.0
995,15.459324582785639,0.0
996,15.47494990068872,0.0
997,15.491301594148323,0.0
998,15.50819343000133,0.0
999,15.525367758272665,0.0
1000,15.542659859043727,0.0
1001,15.560069923206914,0.0
1002,15.577698913208327,0.0
1003,15.595616892391059,0.0
1004,15.613921854652677,0.0
1005,15.632701878673412,0.0
1006,15.65193056506953,0.0
1007,15.671642440784805,0.0
1008,15.692043067641412,0.0
1009,15.713379112601896,0.0
1010,15.735786365427337,0.0
1011,15.75929817031716,0.0
1012,15.783776933848527,0.0
1013,15.808972962438908,0.0
1014,15.834570791974388,0.0
1015,15.860349267646095,0.0
1016,15.88625060117507,0.0
1017,15.912310074544473,0.0
1018,15.938527021380615,0.0
1019,15.964924074985742,0.0
1020,15.991515244160205,0.0
1021,16.01828526037804,0.0
1022,16.04521480250332,0.0
1023,16.072310631813984,0.0
1024,16.09958396204251,0.0
1025,16.12704310285884,0.0
1026,16.154674608515233,0.0
1027,16.18247622212245,0.0
1028,16.210477547523144,0.0
1029,16.238713952336386,0.0
1030,16.267200249275394,0.0
1031,16.295913749054243,0.0
1032,16.32481701325119,0.0
1033,16.35388577618148,0.0
1034,16.383091680062474,0.0
1035,16.41240041986365,0.0
1036,16.441790677007138,0.0
1037,16.471219547384294,0.0
1038,16.50060910679153,0.0
1039,16.52987193496633,0.0
