"d3mIndex","Region","Zone","Year","Month","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","MaizeProductionQuintal","MaizeYieldQtHa","AnyAction","IndirectConflict","DirectConflict","Protest"
587,"Southern Nations, Nationalities, and People's Region","Sidama",2012,3,"2012-03",107.777409117,6655.684,13.08906,6642.595,"ETH","Ethiopia",4086353.63333333,2346.66866666667,5.25529066666667,537228.76,27.53,0,0,0,0
588,"Southern Nations, Nationalities, and People's Region","Sidama",2012,4,"2012-04",193.40446458,6655.684,13.08906,6642.595,"ETH","Ethiopia",4095802.85,2352.09505,5.2936505,537228.76,27.53,0,0,0,0
589,"Southern Nations, Nationalities, and People's Region","Sidama",2012,5,"2012-05",175.178580684,6655.684,13.08906,6642.595,"ETH","Ethiopia",4105252.06666667,2357.52143333333,5.33201033333333,537228.76,27.53,0,0,0,0
590,"Southern Nations, Nationalities, and People's Region","Sidama",2012,6,"2012-06",127.049544382,6655.684,13.08906,6642.595,"ETH","Ethiopia",4114701.28333333,2362.94781666667,5.37037016666667,537228.76,27.53,0,0,0,0
591,"Southern Nations, Nationalities, and People's Region","Sidama",2012,7,"2012-07",102.878795216,6655.684,13.08906,6642.595,"ETH","Ethiopia",4124150.5,2368.3742,5.40873,537228.76,27.53,0,0,0,0
592,"Southern Nations, Nationalities, and People's Region","Sidama",2012,8,"2012-08",149.140674491,6655.684,13.08906,6642.595,"ETH","Ethiopia",4133599.71666667,2373.80058333333,5.44708983333333,537228.76,27.53,0,0,0,0
593,"Southern Nations, Nationalities, and People's Region","Sidama",2012,9,"2012-09",205.242381625,6655.684,13.08906,6642.595,"ETH","Ethiopia",4143048.93333333,2379.22696666667,5.48544966666667,537228.76,27.53,0,0,0,0
594,"Southern Nations, Nationalities, and People's Region","Sidama",2012,10,"2012-10",98.3968372955,6655.684,13.08906,6642.595,"ETH","Ethiopia",4152498.15,2384.65335,5.5238095,537228.76,27.53,0,0,0,0
595,"Southern Nations, Nationalities, and People's Region","Sidama",2012,11,"2012-11",85.44087036,6655.684,13.08906,6642.595,"ETH","Ethiopia",4161947.36666667,2390.07973333333,5.56216933333333,537228.76,27.53,0,0,0,0
596,"Southern Nations, Nationalities, and People's Region","Sidama",2012,12,"2012-12",31.7329888885,6655.684,13.08906,6642.595,"ETH","Ethiopia",4171396.58333333,2395.50611666667,5.60052916666667,537228.76,27.53,0,0,0,0
597,"Southern Nations, Nationalities, and People's Region","Sidama",2013,1,"2013-01",48.9537898555,6655.684,13.08906,6642.595,"ETH","Ethiopia",4180845.8,2400.9325,5.638889,1313735.69,34.21,0,0,0,0
598,"Southern Nations, Nationalities, and People's Region","Sidama",2013,2,"2013-02",17.67995987285,6655.684,13.08906,6642.595,"ETH","Ethiopia",4190295.01666667,2406.35888333333,5.65679022222222,1313735.69,34.21,0,0,0,0
599,"Southern Nations, Nationalities, and People's Region","Sidama",2013,3,"2013-03",131.5175050075,6655.684,13.08906,6642.595,"ETH","Ethiopia",4199744.23333333,2411.78526666667,5.67469144444444,1313735.69,34.21,0,0,0,0
600,"Southern Nations, Nationalities, and People's Region","Sidama",2013,4,"2013-04",184.662401115,6655.684,13.08906,6642.595,"ETH","Ethiopia",4209193.45,2417.21165,5.69259266666667,1313735.69,34.21,0,0,0,0
601,"Southern Nations, Nationalities, and People's Region","Sidama",2013,5,"2013-05",184.32184858,6655.684,13.08906,6642.595,"ETH","Ethiopia",4218642.66666667,2422.63803333333,5.71049388888889,1313735.69,34.21,0,0,0,0
602,"Southern Nations, Nationalities, and People's Region","Sidama",2013,6,"2013-06",144.601245145,6655.684,13.08906,6642.595,"ETH","Ethiopia",4228091.88333333,2428.06441666667,5.72839511111111,1313735.69,34.21,0,0,0,0
603,"Southern Nations, Nationalities, and People's Region","Sidama",2013,7,"2013-07",146.67606776,6655.684,13.08906,6642.595,"ETH","Ethiopia",4237541.1,2433.4908,5.74629633333333,1313735.69,34.21,0,0,0,0
604,"Southern Nations, Nationalities, and People's Region","Sidama",2013,8,"2013-08",178.977323305,6655.684,13.08906,6642.595,"ETH","Ethiopia",4246990.31666667,2438.91718333333,5.76419755555556,1313735.69,34.21,0,0,0,0
605,"Southern Nations, Nationalities, and People's Region","Sidama",2013,9,"2013-09",125.33900757,6655.684,13.08906,6642.595,"ETH","Ethiopia",4256439.53333333,2444.34356666667,5.78209877777778,1313735.69,34.21,0,0,0,0
606,"Southern Nations, Nationalities, and People's Region","Sidama",2013,10,"2013-10",197.00343703,6655.684,13.08906,6642.595,"ETH","Ethiopia",4265888.75,2449.76995,5.8,1313735.69,34.21,0,0,0,0
607,"Southern Nations, Nationalities, and People's Region","Sidama",2013,11,"2013-11",92.9366449285,6655.684,13.08906,6642.595,"ETH","Ethiopia",4275337.96666667,2455.19633333333,5.4,1313735.69,34.21,0,0,0,0
608,"Southern Nations, Nationalities, and People's Region","Sidama",2013,12,"2013-12",7.174347642,6655.684,13.08906,6642.595,"ETH","Ethiopia",4284787.18333333,2460.62271666667,5,1313735.69,34.21,0,0,0,0
609,"Southern Nations, Nationalities, and People's Region","Sidama",2014,1,"2014-01",21.4801010265,6655.684,13.08906,6642.595,"ETH","Ethiopia",4294236.4,2466.0491,5.516667,1008952.98,33.02,0,0,0,0
610,"Southern Nations, Nationalities, and People's Region","Sidama",2014,2,"2014-02",55.6236583745,6655.684,13.08906,6642.595,"ETH","Ethiopia",4303685.61666667,2471.47548333333,5.47388916666667,1008952.98,33.02,0,0,0,0
611,"Southern Nations, Nationalities, and People's Region","Sidama",2014,3,"2014-03",88.9703311575,6655.684,13.08906,6642.595,"ETH","Ethiopia",4313134.83333333,2476.90186666667,5.43111133333333,1008952.98,33.02,0,0,0,0
612,"Southern Nations, Nationalities, and People's Region","Sidama",2014,4,"2014-04",184.141092405,6655.684,13.08906,6642.595,"ETH","Ethiopia",4322584.05,2482.32825,5.3883335,1008952.98,33.02,0,0,0,0
613,"Southern Nations, Nationalities, and People's Region","Sidama",2014,5,"2014-05",255.19052371,6655.684,13.08906,6642.595,"ETH","Ethiopia",4332033.26666667,2487.75463333333,5.34555566666667,1008952.98,33.02,0,0,0,0
614,"Southern Nations, Nationalities, and People's Region","Sidama",2014,6,"2014-06",148.28096243,6655.684,13.08906,6642.595,"ETH","Ethiopia",4341482.48333333,2493.18101666667,5.30277783333333,1008952.98,33.02,0,0,0,0
615,"Southern Nations, Nationalities, and People's Region","Sidama",2014,7,"2014-07",119.323168183,6655.684,13.08906,6642.595,"ETH","Ethiopia",4350931.7,2498.6074,5.26,1008952.98,33.02,0,0,0,0
616,"Southern Nations, Nationalities, and People's Region","Sidama",2014,8,"2014-08",197.864015375,6655.684,13.08906,6642.595,"ETH","Ethiopia",4360380.91666667,2504.03378333333,5.21722216666667,1008952.98,33.02,0,0,0,0
617,"Southern Nations, Nationalities, and People's Region","Sidama",2014,9,"2014-09",164.543979175,6655.684,13.08906,6642.595,"ETH","Ethiopia",4369830.13333333,2509.46016666667,5.17444433333333,1008952.98,33.02,0,0,0,0
618,"Southern Nations, Nationalities, and People's Region","Sidama",2014,10,"2014-10",183.15944187,6655.684,13.08906,6642.595,"ETH","Ethiopia",4379279.35,2514.88655,5.1316665,1008952.98,33.02,0,0,0,0
619,"Southern Nations, Nationalities, and People's Region","Sidama",2014,11,"2014-11",74.4311255655,6655.684,13.08906,6642.595,"ETH","Ethiopia",4388728.56666667,2520.31293333333,5.08888866666667,1008952.98,33.02,0,0,0,0
620,"Southern Nations, Nationalities, and People's Region","Sidama",2014,12,"2014-12",20.17099668415,6655.684,13.08906,6642.595,"ETH","Ethiopia",4398177.78333333,2525.73931666667,5.04611083333333,1008952.98,33.02,0,0,0,0
621,"Southern Nations, Nationalities, and People's Region","Sidama",2015,1,"2015-01",15.9733666217,6655.684,13.08906,6642.595,"ETH","Ethiopia",4407627,2531.1657,5.003333,894161.29,32.85,0,0,0,0
622,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,1,"2008-01",20.7376364175,4488.779,5.804249,4482.975,"ETH","Ethiopia",1697464.8,378.64694,4.8,380729.93,19.21,0,0,0,0
623,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,2,"2008-02",14.6166141316667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1701503.43333333,379.547821666667,4.6,380729.93,19.21,0,0,0,0
624,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,3,"2008-03",42.5820799008333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1705542.06666667,380.448703333333,4.4,380729.93,19.21,0,0,0,0
625,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,4,"2008-04",152.641589441667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1709580.7,381.349585,4.2,380729.93,19.21,0,0,0,0
626,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,5,"2008-05",148.463281216667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1713619.33333333,382.250466666667,4,380729.93,19.21,0,0,0,0
627,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,6,"2008-06",168.354594316667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1717657.96666667,383.151348333333,3.8,380729.93,19.21,0,0,0,0
628,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,7,"2008-07",160.301911491667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1721696.6,384.05223,3.6,380729.93,19.21,0,0,0,0
629,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,8,"2008-08",154.842218675,4488.779,5.804249,4482.975,"ETH","Ethiopia",1725735.23333333,384.953111666667,3.4,380729.93,19.21,0,0,0,0
630,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,9,"2008-09",196.491073225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1729773.86666667,385.853993333333,3.2,380729.93,19.21,0,0,0,0
631,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,10,"2008-10",157.601462733333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1733812.5,386.754875,3,380729.93,19.21,0,0,0,0
632,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,11,"2008-11",94.2408042158333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1737851.13333333,387.655756666667,2.7,380729.93,19.21,0,0,0,0
633,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,12,"2008-12",8.990613078,4488.779,5.804249,4482.975,"ETH","Ethiopia",1741889.76666667,388.556638333333,3,380729.93,19.21,0,0,0,0
634,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,1,"2010-01",40.3720703875,4488.779,5.804249,4482.975,"ETH","Ethiopia",1794392,400.2681,2.856111,378230.75,18.19,0,0,0,0
635,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,2,"2010-02",68.5314063116667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1798806.71666667,401.252873333333,2.74987644444444,378230.75,18.19,0,0,0,0
636,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,3,"2010-03",162.046209883333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1803221.43333333,402.237646666667,2.64364188888889,378230.75,18.19,0,0,0,0
637,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,4,"2010-04",194.857242766667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1807636.15,403.22242,2.53740733333333,378230.75,18.19,0,0,0,0
638,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,5,"2010-05",219.143745366667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1812050.86666667,404.207193333333,2.43117277777778,378230.75,18.19,0,0,0,0
639,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,6,"2010-06",171.637383158333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1816465.58333333,405.191966666667,2.32493822222222,378230.75,18.19,0,0,0,0
640,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,7,"2010-07",132.789199958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1820880.3,406.17674,2.21870366666667,378230.75,18.19,0,0,0,0
641,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,8,"2010-08",117.95951325,4488.779,5.804249,4482.975,"ETH","Ethiopia",1825295.01666667,407.161513333333,2.11246911111111,378230.75,18.19,0,0,0,0
642,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,9,"2010-09",144.622704783333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1829709.73333333,408.146286666667,2.00623455555556,378230.75,18.19,0,0,0,0
643,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,10,"2010-10",93.3717624558333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1834124.45,409.13106,1.9,378230.75,18.19,0,0,0,0
644,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,11,"2010-11",43.7010473958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1838539.16666667,410.115833333333,2.3,378230.75,18.19,0,0,0,0
645,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,12,"2010-12",14.4910403079167,4488.779,5.804249,4482.975,"ETH","Ethiopia",1842953.88333333,411.100606666667,2.34,378230.75,18.19,0,0,0,0
646,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,1,"2012-01",17.5495878716667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1900345.2,423.90266,5.433333,52239.39,17.09,0,0,0,0
647,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,2,"2012-02",11.8627355896667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1904759.91666667,424.887433333333,5.2699997,52239.39,17.09,0,0,0,0
648,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,3,"2012-03",75.7647238225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1909174.63333333,425.872206666667,5.1066664,52239.39,17.09,0,0,0,0
649,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,4,"2012-04",192.193681608333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1913589.35,426.85698,4.9433331,52239.39,17.09,0,0,0,0
650,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,5,"2012-05",145.8051663,4488.779,5.804249,4482.975,"ETH","Ethiopia",1918004.06666667,427.841753333333,4.7799998,52239.39,17.09,0,0,0,0
651,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,6,"2012-06",189.061278436667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1922418.78333333,428.826526666667,4.6166665,52239.39,17.09,0,0,0,0
652,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,7,"2012-07",161.148674733333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1926833.5,429.8113,4.4533332,52239.39,17.09,0,0,0,0
653,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,8,"2012-08",144.415120983333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1931248.21666667,430.796073333333,4.2899999,52239.39,17.09,0,0,0,0
654,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,9,"2012-09",183.7839495,4488.779,5.804249,4482.975,"ETH","Ethiopia",1935662.93333333,431.780846666667,4.1266666,52239.39,17.09,0,0,0,0
655,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,10,"2012-10",37.9710715175,4488.779,5.804249,4482.975,"ETH","Ethiopia",1940077.65,432.76562,3.9633333,52239.39,17.09,0,0,0,0
656,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,11,"2012-11",75.3595936625,4488.779,5.804249,4482.975,"ETH","Ethiopia",1944492.36666667,433.750393333333,3.8,52239.39,17.09,0,0,0,0
657,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,12,"2012-12",29.671228715,4488.779,5.804249,4482.975,"ETH","Ethiopia",1948907.08333333,434.735166666667,4.67,52239.39,17.09,0,0,0,0
658,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,1,"2013-01",57.7490466091667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1953321.8,435.71994,5.558571,581982.15,24.1,0,0,0,0
659,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,2,"2013-02",22.1221018866667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1957736.51666667,436.704713333333,5.50779181818182,581982.15,24.1,0,0,0,0
660,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,3,"2013-03",109.591738581667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1962151.23333333,437.689486666667,5.45701263636364,581982.15,24.1,0,0,0,0
661,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,4,"2013-04",241.553376225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1966565.95,438.67426,5.40623345454545,581982.15,24.1,0,0,0,0
662,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,5,"2013-05",210.550165416667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1970980.66666667,439.659033333333,5.35545427272727,581982.15,24.1,0,0,0,0
663,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,6,"2013-06",166.9217291,4488.779,5.804249,4482.975,"ETH","Ethiopia",1975395.38333333,440.643806666667,5.30467509090909,581982.15,24.1,0,0,0,0
664,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,7,"2013-07",185.034460691667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1979810.1,441.62858,5.25389590909091,581982.15,24.1,0,0,0,0
665,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,8,"2013-08",222.441359408333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1984224.81666667,442.613353333333,5.20311672727273,581982.15,24.1,0,0,0,0
666,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,9,"2013-09",125.8091787,4488.779,5.804249,4482.975,"ETH","Ethiopia",1988639.53333333,443.598126666667,5.15233754545455,581982.15,24.1,0,0,0,0
667,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,10,"2013-10",177.627801241667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1993054.25,444.5829,5.10155836363636,581982.15,24.1,0,0,0,0
668,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,11,"2013-11",77.2898131658333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1997468.96666667,445.567673333333,5.05077918181818,581982.15,24.1,0,0,0,0
669,"Southern Nations, Nationalities, and People's Region","Wolayita",2013,12,"2013-12",5.27402096016667,4488.779,5.804249,4482.975,"ETH","Ethiopia",2001883.68333333,446.552446666667,5,581982.15,24.1,0,0,0,0
670,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,1,"2015-01",8.416264693,4488.779,5.804249,4482.975,"ETH","Ethiopia",2059275,459.3545,5.24375,247631.03,25.24,0,0,0,0
671,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,2,"2015-02",12.948651161,4488.779,5.804249,4482.975,"ETH","Ethiopia",2064027.9,460.414711666667,5.3034375,247631.03,25.24,0,0,0,0
672,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,3,"2015-03",74.192954895,4488.779,5.804249,4482.975,"ETH","Ethiopia",2068780.8,461.474923333333,5.363125,247631.03,25.24,0,0,0,0
673,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,4,"2015-04",97.5704454608333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2073533.7,462.535135,5.4228125,247631.03,25.24,0,0,0,0
674,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,5,"2015-05",168.980995183333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2078286.6,463.595346666667,5.4825,247631.03,25.24,0,0,0,0
675,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,6,"2015-06",198.805096208333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2083039.5,464.655558333333,5.5421875,247631.03,25.24,0,0,0,0
676,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,7,"2015-07",157.813179358333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2087792.4,465.71577,5.601875,247631.03,25.24,0,0,0,0
677,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,8,"2015-08",137.708580603333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2092545.3,466.775981666667,5.6615625,247631.03,25.24,0,0,0,0
678,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,9,"2015-09",170.820807225,4488.779,5.804249,4482.975,"ETH","Ethiopia",2097298.2,467.836193333333,5.72125,247631.03,25.24,0,0,0,0
679,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,10,"2015-10",111.897951336667,4488.779,5.804249,4482.975,"ETH","Ethiopia",2102051.1,468.896405,5.7809375,247631.03,25.24,0,0,0,0
680,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,11,"2015-11",94.0189813658333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2106804,469.956616666667,5.840625,247631.03,25.24,0,0,0,0
681,"Southern Nations, Nationalities, and People's Region","Wolayita",2015,12,"2015-12",49.0063212166667,4488.779,5.804249,4482.975,"ETH","Ethiopia",2111556.9,471.016828333333,5.9003125,247631.03,25.24,0,0,0,0
682,"Southern Nations, Nationalities, and People's Region","Wolayita",2016,1,"2016-01",87.9459807683333,4488.779,5.804249,4482.975,"ETH","Ethiopia",2116309.8,472.07704,5.96,330361.46,26.42,0,0,0,0
683,"Tigray","Central Tigray",2008,1,"2008-01",23.8529053824,10481.93,0,10481.93,"ETH","Ethiopia",1402292.2,133.78188,5.293333,243984.66,13.99,0,0,0,0
684,"Tigray","Central Tigray",2008,2,"2008-02",1.0485734858,10481.93,0,10481.93,"ETH","Ethiopia",1405177.48333333,134.057143333333,5.44296266666667,243984.66,13.99,0,0,0,0
685,"Tigray","Central Tigray",2008,3,"2008-03",2.6978993291,10481.93,0,10481.93,"ETH","Ethiopia",1408062.76666667,134.332406666667,5.59259233333333,243984.66,13.99,0,0,0,0
686,"Tigray","Central Tigray",2008,4,"2008-04",34.015124623,10481.93,0,10481.93,"ETH","Ethiopia",1410948.05,134.60767,5.742222,243984.66,13.99,0,0,0,0
687,"Tigray","Central Tigray",2008,5,"2008-05",53.631098114,10481.93,0,10481.93,"ETH","Ethiopia",1413833.33333333,134.882933333333,5.89185166666667,243984.66,13.99,0,0,0,0
688,"Tigray","Central Tigray",2008,6,"2008-06",100.293942655,10481.93,0,10481.93,"ETH","Ethiopia",1416718.61666667,135.158196666667,6.04148133333333,243984.66,13.99,0,0,0,0
689,"Tigray","Central Tigray",2008,7,"2008-07",213.70705507,10481.93,0,10481.93,"ETH","Ethiopia",1419603.9,135.43346,6.191111,243984.66,13.99,0,0,0,0
690,"Tigray","Central Tigray",2008,8,"2008-08",201.93569874,10481.93,0,10481.93,"ETH","Ethiopia",1422489.18333333,135.708723333333,6.34074066666667,243984.66,13.99,0,0,0,0
691,"Tigray","Central Tigray",2008,9,"2008-09",70.598324529,10481.93,0,10481.93,"ETH","Ethiopia",1425374.46666667,135.983986666667,6.49037033333333,243984.66,13.99,0,0,0,0
692,"Tigray","Central Tigray",2008,10,"2008-10",13.6835781611,10481.93,0,10481.93,"ETH","Ethiopia",1428259.75,136.25925,6.64,243984.66,13.99,0,0,0,0
693,"Tigray","Central Tigray",2008,11,"2008-11",9.6394520167,10481.93,0,10481.93,"ETH","Ethiopia",1431145.03333333,136.534513333333,5.8,243984.66,13.99,0,0,0,0
694,"Tigray","Central Tigray",2008,12,"2008-12",4.1373109375,10481.93,0,10481.93,"ETH","Ethiopia",1434030.31666667,136.809776666667,6,243984.66,13.99,0,0,0,0
695,"Tigray","Central Tigray",2009,1,"2009-01",0.9370723543,10481.93,0,10481.93,"ETH","Ethiopia",1436915.6,137.08504,4.605556,296976.83,14.64,0,0,0,0
696,"Tigray","Central Tigray",2009,2,"2009-02",7.531516428,10481.93,0,10481.93,"ETH","Ethiopia",1439800.88333333,137.360303333333,4.69938311111111,296976.83,14.64,0,0,0,0
697,"Tigray","Central Tigray",2009,3,"2009-03",16.14601327,10481.93,0,10481.93,"ETH","Ethiopia",1442686.16666667,137.635566666667,4.79321022222222,296976.83,14.64,0,0,0,0
698,"Tigray","Central Tigray",2009,4,"2009-04",11.0735631991,10481.93,0,10481.93,"ETH","Ethiopia",1445571.45,137.91083,4.88703733333333,296976.83,14.64,1,0,0,0
699,"Tigray","Central Tigray",2009,5,"2009-05",10.9715095545,10481.93,0,10481.93,"ETH","Ethiopia",1448456.73333333,138.186093333333,4.98086444444444,296976.83,14.64,0,0,0,0
700,"Tigray","Central Tigray",2009,6,"2009-06",35.165582074,10481.93,0,10481.93,"ETH","Ethiopia",1451342.01666667,138.461356666667,5.07469155555556,296976.83,14.64,0,0,0,0
701,"Tigray","Central Tigray",2009,7,"2009-07",294.19650273,10481.93,0,10481.93,"ETH","Ethiopia",1454227.3,138.73662,5.16851866666667,296976.83,14.64,0,0,0,0
702,"Tigray","Central Tigray",2009,8,"2009-08",222.95081959,10481.93,0,10481.93,"ETH","Ethiopia",1457112.58333333,139.011883333333,5.26234577777778,296976.83,14.64,0,0,0,0
703,"Tigray","Central Tigray",2009,9,"2009-09",40.796316641,10481.93,0,10481.93,"ETH","Ethiopia",1459997.86666667,139.287146666667,5.35617288888889,296976.83,14.64,0,0,0,0
704,"Tigray","Central Tigray",2009,10,"2009-10",13.853919273,10481.93,0,10481.93,"ETH","Ethiopia",1462883.15,139.56241,5.45,296976.83,14.64,0,0,0,0
705,"Tigray","Central Tigray",2009,11,"2009-11",5.0587963872,10481.93,0,10481.93,"ETH","Ethiopia",1465768.43333333,139.837673333333,4.76,296976.83,14.64,0,0,0,0
706,"Tigray","Central Tigray",2009,12,"2009-12",3.6284921839,10481.93,0,10481.93,"ETH","Ethiopia",1468653.71666667,140.112936666667,4.76,296976.83,14.64,0,0,0,0
707,"Tigray","Central Tigray",2010,1,"2010-01",19.708869477,10481.93,0,10481.93,"ETH","Ethiopia",1471539,140.3882,4.092857,322304.9,14.97,0,0,0,0
708,"Tigray","Central Tigray",2010,2,"2010-02",5.1868261752,10481.93,0,10481.93,"ETH","Ethiopia",1474604.5,140.680655,4.026984,322304.9,14.97,0,0,0,0
709,"Tigray","Central Tigray",2010,3,"2010-03",34.406680401,10481.93,0,10481.93,"ETH","Ethiopia",1477670,140.97311,3.961111,322304.9,14.97,0,0,0,0
710,"Tigray","Central Tigray",2010,4,"2010-04",41.348640121,10481.93,0,10481.93,"ETH","Ethiopia",1480735.5,141.265565,3.895238,322304.9,14.97,0,0,0,0
711,"Tigray","Central Tigray",2010,5,"2010-05",38.839276534,10481.93,0,10481.93,"ETH","Ethiopia",1483801,141.55802,3.829365,322304.9,14.97,1,1,0,0
712,"Tigray","Central Tigray",2010,6,"2010-06",75.498167559,10481.93,0,10481.93,"ETH","Ethiopia",1486866.5,141.850475,3.763492,322304.9,14.97,0,0,0,0
713,"Tigray","Central Tigray",2010,7,"2010-07",206.4488615,10481.93,0,10481.93,"ETH","Ethiopia",1489932,142.14293,3.697619,322304.9,14.97,0,0,0,0
714,"Tigray","Central Tigray",2010,8,"2010-08",301.35587238,10481.93,0,10481.93,"ETH","Ethiopia",1492997.5,142.435385,3.631746,322304.9,14.97,0,0,0,0
715,"Tigray","Central Tigray",2010,9,"2010-09",94.924135372,10481.93,0,10481.93,"ETH","Ethiopia",1496063,142.72784,3.565873,322304.9,14.97,0,0,0,0
716,"Tigray","Central Tigray",2010,10,"2010-10",8.075000507,10481.93,0,10481.93,"ETH","Ethiopia",1499128.5,143.020295,3.5,322304.9,14.97,0,0,0,0
717,"Tigray","Central Tigray",2010,11,"2010-11",8.3818289312,10481.93,0,10481.93,"ETH","Ethiopia",1502194,143.31275,3,322304.9,14.97,0,0,0,0
718,"Tigray","Central Tigray",2010,12,"2010-12",4.3471144793,10481.93,0,10481.93,"ETH","Ethiopia",1505259.5,143.605205,3.86,322304.9,14.97,0,0,0,0
