d3mIndex,log(wdi.pop),wdi.popurb.mi,I(wdi.manuf.mi + wdi.servs.mi),wdi.sch2.mi,log1p(wdi.mobp100),ios.gattwto,nvc.start.1
161,15.787428691063292,18.73,49.698754440017005,10.03673,0.0,0.0,0.0
162,15.816882984821026,19.242,56.18469101716531,-5.66575447220421,0.0,0.0,0.0
163,15.848533876447238,19.766,40.5049011604241,12.92544,0.0,0.0,0.0
164,15.882609998286885,20.299,53.94196757464521,16.687,0.0,0.0,0.0
165,15.918435811076135,20.843000000000004,44.763008155916864,11.84568,0.0,0.0,0.0
166,15.954383539313525,21.398000000000003,46.5094573758105,10.81531,0.0,0.0,0.0
167,15.98852816310107,21.965,60.0692036911877,13.539420000000002,0.0,0.0,0.0
168,16.019782025322698,22.541,52.88038368977078,11.68828,0.0,0.0,0.0
169,16.04774593079697,23.128,62.4261842357065,13.40894,0.0,0.0,0.0
170,16.073205183079473,23.725,53.17039691446487,13.06869,0.0,0.0,0.0
171,16.09769445455539,24.334,52.94758614118654,11.04786,0.0,0.0,0.0
172,16.123195922433506,24.952,47.980009870041215,12.25653,0.0,0.0,0.0
173,16.150934891915053,25.582,46.21658832775755,11.35899,0.0,0.0,0.0
174,16.181326473680908,26.221,48.879451190870206,12.03842,0.0,0.0,0.0
175,16.213656526608542,26.872,41.60393602527425,13.56833,0.0,0.0,0.0
176,16.24667846956256,27.53,42.88768998664045,-29.686938483194602,0.009626266538054014,0.0,0.0
177,16.27880466354419,28.2,31.317737750346407,10.340781580519401,0.015412698152753925,1.0,0.0
178,16.30912518304284,28.88,30.438651811981174,22.6970656607312,0.01633839585807886,1.0,0.0
179,16.33738739357275,29.57,28.598204892201327,31.0429202604593,0.026141145491022824,1.0,0.0
180,16.364282689949945,30.268,34.618631852653124,36.3460855588745,0.05366478077365147,1.0,0.0
181,16.390984491117514,30.975,37.604097380324575,12.99396,0.07208586212516595,1.0,0.0
182,16.418986304751847,31.692,24.215246636771287,12.97514,0.16351081260016614,1.0,0.0
183,16.449191316835005,32.419000000000004,25.10251881557082,14.85831,0.17001471740023238,1.0,0.0
184,16.481716228045038,33.152,30.83291225036881,16.78454,0.4196087317099249,1.0,0.0
185,16.515970290879128,33.895,36.17109929561363,18.11489,0.6629171867845812,1.0,0.0
186,16.551245638325792,34.645,34.332634922628195,17.147132487202,1.1846741620753694,1.0,0.0
187,16.586642907708278,35.405,30.896934140705852,19.5340581817315,1.7284185648896715,1.0,0.0
188,16.621556783304758,36.169,28.493528996478034,9.40264280281245,2.3738038615095967,1.0,0.0
189,16.6558986313956,36.942,29.66500421169883,10.763777648342801,2.9359767618916406,1.0,0.0
190,16.68979945498032,37.722,30.773409592866496,51.204647873407296,3.367674459179249,1.0,0.0
191,16.723200432298743,38.509,30.66991882426732,25.51295,3.6371568448911007,1.0,0.0
192,16.756081539748845,39.299,36.825398537147095,27.12847,3.7806965739716856,1.0,0.0
198,16.841965907186697,73.611,60.5615199838208,34.0680218431028,0.0,0.0,0.0
199,16.85809020492939,74.217,74.36523637788594,70.9674880192876,0.0,0.0,0.0
200,16.873996479466964,74.767,66.20270590738559,48.712476958724096,0.0,0.0,0.0
201,16.889631279350482,75.309,66.807968007612,43.75450609598061,0.0,0.0,0.0
202,16.904913121984233,75.844,64.3577249375802,56.169771957934714,0.0,0.0,0.0
203,16.91981993341143,76.369,79.8655184615009,57.20155699843411,0.0,0.0,0.0
204,16.934295823197647,76.888,81.1243265170732,50.36263738382711,0.0,0.0,0.0
205,16.948457052945948,77.398,80.4602283989659,52.14991186619039,0.0,1.0,0.0
206,16.962645539125973,77.90100000000002,79.4388773617782,47.3879413531075,0.0,1.0,0.0
207,16.977294202093187,78.39399999999998,80.07330876268209,52.0625509970514,0.0,1.0,0.0
208,16.992669488008367,78.88,79.6283961661928,44.41448,0.0,1.0,0.0
209,17.008890507713122,79.321,78.94212056405209,45.42444,0.0,1.0,0.0
210,17.025782676872872,79.743,79.7915493474989,47.14147,0.0,1.0,0.0
211,17.04296262153844,80.158,79.0291703601183,49.4847,0.0,1.0,0.0
212,17.05991895475334,80.567,80.21324483703309,52.2111,0.0,1.0,0.0
213,17.076312778477238,80.969,81.48987657083259,53.84371,0.0,1.0,0.0
214,17.092045104830756,81.366,80.07084432669491,55.4599,0.0,1.0,1.0
215,17.107256251709696,81.755,80.70164255634111,55.53595,0.0,1.0,0.0
216,17.122144224481357,82.139,80.52556171324039,55.55406,0.0,1.0,0.0
217,17.13699394458764,82.516,80.86075572853349,55.40354,0.0,1.0,0.0
218,17.1519964257487,82.887,81.90292949685941,56.21938000000001,0.0,1.0,0.0
219,17.167171802288188,83.31299999999997,81.95148989055339,57.38119,0.0,1.0,0.0
220,17.18242938585991,83.759,80.6612515730466,59.04556,0.0,1.0,0.0
221,17.197708725507436,84.194,80.45483605808751,59.63165,0.0,1.0,0.0
222,17.212919572817913,84.62100000000002,81.6542760329743,65.1473,0.0,1.0,0.0
223,17.227991341940918,85.038,82.73138548539119,70.18435,0.0,1.0,0.0
224,17.24291098816965,85.445,82.2387596278082,70.18375999999999,0.0,1.0,1.0
225,17.257676291435935,85.84299999999998,81.57361254569841,69.96252,0.0,1.0,0.0
226,17.272241884731223,86.23299999999998,80.53519655687819,70.41369,0.0,1.0,0.0
227,17.28655755067388,86.613,78.9854641296253,59.6120088579424,0.00712399173817532,1.0,0.0
228,17.300585561530713,86.984,82.6441521965738,71.10268,0.036121445428047176,1.0,0.0
229,17.314294133405387,87.32799999999997,84.94764760661451,71.56493,0.07286502178767955,1.0,0.0
230,17.327676789138476,87.542,85.1843480095187,79.00704304439141,0.13014042734057615,1.0,0.0
231,17.34075124991947,87.75200000000002,84.7799807310613,88.7059853985757,0.285014159771576,1.0,0.0
232,17.35354802332403,87.96,87.17159544957279,68.63676,0.5312566548419896,1.0,0.0
233,17.366080594278287,88.164,86.85146053396761,90.03190633017121,0.7718746796145995,1.0,0.0
234,17.378375156519976,88.366,86.6665295110383,78.24418,1.0617755123304402,1.0,0.0
235,17.390402894051952,88.564,86.9895014711055,75.05830999999998,1.8914704920085672,1.0,0.0
236,17.402062170988472,88.759,87.06298435881061,81.41071,2.1278263374696964,1.0,0.0
237,17.413221588348545,88.95200000000001,87.46479823910899,84.9219,2.4458749308754224,1.0,0.0
238,17.423805222087932,89.14200000000002,87.0225242044277,86.55086,2.9221427311456223,1.0,0.0
239,17.43378944715874,89.329,87.33797407789329,87.49555,2.949029710924008,1.0,0.0
240,17.443246919941767,89.51899999999998,81.2797537357264,87.05444,2.915170007042116,1.0,0.0
241,17.452317756484405,89.71,80.7195474731588,86.35618000000002,3.07516882692388,1.0,0.0
242,17.46118964459492,89.899,78.99686867699819,85.83184,3.591054043949864,1.0,0.0
243,17.470001807523467,90.084,78.79754759922803,84.93229000000002,4.066099298318004,1.0,0.0
244,17.478788138109973,90.266,78.47390038296079,84.7796,4.404507368886417,1.0,0.0
245,17.487532646736756,90.445,77.5424804800034,84.71264000000002,4.641709695142387,1.0,0.0
246,17.49625912079059,90.622,79.5935669556571,85.88642,4.7725573050838115,1.0,0.0
247,17.50498086249172,90.795,80.7261697219472,88.5793,4.883782117926375,1.0,0.0
249,15.053738981276664,66.878,62.68971332209101,91.2517,0.0,0.0,0.0
250,15.030326264979625,66.60600000000001,44.54011238802209,93.37306,0.0,0.0,0.0
251,15.006380797363509,66.332,48.225942230338106,95.05888,0.0,0.0,0.0
252,14.98587683605576,66.057,50.957114896073506,52.3757007686657,0.0,0.0,0.0
253,14.97032200423685,65.781,55.382686707010706,91.43074,0.009409103657057171,0.0,0.0
254,14.958985307463836,65.50399999999999,59.24341757442411,91.31016,0.14786366906657958,0.0,0.0
255,14.951083957524185,65.226,57.168335237139104,93.19355,0.2243918731732212,0.0,0.0
256,14.944917131305793,64.947,61.4621314270664,92.60464,0.2341103400883826,0.0,0.0
257,14.939172468658034,64.666,53.999715719192,90.74996,0.45008623146473614,0.0,0.0
258,14.9339124019477,64.385,52.620200081245095,87.13641,0.6062130446152945,0.0,0.0
259,14.929668714350958,64.283,51.80080045688379,61.455440344962796,1.2064536742190124,0.0,0.0
260,14.926061957626564,64.25,51.170840977524904,92.55382458426857,1.5617978386912954,1.0,0.0
261,14.92263716341236,64.217,49.0224483012892,88.32784000000002,2.04375093887786,1.0,0.0
262,14.919082858742936,64.184,48.6287265357909,91.06529,2.4466000182053085,1.0,0.0
263,14.915092709496644,64.15,46.74517917187501,93.88583,3.760068309484629,1.0,1.0
264,14.910744479705167,64.117,46.223099948679106,94.85475,4.155105606112017,1.0,0.0
265,14.906590549976773,63.997,48.029483785255486,92.67271,3.9005592678039545,1.0,0.0
266,14.903450768715787,63.789,55.00284415230785,96.59027,4.315269254764378,1.0,0.0
272,16.145368054974607,81.529,64.640241487743,54.5481061276413,0.0,1.0,0.0
273,16.16526545543471,81.941,63.57382026543449,52.228014982731295,0.0,1.0,0.0
274,16.189671849447542,82.337,72.9613395120264,50.131263194885996,0.0,1.0,0.0
275,16.208850014226783,82.727,77.05468470002751,63.701845867253596,0.0,1.0,0.0
276,16.22847355842793,83.11,57.1141288465724,65.4438623513376,0.0,1.0,0.0
277,16.248070727380064,83.485,67.680312532887,53.1151420386316,0.0,1.0,0.0
278,16.27090257120208,83.855,94.87471290202619,74.5147162002677,0.0,1.0,0.0
279,16.283525340082058,84.21700000000001,80.2139901550104,92.426147886614,0.0,1.0,0.0
280,16.30116692664282,84.573,79.75545274261859,88.68395592845751,0.0,1.0,0.0
281,16.322097156744164,84.92200000000003,81.7289362526389,62.5573467324609,0.0,1.0,0.0
282,16.341799045531044,85.265,78.8529725471967,80.77741999999998,0.0,1.0,0.0
283,16.37560198090004,85.6,73.67728643033013,73.6436980593854,0.0,1.0,0.0
284,16.39398344352739,85.681,72.7341232260853,75.8569241216143,0.0,1.0,0.0
285,16.409271612664355,85.76100000000002,72.10323370672309,87.0519275299923,0.0,1.0,0.0
286,16.43458381525177,85.84100000000002,70.0745366345583,78.01536924259129,0.0,1.0,0.0
287,16.446895674131,85.921,69.1871717410247,94.4963356110998,0.0,1.0,0.0
288,16.456922256733268,86.0,75.16379611433021,49.286412346833494,0.0,1.0,0.0
289,16.468188983531498,85.94,74.10240369243292,78.4679186426098,0.0,1.0,0.0
290,16.47981783611857,85.881,74.13405445451619,93.51380710884199,0.0,1.0,0.0
291,16.490624258820223,85.821,85.02944082373129,79.241910071997,0.0,1.0,0.0
292,16.502813685921694,85.76,61.86049703897053,106.12032255410999,0.0,1.0,0.0
293,16.518682211615378,85.7,78.70427597387379,71.17256356383442,0.0,1.0,0.0
294,16.535357568945994,85.64,72.4937186582718,71.09276063624141,0.0,1.0,0.0
295,16.54786305158945,85.58,88.87198391451052,87.97401677426642,0.0,1.0,0.0
296,16.559185270039414,85.52,73.55183225287591,93.2086599989095,0.0,1.0,0.0
297,16.572858730787768,85.46,78.6008579472619,84.5848934501422,0.0,1.0,0.0
298,16.589248619460573,85.4,78.06721061885831,84.25413059018271,0.0,1.0,0.0
299,16.604458485722475,85.4,78.88326510933659,86.77042554949391,0.02674720515720556,1.0,0.0
300,16.6208205522904,85.4,86.48026239144899,121.248921657588,0.17448361219230396,1.0,0.0
301,16.63774622009347,85.4,72.51196432251102,80.62522236465921,0.4453054448540403,1.0,0.0
302,16.652546000253036,85.4,79.11531837056219,100.57669793932,0.7332021979591502,1.0,0.0
303,16.66529177603396,85.4,80.0437971845414,91.7590240756502,0.9867969104916572,1.0,0.0
304,16.677425683783927,85.566,80.9904498398021,106.66283244418699,1.3442664378771234,1.0,0.0
305,16.687209050594813,85.74799999999998,81.2984206756741,133.71126999999998,1.5877809781318408,1.0,0.0
306,16.697794139010686,85.928,81.61587634679469,132.00531,2.055124618975129,1.0,0.0
307,16.709874337129975,86.10600000000002,82.1192808736261,142.51291,2.5930267015509147,1.0,0.0
308,16.72301253012385,86.28299999999999,81.79850905919339,147.22368,3.1248669725605804,1.0,0.0
309,16.734199787019953,86.50399999999998,82.31271115731309,151.00067,3.2449869337513113,1.0,0.0
310,16.74462214417637,86.727,82.60604047895791,153.51928999999996,3.3020087943447978,1.0,0.0
311,16.756047196050314,86.947,82.8658718069926,155.71402,3.5319014342122883,1.0,0.0
312,16.767969919284802,87.165,82.4535294001695,160.61861000000005,3.8167506918638505,1.0,0.0
313,16.781453502707514,87.37799999999999,82.2819672945123,153.22304,4.062587427258632,1.0,0.0
314,16.793659140560948,87.541,81.45100397823201,152.71674,4.178486700313471,1.0,0.0
315,16.805999107195213,87.695,82.3594209482732,154.80818,4.289137174168657,1.0,0.0
316,16.817592628817014,87.84899999999998,82.3701159623297,148.88518,4.412914471023568,1.0,0.0
317,16.830790524360633,88.0,81.3470352782588,147.61826000000005,4.508250196508817,1.0,0.0
318,16.84554280381391,88.15,79.9119171886631,126.64643,4.5612329665042015,1.0,0.0
319,16.851789588164053,88.29799999999999,79.81591084739837,125.38581,4.615759958582182,1.0,0.0
320,16.871829805567213,88.445,79.74584869366414,126.74231,4.6366112318559205,1.0,0.0
321,16.892440256864052,88.59,77.7157729232675,128.78038,4.62241082246632,1.0,0.0
327,15.768189035832355,64.72,57.252945942274316,73.0141434619588,0.0,1.0,0.0
328,15.773673759396534,64.814,52.36411679519,48.3022537871233,0.0,1.0,0.0
329,15.77980271787476,64.863,73.38932858660202,52.9227255996622,0.0,1.0,0.0
330,15.786226344581282,64.913,64.13074577156179,66.1501394059057,0.0,1.0,0.0
331,15.792891826634193,64.962,82.2837086449024,15.8679468444333,0.0,1.0,0.0
332,15.79938912538996,65.01100000000001,69.51945541309851,53.35896373587961,0.0,1.0,0.0
333,15.806403086552312,65.061,75.0259302075619,93.3332003792673,0.0,1.0,0.0
334,15.813877338753484,65.11,54.1720505049543,62.410729165686206,0.0,1.0,0.0
335,15.819069881369275,65.15899999999999,59.57152934806657,56.655902911175396,0.0,1.0,0.0
336,15.822523197831721,65.208,66.4288496696885,87.34108871452749,0.0,1.0,0.0
337,15.82601538729449,65.258,72.3782500084707,71.24442871289929,0.0,1.0,0.0
338,15.830477843108193,65.301,75.991176323494,88.46191,0.0,1.0,0.0
339,15.836289746630845,65.311,59.8346389844833,74.2484691684742,0.0,1.0,0.0
340,15.841830160620427,65.321,58.5242174084879,64.9947460433324,0.0,1.0,0.0
341,15.843532218297401,65.331,52.1011646758424,84.2843202400909,0.0,1.0,0.0
342,15.840879024190032,65.34100000000001,56.6322197950918,62.61545660063211,0.0,1.0,0.0
343,15.839112301342563,65.351,80.6788687777824,89.87902,0.0,1.0,0.0
344,15.839496206281574,65.361,81.19271174563619,63.191673012985,0.0,1.0,0.0
345,15.838686595864825,65.37100000000001,81.371346575074,60.1564328157883,0.0,1.0,0.0
