"d3mIndex","Region","Zone","Year","Month","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","MaizeProductionQuintal","MaizeYieldQtHa","Fertilizer_Area.HA","Fertilizer_Hectare","Fertilizer_Quintal"
290,"Southern Nations, Nationalities, and People's Region","Sidama",2012,4,"2012-04",193.40446458,6655.684,13.08906,6642.595,"ETH","Ethiopia",4095803,2352.095,5.2936505,537228.8,27.53,305205,165005,160562
291,"Southern Nations, Nationalities, and People's Region","Sidama",2012,5,"2012-05",175.178580684,6655.684,13.08906,6642.595,"ETH","Ethiopia",4105252,2357.521,5.33201033333333,537228.8,27.53,305205,165005,160562
292,"Southern Nations, Nationalities, and People's Region","Sidama",2012,8,"2012-08",149.140674491,6655.684,13.08906,6642.595,"ETH","Ethiopia",4133600,2373.801,5.44708983333333,537228.8,27.53,305205,165005,160562
293,"Southern Nations, Nationalities, and People's Region","Sidama",2012,3,"2012-03",107.777409117,6655.684,13.08906,6642.595,"ETH","Ethiopia",4086354,2346.669,5.25529066666667,537228.8,27.53,305205,165005,160562
294,"Southern Nations, Nationalities, and People's Region","Sidama",2012,1,"2012-01",30.1263319805,6655.684,13.08906,6642.595,"ETH","Ethiopia",4067455,2335.816,5.178571,537228.8,27.53,305205,165005,160562
295,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,6,"2012-06",189.061278436667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1922419,428.8265,4.6166665,52239.39,17.09,305205,165005,160562
296,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,9,"2012-09",183.7839495,4488.779,5.804249,4482.975,"ETH","Ethiopia",1935663,431.7808,4.1266666,52239.39,17.09,305205,165005,160562
297,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,5,"2012-05",145.8051663,4488.779,5.804249,4482.975,"ETH","Ethiopia",1918004,427.8418,4.7799998,52239.39,17.09,305205,165005,160562
298,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,10,"2012-10",37.9710715175,4488.779,5.804249,4482.975,"ETH","Ethiopia",1940078,432.7656,3.9633333,52239.39,17.09,305205,165005,160562
299,"Southern Nations, Nationalities, and People's Region","Sidama",2012,11,"2012-11",85.44087036,6655.684,13.08906,6642.595,"ETH","Ethiopia",4161947,2390.08,5.56216933333333,537228.8,27.53,305205,165005,160562
300,"Southern Nations, Nationalities, and People's Region","Sidama",2012,7,"2012-07",102.878795216,6655.684,13.08906,6642.595,"ETH","Ethiopia",4124150,2368.374,5.40873,537228.8,27.53,305205,165005,160562
301,"Southern Nations, Nationalities, and People's Region","Sidama",2012,12,"2012-12",31.7329888885,6655.684,13.08906,6642.595,"ETH","Ethiopia",4171397,2395.506,5.60052916666667,537228.8,27.53,305205,165005,160562
302,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,12,"2012-12",29.671228715,4488.779,5.804249,4482.975,"ETH","Ethiopia",1948907,434.7352,4.67,52239.39,17.09,305205,165005,160562
303,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,8,"2012-08",144.415120983333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1931248,430.7961,4.2899999,52239.39,17.09,305205,165005,160562
304,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2012,1,"2012-01",21.3575762193333,12192.71,635.3314,11557.38,"ETH","Ethiopia",2016804,174.5035,4.8375,771820.9,20.13,305205,165005,160562
305,"Southern Nations, Nationalities, and People's Region","Sidama",2012,2,"2012-02",9.786911564,6655.684,13.08906,6642.595,"ETH","Ethiopia",4076904,2341.242,5.21693083333333,537228.8,27.53,305205,165005,160562
306,"Southern Nations, Nationalities, and People's Region","Omo",2012,12,"2012-12",100.071681105,22751.3,167.5319,22583.77,"ETH","Ethiopia",744495.9,32.96598,4.05,420035.5,22.44,305205,165005,160562
307,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,2,"2012-02",11.8627355896667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1904760,424.8874,5.2699997,52239.39,17.09,305205,165005,160562
308,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,7,"2012-07",161.148674733333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1926834,429.8113,4.4533332,52239.39,17.09,305205,165005,160562
309,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,3,"2012-03",75.7647238225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1909175,425.8722,5.1066664,52239.39,17.09,305205,165005,160562
310,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,11,"2012-11",75.3595936625,4488.779,5.804249,4482.975,"ETH","Ethiopia",1944492,433.7504,3.8,52239.39,17.09,305205,165005,160562
311,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,4,"2012-04",192.193681608333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1913589,426.857,4.9433331,52239.39,17.09,305205,165005,160562
312,"Southern Nations, Nationalities, and People's Region","Sidama",2012,9,"2012-09",205.242381625,6655.684,13.08906,6642.595,"ETH","Ethiopia",4143049,2379.227,5.48544966666667,537228.8,27.53,305205,165005,160562
313,"Southern Nations, Nationalities, and People's Region","Sidama",2012,10,"2012-10",98.3968372955,6655.684,13.08906,6642.595,"ETH","Ethiopia",4152498,2384.653,5.5238095,537228.8,27.53,305205,165005,160562
314,"Southern Nations, Nationalities, and People's Region","Wolayita",2012,1,"2012-01",17.5495878716667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1900345,423.9027,5.433333,52239.39,17.09,305205,165005,160562
315,"Tigray","East Tigray",2008,12,"2008-12",4.78558357614286,6005.783,0.213622,6005.569,"ETH","Ethiopia",869453,144.7745,4.5,79475.04,15.01,64275,52705,8471
316,"Tigray","East Tigray",2008,11,"2008-11",17.8689662871429,6005.783,0.213622,6005.569,"ETH","Ethiopia",867703.6,144.4832,5.8,79475.04,15.01,64275,52705,8471
317,"Tigray","East Tigray",2008,6,"2008-06",25.468575844,6005.783,0.213622,6005.569,"ETH","Ethiopia",858956.7,143.0267,5.66617288888889,79475.04,15.01,64275,52705,8471
318,"Tigray","East Tigray",2008,2,"2008-02",2.28628836128571,6005.783,0.213622,6005.569,"ETH","Ethiopia",851959.2,141.8616,5.13234577777778,79475.04,15.01,64275,52705,8471
319,"Tigray","East Tigray",2008,9,"2008-09",35.8604062071429,6005.783,0.213622,6005.569,"ETH","Ethiopia",864204.9,143.9006,6.06654322222222,79475.04,15.01,64275,52705,8471
320,"Tigray","East Tigray",2008,10,"2008-10",15.8932547028571,6005.783,0.213622,6005.569,"ETH","Ethiopia",865954.2,144.1919,6.2,79475.04,15.01,64275,52705,8471
321,"Tigray","East Tigray",2008,3,"2008-03",3.21198575985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",853708.6,142.1528,5.26580255555556,79475.04,15.01,64275,52705,8471
322,"Tigray","East Tigray",2008,4,"2008-04",18.5995525228571,6005.783,0.213622,6005.569,"ETH","Ethiopia",855457.9,142.4441,5.39925933333333,79475.04,15.01,64275,52705,8471
323,"Tigray","East Tigray",2008,1,"2008-01",21.3971229757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",850209.8,141.5703,4.998889,79475.04,15.01,64275,52705,8471
324,"Tigray","East Tigray",2008,8,"2008-08",88.0448188042857,6005.783,0.213622,6005.569,"ETH","Ethiopia",862455.5,143.6093,5.93308644444445,79475.04,15.01,64275,52705,8471
325,"Tigray","East Tigray",2008,7,"2008-07",87.8481553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",860706.1,143.318,5.79962966666667,79475.04,15.01,64275,52705,8471
326,"Tigray","East Tigray",2008,5,"2008-05",43.7400015357143,6005.783,0.213622,6005.569,"ETH","Ethiopia",857207.3,142.7354,5.53271611111111,79475.04,15.01,64275,52705,8471
327,"Tigray","Central Tigray",2008,2,"2008-02",1.0485734858,10481.93,0,10481.93,"ETH","Ethiopia",1405177,134.0571,5.44296266666667,243984.7,13.99,64275,52705,8471
328,"Tigray","Central Tigray",2008,10,"2008-10",13.6835781611,10481.93,0,10481.93,"ETH","Ethiopia",1428260,136.2593,6.64,243984.7,13.99,64275,52705,8471
329,"Tigray","Central Tigray",2008,7,"2008-07",213.70705507,10481.93,0,10481.93,"ETH","Ethiopia",1419604,135.4335,6.191111,243984.7,13.99,64275,52705,8471
330,"Tigray","Central Tigray",2008,3,"2008-03",2.6978993291,10481.93,0,10481.93,"ETH","Ethiopia",1408063,134.3324,5.59259233333333,243984.7,13.99,64275,52705,8471
331,"Tigray","Central Tigray",2008,6,"2008-06",100.293942655,10481.93,0,10481.93,"ETH","Ethiopia",1416719,135.1582,6.04148133333333,243984.7,13.99,64275,52705,8471
332,"Tigray","Central Tigray",2008,12,"2008-12",4.1373109375,10481.93,0,10481.93,"ETH","Ethiopia",1434030,136.8098,6,243984.7,13.99,64275,52705,8471
333,"Tigray","Central Tigray",2008,8,"2008-08",201.93569874,10481.93,0,10481.93,"ETH","Ethiopia",1422489,135.7087,6.34074066666667,243984.7,13.99,64275,52705,8471
334,"Tigray","Central Tigray",2008,9,"2008-09",70.598324529,10481.93,0,10481.93,"ETH","Ethiopia",1425374,135.984,6.49037033333333,243984.7,13.99,64275,52705,8471
335,"Tigray","Central Tigray",2008,11,"2008-11",9.6394520167,10481.93,0,10481.93,"ETH","Ethiopia",1431145,136.5345,5.8,243984.7,13.99,64275,52705,8471
336,"Tigray","Central Tigray",2008,1,"2008-01",23.8529053824,10481.93,0,10481.93,"ETH","Ethiopia",1402292,133.7819,5.293333,243984.7,13.99,64275,52705,8471
337,"Tigray","Central Tigray",2008,4,"2008-04",34.015124623,10481.93,0,10481.93,"ETH","Ethiopia",1410948,134.6077,5.742222,243984.7,13.99,64275,52705,8471
338,"Tigray","Central Tigray",2008,5,"2008-05",53.631098114,10481.93,0,10481.93,"ETH","Ethiopia",1413833,134.8829,5.89185166666667,243984.7,13.99,64275,52705,8471
339,"Tigray","Central Tigray",2009,5,"2009-05",10.9715095545,10481.93,0,10481.93,"ETH","Ethiopia",1448457,138.1861,4.98086444444444,296976.8,14.64,64649,53802,11120
340,"Tigray","Central Tigray",2009,9,"2009-09",40.796316641,10481.93,0,10481.93,"ETH","Ethiopia",1459998,139.2871,5.35617288888889,296976.8,14.64,64649,53802,11120
341,"Tigray","Central Tigray",2009,6,"2009-06",35.165582074,10481.93,0,10481.93,"ETH","Ethiopia",1451342,138.4614,5.07469155555556,296976.8,14.64,64649,53802,11120
342,"Tigray","Central Tigray",2009,3,"2009-03",16.14601327,10481.93,0,10481.93,"ETH","Ethiopia",1442686,137.6356,4.79321022222222,296976.8,14.64,64649,53802,11120
343,"Tigray","Central Tigray",2009,1,"2009-01",0.9370723543,10481.93,0,10481.93,"ETH","Ethiopia",1436916,137.085,4.605556,296976.8,14.64,64649,53802,11120
344,"Tigray","Central Tigray",2009,8,"2009-08",222.95081959,10481.93,0,10481.93,"ETH","Ethiopia",1457113,139.0119,5.26234577777778,296976.8,14.64,64649,53802,11120
345,"Tigray","Central Tigray",2009,2,"2009-02",7.531516428,10481.93,0,10481.93,"ETH","Ethiopia",1439801,137.3603,4.69938311111111,296976.8,14.64,64649,53802,11120
346,"Tigray","East Tigray",2009,2,"2009-02",9.43176111928571,6005.783,0.213622,6005.569,"ETH","Ethiopia",872951.8,145.3571,4.34419733333333,33169.4,14.07,64649,53802,11120
347,"Tigray","East Tigray",2009,9,"2009-09",6.907259754,6005.783,0.213622,6005.569,"ETH","Ethiopia",885197.5,147.3961,4.21802466666667,33169.4,14.07,64649,53802,11120
348,"Tigray","East Tigray",2009,10,"2009-10",24.1040987142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",886946.8,147.6874,4.2,33169.4,14.07,64649,53802,11120
349,"Tigray","East Tigray",2009,4,"2009-04",12.4859566892857,6005.783,0.213622,6005.569,"ETH","Ethiopia",876450.6,145.9397,4.308148,33169.4,14.07,64649,53802,11120
350,"Tigray","East Tigray",2009,5,"2009-05",10.711271551,6005.783,0.213622,6005.569,"ETH","Ethiopia",878199.9,146.231,4.29012333333333,33169.4,14.07,64649,53802,11120
351,"Tigray","East Tigray",2009,6,"2009-06",6.18556433271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",879949.3,146.5222,4.27209866666667,33169.4,14.07,64649,53802,11120
352,"Tigray","East Tigray",2009,1,"2009-01",2.94328601571429,6005.783,0.213622,6005.569,"ETH","Ethiopia",871202.4,145.0658,4.362222,33169.4,14.07,64649,53802,11120
353,"Tigray","East Tigray",2009,8,"2009-08",142.605497417143,6005.783,0.213622,6005.569,"ETH","Ethiopia",883448.1,147.1048,4.23604933333333,33169.4,14.07,64649,53802,11120
354,"Tigray","East Tigray",2009,12,"2009-12",8.464037207,6005.783,0.213622,6005.569,"ETH","Ethiopia",890445.6,148.27,4,33169.4,14.07,64649,53802,11120
355,"Tigray","East Tigray",2009,11,"2009-11",10.8908952127143,6005.783,0.213622,6005.569,"ETH","Ethiopia",888696.2,147.9787,3.75,33169.4,14.07,64649,53802,11120
356,"Tigray","Central Tigray",2009,11,"2009-11",5.0587963872,10481.93,0,10481.93,"ETH","Ethiopia",1465768,139.8377,4.76,296976.8,14.64,64649,53802,11120
357,"Tigray","Central Tigray",2009,12,"2009-12",3.6284921839,10481.93,0,10481.93,"ETH","Ethiopia",1468654,140.1129,4.76,296976.8,14.64,64649,53802,11120
358,"Tigray","Central Tigray",2009,10,"2009-10",13.853919273,10481.93,0,10481.93,"ETH","Ethiopia",1462883,139.5624,5.45,296976.8,14.64,64649,53802,11120
359,"Tigray","Central Tigray",2009,4,"2009-04",11.0735631991,10481.93,0,10481.93,"ETH","Ethiopia",1445571,137.9108,4.88703733333333,296976.8,14.64,64649,53802,11120
360,"Tigray","Central Tigray",2009,7,"2009-07",294.19650273,10481.93,0,10481.93,"ETH","Ethiopia",1454227,138.7366,5.16851866666667,296976.8,14.64,64649,53802,11120
361,"Tigray","East Tigray",2009,7,"2009-07",134.835653164286,6005.783,0.213622,6005.569,"ETH","Ethiopia",881698.7,146.8135,4.254074,33169.4,14.07,64649,53802,11120
362,"Tigray","East Tigray",2009,3,"2009-03",25.8345239757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",874701.2,145.6484,4.32617266666667,33169.4,14.07,64649,53802,11120
363,"Tigray","East Tigray",2010,3,"2010-03",27.58765774,6005.783,0.213622,6005.569,"ETH","Ethiopia",895912.1,149.1802,4.09479166666667,50994.17,14.69,62857,55288,14496
364,"Tigray","East Tigray",2010,10,"2010-10",5.86016015585714,6005.783,0.213622,6005.569,"ETH","Ethiopia",908922.1,151.3466,4.5184375,50994.17,14.69,62857,55288,14496
365,"Tigray","East Tigray",2010,7,"2010-07",144.053412624286,6005.783,0.213622,6005.569,"ETH","Ethiopia",903346.4,150.4181,4.336875,50994.17,14.69,62857,55288,14496
366,"Tigray","East Tigray",2010,12,"2010-12",13.1279245822857,6005.783,0.213622,6005.569,"ETH","Ethiopia",912639.2,151.9655,4.63947916666667,50994.17,14.69,62857,55288,14496
367,"Tigray","East Tigray",2010,4,"2010-04",59.9347814157143,6005.783,0.213622,6005.569,"ETH","Ethiopia",897770.7,149.4897,4.1553125,50994.17,14.69,62857,55288,14496
368,"Tigray","Central Tigray",2010,9,"2010-09",94.924135372,10481.93,0,10481.93,"ETH","Ethiopia",1496063,142.7278,3.565873,322304.9,14.97,62857,55288,14496
369,"Tigray","Central Tigray",2010,6,"2010-06",75.498167559,10481.93,0,10481.93,"ETH","Ethiopia",1486866,141.8505,3.763492,322304.9,14.97,62857,55288,14496
370,"Tigray","East Tigray",2010,8,"2010-08",238.705869271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",905205,150.7276,4.39739583333333,50994.17,14.69,62857,55288,14496
371,"Tigray","East Tigray",2010,5,"2010-05",41.9941054,6005.783,0.213622,6005.569,"ETH","Ethiopia",899629.3,149.7992,4.21583333333333,50994.17,14.69,62857,55288,14496
372,"Tigray","Central Tigray",2010,3,"2010-03",34.406680401,10481.93,0,10481.93,"ETH","Ethiopia",1477670,140.9731,3.961111,322304.9,14.97,62857,55288,14496
373,"Tigray","Central Tigray",2010,4,"2010-04",41.348640121,10481.93,0,10481.93,"ETH","Ethiopia",1480736,141.2656,3.895238,322304.9,14.97,62857,55288,14496
374,"Tigray","East Tigray",2010,9,"2010-09",54.0559639671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",907063.5,151.0371,4.45791666666667,50994.17,14.69,62857,55288,14496
375,"Tigray","East Tigray",2010,11,"2010-11",7.84403598328571,6005.783,0.213622,6005.569,"ETH","Ethiopia",910780.7,151.656,4.57895833333333,50994.17,14.69,62857,55288,14496
376,"Tigray","Central Tigray",2010,8,"2010-08",301.35587238,10481.93,0,10481.93,"ETH","Ethiopia",1492998,142.4354,3.631746,322304.9,14.97,62857,55288,14496
377,"Tigray","East Tigray",2010,1,"2010-01",21.8535147118571,6005.783,0.213622,6005.569,"ETH","Ethiopia",892195,148.5613,3.97375,50994.17,14.69,62857,55288,14496
378,"Tigray","East Tigray",2010,6,"2010-06",15.6805726914286,6005.783,0.213622,6005.569,"ETH","Ethiopia",901487.8,150.1087,4.27635416666667,50994.17,14.69,62857,55288,14496
379,"Tigray","East Tigray",2010,2,"2010-02",5.27951621757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",894053.6,148.8708,4.03427083333333,50994.17,14.69,62857,55288,14496
380,"Tigray","Central Tigray",2010,5,"2010-05",38.839276534,10481.93,0,10481.93,"ETH","Ethiopia",1483801,141.558,3.829365,322304.9,14.97,62857,55288,14496
381,"Tigray","Central Tigray",2010,1,"2010-01",19.708869477,10481.93,0,10481.93,"ETH","Ethiopia",1471539,140.3882,4.092857,322304.9,14.97,62857,55288,14496
382,"Tigray","Central Tigray",2010,7,"2010-07",206.4488615,10481.93,0,10481.93,"ETH","Ethiopia",1489932,142.1429,3.697619,322304.9,14.97,62857,55288,14496
383,"Tigray","Central Tigray",2010,12,"2010-12",4.3471144793,10481.93,0,10481.93,"ETH","Ethiopia",1505260,143.6052,3.86,322304.9,14.97,62857,55288,14496
384,"Tigray","Central Tigray",2010,10,"2010-10",8.075000507,10481.93,0,10481.93,"ETH","Ethiopia",1499128,143.0203,3.5,322304.9,14.97,62857,55288,14496
385,"Tigray","Central Tigray",2010,2,"2010-02",5.1868261752,10481.93,0,10481.93,"ETH","Ethiopia",1474604,140.6807,4.026984,322304.9,14.97,62857,55288,14496
386,"Tigray","Central Tigray",2010,11,"2010-11",8.3818289312,10481.93,0,10481.93,"ETH","Ethiopia",1502194,143.3127,3,322304.9,14.97,62857,55288,14496
387,"Tigray","Central Tigray",2012,1,"2012-01",6.3689806685,10481.93,0,10481.93,"ETH","Ethiopia",1545111,147.4071,6.983333,493368.4,22.76,69026,61502,31341
388,"Tigray","Central Tigray",2012,2,"2012-02",4.9866579223,10481.93,0,10481.93,"ETH","Ethiopia",1548176,147.6996,6.94296266666667,493368.4,22.76,69026,61502,31341
389,"Tigray","Central Tigray",2012,4,"2012-04",78.365931657,10481.93,0,10481.93,"ETH","Ethiopia",1554308,148.2845,6.862222,493368.4,22.76,69026,61502,31341
390,"Tigray","Central Tigray",2012,5,"2012-05",36.478409192,10481.93,0,10481.93,"ETH","Ethiopia",1557373,148.5769,6.82185166666667,493368.4,22.76,69026,61502,31341
391,"Tigray","Central Tigray",2012,6,"2012-06",70.832628594,10481.93,0,10481.93,"ETH","Ethiopia",1560438,148.8694,6.78148133333333,493368.4,22.76,69026,61502,31341
392,"Tigray","Central Tigray",2012,9,"2012-09",81.437088034,10481.93,0,10481.93,"ETH","Ethiopia",1569635,149.7468,6.66037033333333,493368.4,22.76,69026,61502,31341
393,"Tigray","Central Tigray",2012,7,"2012-07",229.49735174,10481.93,0,10481.93,"ETH","Ethiopia",1563504,149.1618,6.741111,493368.4,22.76,69026,61502,31341
394,"Tigray","Central Tigray",2012,8,"2012-08",309.47052644,10481.93,0,10481.93,"ETH","Ethiopia",1566570,149.4543,6.70074066666667,493368.4,22.76,69026,61502,31341
395,"Tigray","Central Tigray",2012,10,"2012-10",31.968086059,10481.93,0,10481.93,"ETH","Ethiopia",1572700,150.0392,6.62,493368.4,22.76,69026,61502,31341
396,"Tigray","Central Tigray",2012,11,"2012-11",28.828364178,10481.93,0,10481.93,"ETH","Ethiopia",1575766,150.3317,6.5,493368.4,22.76,69026,61502,31341
397,"Tigray","Central Tigray",2012,3,"2012-03",6.9039374856,10481.93,0,10481.93,"ETH","Ethiopia",1551242,147.992,6.90259233333333,493368.4,22.76,69026,61502,31341
398,"Tigray","Central Tigray",2012,12,"2012-12",2.6809883604,10481.93,0,10481.93,"ETH","Ethiopia",1578832,150.6241,6.45,493368.4,22.76,69026,61502,31341
399,"Tigray","East Tigray",2012,3,"2012-03",25.8930678671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",940517.7,156.6076,6.63472222222222,77976.61,20.61,69026,61502,31341
400,"Tigray","East Tigray",2012,4,"2012-04",134.298555095714,6005.783,0.213622,6005.569,"ETH","Ethiopia",942376.3,156.9171,6.65833333333333,77976.61,20.61,69026,61502,31341
401,"Tigray","East Tigray",2012,11,"2012-11",22.7792164142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",955386.3,159.0834,6.8,77976.61,20.61,69026,61502,31341
402,"Tigray","East Tigray",2012,6,"2012-06",29.4476196985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",946093.4,157.536,6.70555555555556,77976.61,20.61,69026,61502,31341
403,"Tigray","East Tigray",2012,9,"2012-09",22.90234596,6005.783,0.213622,6005.569,"ETH","Ethiopia",951669.1,158.4644,6.77638888888889,77976.61,20.61,69026,61502,31341
404,"Tigray","East Tigray",2012,10,"2012-10",21.5857758405714,6005.783,0.213622,6005.569,"ETH","Ethiopia",953527.7,158.7739,6.8,77976.61,20.61,69026,61502,31341
405,"Tigray","East Tigray",2012,8,"2012-08",189.531553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",949810.6,158.155,6.75277777777778,77976.61,20.61,69026,61502,31341
406,"Tigray","East Tigray",2012,12,"2012-12",4.15280446457143,6005.783,0.213622,6005.569,"ETH","Ethiopia",957244.8,159.3929,6.6,77976.61,20.61,69026,61502,31341
407,"Tigray","East Tigray",2012,1,"2012-01",5.142362042,6005.783,0.213622,6005.569,"ETH","Ethiopia",936800.6,155.9887,6.5875,77976.61,20.61,69026,61502,31341
408,"Tigray","East Tigray",2012,7,"2012-07",152.233047254286,6005.783,0.213622,6005.569,"ETH","Ethiopia",947952,157.8455,6.72916666666667,77976.61,20.61,69026,61502,31341
409,"Tigray","East Tigray",2012,5,"2012-05",52.43061959,6005.783,0.213622,6005.569,"ETH","Ethiopia",944234.9,157.2266,6.68194444444444,77976.61,20.61,69026,61502,31341
410,"Tigray","East Tigray",2012,2,"2012-02",5.48688521985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",938659.2,156.2981,6.61111111111111,77976.61,20.61,69026,61502,31341
