"d3mIndex","gid","year","bdist1","capdist","droughtend_speibase","droughtend_speigdm","droughtend_spi","droughtstart_speibase","droughtstart_speigdm","droughtstart_spi","droughtyr_speibase","droughtyr_speigdm","droughtyr_spi","excluded","gwno","nlights_calib_mean","prec_gpcc","prec_gpcp","temp","cmr_mean","civconf"
3681,144445,2001,59.43701,412.2133,0.8666189,0.1036405,-0.504295,0.7069598,-0.2685073,-1.44122,0,0,0,1,530,0.02109117,160.615,497.5367,27.18583,50.7,1
3682,144445,2002,59.43701,412.2133,0.1001108,-0.3922369,0.418509,-0.3651743,-1.362118,-1.02868,0,0.1666667,0.08333334,1,530,0.03279205,136.2975,384.3776,27.72333,50.7,1
3683,144445,2003,59.43701,412.2133,-0.8206764,-1.077374,-1.60664,1.011421,-0.03464244,0.165801,0,0.08333334,0,1,530,0.03547943,142.2925,492.789,27.8875,50.7,1
3684,144445,2004,59.43701,412.2133,0.4554734,-0.2283392,0.679604,-0.2814607,-1.303408,-0.0455996,0,0.08333334,0.08333334,1,530,0.03646969,158.1875,470.3088,27.39167,50.7,1
3685,144445,2005,59.43701,412.2133,-0.225791,-1.256465,-1.69392,0.3346249,-0.2444971,-1.33426,0,0.08333334,0.08333334,1,530,0.032026,127.93,509.5947,27.8075,50.7,1
3686,144445,2006,59.43701,412.2133,0.2958567,0.2466652,1.19392,0.3697311,-0.5943443,1.23139,0,0.08333334,0,1,530,0.03368577,185.275,571.8766,27.46417,50.7,1
3687,144445,2007,59.43701,412.2133,0.422151,0.182577,-1.14393,0.920077,0.996341,-0.951824,0,0.08333334,0,1,530,0.04198303,161.5925,471.1086,27.26834,50.7,1
3688,144445,2008,59.43701,412.2133,-0.249851,-1.231311,0.0704213,0.2276157,-0.4725375,-1.27649,0,0.08333334,0,1,530,0.04069072,128.385,431.8003,26.80833,50.7,1
3689,144446,2001,9.271044,464.4291,0.8394043,-0.506592,-0.311165,0.7915061,-0.5756509,-1.30558,0,0,0.08333334,1,530,0.02109117,130.34,271.6905,26.87083,41.79792,1
3690,144446,2002,9.271044,464.4291,0.1652419,-0.4836954,0.167255,-0.2421601,-1.003815,-0.0977511,0,0.08333334,0,1,530,0.03279205,126.415,229.3464,27.30584,41.79792,1
3691,144446,2003,9.271044,464.4291,-0.6075528,-1.027697,-1.3736,1.046025,-1.167864,0.928301,0,0.08333334,0,1,530,0.03547943,113.1725,243.1131,27.53833,41.79792,1
3692,144446,2004,9.271044,464.4291,0.5014825,-0.3456751,0.999753,-0.1234016,-1.276263,2.04987,0,0.08333334,0.08333334,1,530,0.03646969,181.19,313.5427,26.9975,41.79792,1
3693,144446,2005,9.271044,464.4291,-0.07914994,-1.34994,-1.61718,0.4395074,-0.4181678,-1.51182,0,0.1666667,0.1666667,1,530,0.032026,128.075,264.6106,27.43917,41.79792,1
3694,144446,2006,9.271044,464.4291,0.3311478,0.2628673,1.72328,0.4650792,-0.7396223,-0.787586,0,0.08333334,0.08333334,1,530,0.03368577,179.1475,365.6687,27.0425,41.79792,1
3695,144446,2007,9.271044,464.4291,0.523015,0.08328622,-1.34245,0.9645336,0.8039521,-1.05565,0,0.08333334,0.08333334,1,530,0.04198303,129.26,216.93,26.79,41.79792,1
3696,144446,2008,9.271044,464.4291,-0.1783044,-1.238084,-0.343809,0.3425818,-0.5447693,-0.738933,0,0.08333334,0,1,530,0.04069072,125.2,214.1962,26.31833,41.79792,1
3697,145150,2001,1.411631,472.9834,0.1873333,2.102615,-0.287354,-0.2716137,1.380821,-0.863807,0,0,0,1,530,0.02109117,362.4125,965.1913,25.3425,43.75,1
3698,145150,2002,1.411631,472.9834,-0.6285475,-0.6066796,-0.777835,-1.021166,-0.4242352,-1.87396,0,0.08333334,0.08333334,1,530,0.03279205,195.155,782.2756,25.76833,43.75,1
3699,145150,2003,1.411631,472.9834,0.413432,-0.3407261,-1.16891,-0.9641414,-1.286235,-1.75647,0,0,0.08333334,1,530,0.03547943,191.7425,848.3663,25.98916,43.75,1
3700,145150,2004,1.411631,472.9834,-1.053484,-0.159216,-0.957604,-0.4210417,-1.229491,0.622753,0,0,0,1,530,0.03646969,225.135,833.174,25.99083,43.75,1
3701,145150,2005,1.411631,472.9834,-0.07594383,-0.05727158,-0.727966,-0.2353939,0.1339962,0.840477,0.08333334,0.08333334,0,1,530,0.032026,247.7075,861.4429,26.2,43.75,1
3702,145150,2006,1.411631,472.9834,-0.8258803,-1.074957,1.07007,0.1213354,0.00132843,-1.16312,0.08333334,0,0.08333334,1,530,0.03368577,228.0375,908.3853,24.93167,43.75,1
3703,145150,2007,1.411631,472.9834,0.02568031,0.2623812,-0.965318,0.0385405,0.04008618,-0.594534,0,0,0.08333334,1,530,0.04198303,262.78,1025.965,25.92083,43.75,1
3704,145150,2008,1.411631,472.9834,-0.6223601,-0.3644922,-1.0717,1.639043,1.963098,-0.204295,0.08333334,0,0,1,530,0.04069072,289.36,988.0798,26.14834,43.75,1
3705,145151,2001,32.60168,423.3339,0.1965119,1.270751,-0.228184,-0.01007099,1.35863,0.315576,0,0,0,1,530,0.02109117,417.51,1451.09,23.83583,42.9,1
3706,145151,2002,32.60168,423.3339,-0.3428437,-0.5514435,-1.45317,-0.4507648,-0.1190925,-2.08859,0.08333334,0.08333334,0.1666667,1,530,0.03279205,286.4375,1325.676,24.3775,42.9,1
3707,145151,2003,32.60168,423.3339,0.2755213,-0.2255132,-1.15085,-0.3444572,-0.05728447,-0.721948,0,0.08333334,0.08333334,1,530,0.03547943,288.995,1397.804,24.62416,42.9,1
3708,145151,2004,32.60168,423.3339,-0.6768426,0.1532216,-1.33138,-0.04434022,-0.8002406,0.324442,0,0,0.08333334,1,530,0.03646969,322.325,1406.186,24.62083,42.9,1
3709,145151,2005,32.60168,423.3339,0.08248464,0.06526969,-2.3543,0.04616752,-0.02614922,0.219453,0.08333334,0.08333334,0.08333334,1,530,0.032026,345.485,1434.479,24.78583,42.9,1
3710,145151,2006,32.60168,423.3339,-0.3552956,-1.06731,1.46726,0.1761697,0.1466229,-1.10917,0.08333334,0,0,1,530,0.03368577,324.5875,1626.958,23.66333,42.9,1
3711,145151,2007,32.60168,423.3339,0.09309364,0.3782651,-1.4505,0.1245972,0.007531409,-0.508757,0,0,0,1,530,0.04198303,355.39,1445.86,24.53167,42.9,1
3712,145151,2008,32.60168,423.3339,-0.3151259,-0.2389439,-0.724937,1.15722,1.966508,-0.163019,0.08333334,0,0.08333334,1,530,0.04241738,388.21,1641.091,24.72166,42.9,1
3713,145152,2001,85.66304,375.1312,0.1696605,-0.9326983,-0.228184,0.1116294,1.203391,0.315576,0,0,0,1,530,0.02109117,407.46,1451.09,22.21,42.9,1
3714,145152,2002,85.66304,375.1312,-0.2749928,-0.7231573,-1.45317,-0.2023248,0.05657257,-2.08859,0.08333334,0.08333334,0.1666667,1,530,0.0328955,350.4975,1325.676,22.93417,42.9,1
3715,145152,2003,85.66304,375.1312,0.1622857,-0.04009189,-1.15085,0.1194836,1.472145,-0.721948,0,0.08333334,0.08333334,1,530,0.03547943,387.365,1397.804,23.19417,42.9,1
3716,145152,2004,85.66304,375.1312,-0.5056343,0.3270165,-1.33138,0.08587016,0.3416717,0.324442,0,0,0.08333334,1,530,0.03646969,407.3375,1406.186,23.1575,42.9,1
3717,145152,2005,85.66304,375.1312,0.135082,0.1146237,-2.3543,0.1273043,-0.05788271,0.219453,0,0,0.08333334,1,530,0.032026,432.9175,1434.479,23.27167,42.9,1
3718,145152,2006,85.66304,375.1312,-0.1414491,-0.323777,1.46726,0.1460669,0.7118688,-1.10917,0.1666667,0,0,1,530,0.03368577,428.6275,1626.958,22.51999,42.9,1
3719,145152,2007,85.66304,375.1312,0.113275,0.3012118,-1.4505,0.2130241,0.0368598,-0.508757,0,0,0,1,530,0.04198303,425.85,1445.86,23.05417,42.9,1
3720,145152,2008,85.66304,375.1312,-0.196192,-0.1017298,-0.724937,0.9034781,1.695995,-0.163019,0.08333334,0,0.08333334,1,530,0.04069072,468.3,1641.091,23.15417,42.9,1
3721,145153,2001,139.975,329.012,0.1040723,-1.363515,-0.228184,0.09613205,1.211351,0.315576,0.08333334,0,0,1,530,0.02112951,419.9025,1451.09,20.47167,45.76667,1
3722,145153,2002,139.975,329.012,-0.4112041,-0.9830841,-1.45317,-0.2695541,0.006552526,-2.08859,0.08333334,0.08333334,0.1666667,1,530,0.03279205,371.7725,1325.676,21.33417,45.76667,1
3723,145153,2003,139.975,329.012,0.0358732,-0.1302193,-1.15085,0.3525835,1.694107,-0.721948,0,0.08333334,0.08333334,1,530,0.03547943,406.3775,1397.804,21.57916,45.76667,1
3724,145153,2004,139.975,329.012,-0.7143674,0.2432168,-1.33138,0.001837177,0.5593482,0.324442,0,0,0.08333334,1,530,0.03646969,424.9025,1406.186,21.46833,45.76667,1
3725,145153,2005,139.975,329.012,0.1705841,0.07393432,-2.3543,0.05179265,-0.1854585,0.219453,0.08333334,0,0.08333334,1,530,0.032026,450.105,1434.479,21.45584,45.76667,1
3726,145153,2006,139.975,329.012,-0.1200251,0.005458524,1.46726,-0.03247971,1.386223,-1.10917,0.1666667,0.08333334,0,1,530,0.03370544,480.9425,1626.958,21.18583,45.76667,1
3727,145153,2007,139.975,329.012,0.1102349,0.1250598,-1.4505,0.1976732,0.1124886,-0.508757,0,0,0,1,530,0.04202246,430.705,1445.86,21.10584,45.76667,1
3728,145153,2008,139.975,329.012,-0.2772825,-0.1323995,-0.724937,0.8715022,1.5913,-0.163019,0.08333334,0,0.08333334,1,530,0.04069072,466.285,1641.091,20.98,45.76667,1
3729,145154,2001,194.4921,285.9861,-0.08331659,-1.045814,-0.228184,0.1183275,0.5233012,0.315576,0.08333334,0,0,0,530,0.02125411,346.55,1451.09,18.65583,51.5,1
3730,145154,2002,194.4921,285.9861,-0.6106383,-0.9090126,-1.45317,-0.2568581,-0.008953341,-2.08859,0.08333334,0.08333334,0.1666667,0,530,0.03279205,333.1125,1325.676,19.70667,51.5,1
3731,145154,2003,194.4921,285.9861,-0.1637549,-0.2200955,-1.15085,0.6720908,1.316801,-0.721948,0,0.08333334,0.08333334,0,530,0.03547943,322.4475,1397.804,19.86333,51.5,1
3732,145154,2004,194.4921,285.9861,-0.9979219,0.1810382,-1.33138,-0.1657322,0.3260701,0.324442,0.08333334,0,0.08333334,0,530,0.03655241,348.87,1406.186,19.62583,51.5,1
3733,145154,2005,194.4921,285.9861,0.2234809,-0.09991089,-2.3543,-0.01969512,-0.2153437,0.219453,0,0,0.08333334,0,530,0.032026,364.335,1434.479,19.60584,51.5,1
3734,145154,2006,194.4921,285.9861,-0.07083202,-0.03719664,1.46726,-0.2914204,1.994939,-1.10917,0.1666667,0.08333334,0,0,530,0.03402018,409.675,1626.958,19.50583,51.5,1
3735,145154,2007,194.4921,285.9861,0.1288387,-0.2385836,-1.4505,0.1767031,0.2687302,-0.508757,0,0,0,0,530,0.04235358,356.8625,1445.86,19.3075,51.5,1
3736,145154,2008,194.4921,285.9861,-0.3498221,-0.2914202,-0.724937,0.8159442,1.491044,-0.163019,0.08333334,0,0.08333334,0,530,0.04110735,376.325,1641.091,19.13166,51.5,1
3737,145155,2001,249.042,247.6712,-0.5577581,-0.0008142508,-0.228184,0.1288178,-0.2856361,0.315576,0.08333334,0,0,0,530,0.02123015,282.23,1451.09,17.49583,51.5,1
3738,145155,2002,249.042,247.6712,-1.01872,-0.6505454,-1.45317,-0.2180616,0.1243795,-2.08859,0.08333334,0,0.1666667,0,530,0.03301137,286.4925,1325.676,18.49917,51.5,1
3739,145155,2003,249.042,247.6712,-0.4888978,-0.004810131,-1.15085,1.038726,0.5125428,-0.721948,0.08333334,0.08333334,0.08333334,0,530,0.03600259,240.455,1397.804,18.55667,51.5,1
3740,145155,2004,249.042,247.6712,-1.151908,-0.1503757,-1.33138,-0.427903,0.2263556,0.324442,0.08333334,0,0.08333334,0,530,0.03752948,262.6625,1406.186,18.27917,51.5,1
3741,145155,2005,249.042,247.6712,0.2718265,-0.1954336,-2.3543,0.1098001,0.004240562,0.219453,0,0,0.08333334,0,530,0.03237503,277.265,1434.479,18.17833,51.5,1
3742,145155,2006,249.042,247.6712,0.09450439,-0.03466465,1.46726,-0.426197,2.151838,-1.10917,0.08333334,0.08333334,0,0,530,0.03411361,332.235,1626.958,18.37417,51.5,1
3743,145155,2007,249.042,247.6712,0.2908884,-0.5134609,-1.4505,0.1477073,0.4646882,-0.508757,0,0,0,0,530,0.0424679,280.1,1445.86,17.99,51.5,1
3744,145155,2008,249.042,247.6712,-0.06409021,-0.4757601,-0.724937,0.7495582,1.150875,-0.163019,0.08333334,0,0.08333334,0,530,0.04100427,287.09,1641.091,17.725,51.5,1
3745,145156,2001,279.1831,216.582,-0.7976614,0.9060557,-0.763037,0.2202689,0.4272735,-0.32657,0.08333334,0,0,0,530,0.02125411,333.06,1084.017,16.80833,51.5,1
3746,145156,2002,279.1831,216.582,-1.026545,-0.1776306,-1.24852,-0.004322087,0.1397424,-1.88773,0.08333334,0,0.25,0,530,0.03279205,294.3275,918.8896,17.85917,51.5,1
3747,145156,2003,279.1831,216.582,-0.4114163,0.8809398,-1.05526,0.9940811,0.1674227,-0.85834,0.08333334,0.08333334,0.08333334,0,530,0.03547943,282.175,1031.638,17.91083,51.5,1
3748,145156,2004,279.1831,216.582,-0.7834929,-0.5955498,-0.956416,-0.4262759,0.6491534,-0.0747763,0.08333334,0.08333334,0.08333334,0,530,0.03646969,281.0625,899.4739,17.61083,51.5,1
3749,145156,2005,279.1831,216.582,0.3406831,0.0361788,-1.36929,0.4093609,0.1913899,-0.924626,0,0,0.08333334,0,530,0.032026,295.7925,966.9471,17.4975,51.5,1
3750,145156,2006,279.1831,216.582,0.4007899,0.1338108,1.02408,-0.2754404,2.047097,-1.10773,0,0.08333334,0,0,530,0.03368577,354.9475,1094.798,17.78833,51.5,1
3751,145156,2007,279.1831,216.582,0.5138045,-0.4275307,-1.13095,0.6122981,0.5004536,-0.576778,0,0,0,0,530,0.04198303,307.8275,980.0176,17.39,51.5,1
3752,145156,2008,279.1831,216.582,0.4813381,-0.464709,-0.363506,0.6070536,0.7448826,-0.481722,0.08333334,0,0.08333334,0,530,0.04069072,306.4525,893.3122,17.10083,51.5,1
3753,145157,2001,316.2477,196.1845,-0.06401373,0.849225,-0.763037,0.3475912,0.820125,-0.32657,0,0,0,0,530,0.02109117,327.0225,1084.017,16.46083,51.5,1
3754,145157,2002,316.2477,196.1845,-0.4975717,-0.3270697,-1.24852,0.2503138,0.124419,-1.88773,0.08333334,0,0.25,0,530,0.03279205,283.3625,918.8896,17.53166,51.5,1
3755,145157,2003,316.2477,196.1845,-0.03207916,0.9733486,-1.05526,0.933541,-0.05103005,-0.85834,0,0.08333334,0.08333334,0,530,0.03547943,284.79,1031.638,17.5075,51.5,1
3756,145157,2004,316.2477,196.1845,-0.1240678,-1.039639,-0.956416,-0.01657745,0.7930842,-0.0747763,0.08333334,0.08333334,0.08333334,0,530,0.03646969,266.0375,899.4739,17.22333,51.5,1
3757,145157,2005,316.2477,196.1845,0.2983246,0.1975988,-1.36929,0.5631448,0.2609243,-0.924626,0,0,0.08333334,0,530,0.032026,289.4625,966.9471,17.23,51.5,1
3758,145157,2006,316.2477,196.1845,0.4330734,0.291633,1.02408,0.07998914,1.582877,-1.10773,0,0.08333334,0,0,530,0.03392674,348.085,1094.798,17.37,51.5,1
3759,145157,2007,316.2477,196.1845,0.4024704,-0.3808063,-1.13095,0.7820999,0.5223309,-0.576778,0,0,0,0,530,0.04198303,307.3825,980.0176,17.1125,51.5,1
3760,145157,2008,316.2477,196.1845,0.4730828,-0.5964584,-0.363506,0.5119931,0.4244633,-0.481722,0.08333334,0,0.08333334,0,530,0.04069072,296.1175,893.3122,16.84667,51.5,1
3761,145158,2001,333.56,189.9548,0.0530084,0.09846408,-0.763037,0.4405435,1.047502,-0.32657,0,0,0,0,530,0.02109117,275.93,1084.017,16.3425,51.5,1
3762,145158,2002,333.56,189.9548,-0.1899229,-0.9050683,-1.24852,0.3403651,-0.4161935,-1.88773,0.08333334,0,0.25,0,530,0.03279205,249.85,918.8896,17.38833,51.5,1
3763,145158,2003,333.56,189.9548,0.15981,-0.1352814,-1.05526,1.043436,0.361736,-0.85834,0,0.08333334,0.08333334,0,530,0.03547943,267.9525,1031.638,17.32583,51.5,1
3764,145158,2004,333.56,189.9548,0.005687195,-1.410632,-0.956416,0.1760154,0.9902931,-0.0747763,0,0.08333334,0.08333334,0,530,0.03646969,233.3475,899.4739,17.03417,51.5,1
3765,145158,2005,333.56,189.9548,0.3164217,0.2213358,-1.36929,0.3862262,0.4047276,-0.924626,0,0,0.08333334,0,530,0.032026,270.7875,966.9471,17.10917,51.5,1
3766,145158,2006,333.56,189.9548,0.4338154,0.6340094,1.02408,0.06660942,0.4790221,-1.10773,0,0,0,0,530,0.03368577,318.41,1094.798,17.23666,51.5,1
3767,145158,2007,333.56,189.9548,0.2498551,-0.6163141,-1.13095,0.651337,0.6927572,-0.576778,0,0,0,0,530,0.04198303,276.63,980.0176,17.045,51.5,1
3768,145158,2008,333.56,189.9548,0.2677139,-0.7249611,-0.363506,0.3974752,0.3735959,-0.481722,0.08333334,0.08333334,0.08333334,0,530,0.04069072,257.9575,893.3122,16.76917,51.5,1
3769,145159,2001,279.1344,199.2263,-0.3219171,-0.9221093,-0.220204,0.4271545,1.188195,-0.556845,0,0,0,0,530,0.02130204,259.7425,1084.017,16.15,51.5,1
3770,145159,2002,279.1344,199.2263,-0.4867419,-0.9568364,-0.158159,-0.1551626,-0.4117627,-1.99007,0.08333334,0,0.25,0,530,0.03279205,231.4125,918.8896,17.16083,51.5,1
3771,145159,2003,279.1344,199.2263,0.1076923,-0.3978279,-1.90266,0.3511775,-0.2841344,-0.565051,0,0,0.08333334,0,530,0.03567563,257.325,1031.638,17.08584,51.5,1
3772,145159,2004,279.1344,199.2263,0.232913,-1.08644,-0.28129,-0.07687862,-0.7427543,-1.05088,0,0.08333334,0.08333334,0,530,0.03673854,223.065,899.4739,16.77417,51.5,1
3773,145159,2005,279.1344,199.2263,0.1692855,-0.3479961,-3.09023,0.932732,0.7321164,-0.346403,0,0,0.08333334,0,530,0.032026,248.0425,966.9471,16.92,51.5,1
3774,145159,2006,279.1344,199.2263,0.5958928,0.492245,0.674116,1.146399,0.9215814,1.40713,0,0,0,0,530,0.03388248,283.8375,1094.798,17.0425,51.5,1
3775,145159,2007,279.1344,199.2263,-0.3073082,-1.629092,-1.2052,0.7235352,0.4073147,-0.565404,0,0,0,0,530,0.04216042,236.63,980.0176,16.9275,51.5,1
3776,145159,2008,279.1344,199.2263,-0.03808571,-1.145233,-0.230419,0.5586993,0.06618387,-1.41324,0.08333334,0.1666667,0.08333334,0,530,0.04069072,215.54,893.3122,16.61416,51.5,1
3777,145160,2001,224.825,222.066,-0.6149826,-0.6621522,-0.220204,0.3489783,1.364396,-0.556845,0,0,0,0,530,0.02177168,260.9125,1084.017,18.44417,51.5,1
3778,145160,2002,224.825,222.066,-0.7825693,-0.6252905,-0.158159,-0.3034087,-0.2443529,-1.99007,0.08333334,0,0.25,0,530,0.03515041,237.8525,918.8896,19.365,51.5,1
3779,145160,2003,224.825,222.066,-0.06307747,0.07017977,-1.90266,0.6737288,-0.3328205,-0.565051,0,0,0.08333334,0,530,0.03789802,257.365,1031.638,19.315,51.5,1
3780,145160,2004,224.825,222.066,0.1012475,-0.6775023,-0.28129,-0.1701382,-0.525409,-1.05088,0,0,0.08333334,0,530,0.03742093,230.675,899.4739,19.00583,51.5,1
3781,145160,2005,224.825,222.066,-0.08862383,-0.345844,-3.09023,1.173799,0.785035,-0.346403,0,0,0.08333334,0,530,0.03304234,240.85,966.9471,19.16833,51.5,1
3782,145160,2006,224.825,222.066,0.6757169,0.4743637,0.674116,1.285228,0.8306067,1.40713,0,0,0,0,530,0.03467911,271.5475,1094.798,19.2925,51.5,1
3783,145160,2007,224.825,222.066,-1.064011,-1.552818,-1.2052,0.9237184,0.4247019,-0.565404,0,0,0,0,530,0.04272021,226.3825,980.0176,19.21667,51.5,1
3784,145160,2008,224.825,222.066,-0.6231712,-1.147111,-0.230419,0.5263416,0.00842813,-1.41324,0,0.08333334,0.08333334,0,530,0.04161848,204.7,893.3122,18.8425,51.5,1
3785,145161,2001,170.7428,254.8516,-0.4907021,-0.6319148,-0.504295,0.3281393,1.236754,-1.44122,0,0,0,0,530,0.02109117,241.02,497.5367,21.8275,50.94445,1
3786,145161,2002,170.7428,254.8516,-0.460594,-0.5200005,0.418509,-0.208954,-0.4348623,-1.02868,0.08333334,0,0.08333334,0,530,0.03279205,229.0075,384.3776,22.66083,50.94445,1
3787,145161,2003,170.7428,254.8516,-0.2860092,0.4078243,-1.60664,0.8749966,-0.5434917,0.165801,0,0,0,0,530,0.03547943,234.7425,492.789,22.65,50.94445,1
3788,145161,2004,170.7428,254.8516,0.05009523,-0.4480059,0.679604,-0.2603005,-0.452081,-0.0455996,0,0,0.08333334,0,530,0.03646969,228.9775,470.3088,22.31583,50.94445,1
3789,145161,2005,170.7428,254.8516,-0.09915295,-0.4889693,-1.69392,1.024296,0.7652348,-1.33426,0,0,0.08333334,0,530,0.032026,221.99,509.5947,22.52417,50.94445,1
3790,145161,2006,170.7428,254.8516,0.524222,0.4341961,1.19392,1.040548,0.8196006,1.23139,0,0,0,0,530,0.03368577,254.0225,571.8766,22.59416,50.94445,1
3791,145161,2007,170.7428,254.8516,-0.787063,-1.54475,-1.14393,0.9982325,0.520054,-0.951824,0,0,0,0,530,0.04198303,210.94,471.1086,22.55166,50.94445,1
3792,145161,2008,170.7428,254.8516,-0.6899377,-1.297896,0.0704213,0.4324436,-0.04174349,-1.27649,0.08333334,0.08333334,0,0,530,0.04069072,186.67,431.8003,22.13083,50.94445,1
3793,145162,2001,117.2032,294.2773,-0.2865172,-0.5488259,-0.504295,0.3667599,0.7498172,-1.44122,0,0,0,1,530,0.02109117,137.0325,497.5367,24.655,50.7,1
3794,145162,2002,117.2032,294.2773,-0.2624353,-0.4993873,0.418509,-0.1034498,-0.6831338,-1.02868,0,0,0.08333334,1,530,0.03279205,137.5175,384.3776,25.3725,50.7,1
3795,145162,2003,117.2032,294.2773,-0.4927789,0.4180003,-1.60664,0.9122864,-0.6994703,0.165801,0,0,0,1,530,0.03547943,136.65,492.789,25.39916,50.7,1
3796,145162,2004,117.2032,294.2773,0.1314055,-0.2010384,0.679604,-0.2370815,-0.4901753,-0.0455996,0,0,0.08333334,1,530,0.03646969,148.9,470.3088,25.045,50.7,1
3797,145162,2005,117.2032,294.2773,-0.1562725,-0.6785048,-1.69392,0.7685362,0.6970317,-1.33426,0,0,0.08333334,1,530,0.032026,123.97,509.5947,25.29583,50.7,1
3798,145162,2006,117.2032,294.2773,0.4188994,0.4197862,1.19392,0.7903911,0.7246391,1.23139,0,0.08333334,0,1,530,0.03368577,165.5675,571.8766,25.285,50.7,1
3799,145162,2007,117.2032,294.2773,-0.389939,-1.254812,-1.14393,0.9454416,0.8136777,-0.951824,0,0,0,1,530,0.04198303,130.125,471.1086,25.22,50.7,1
3800,145162,2008,117.2032,294.2773,-0.4781743,-1.422191,0.0704213,0.3576079,-0.0580125,-1.27649,0,0.08333334,0,1,530,0.04069072,103.56,431.8003,24.7825,50.7,1
3801,145163,2001,65.54971,338.0277,0.2148455,-0.339894,-0.504295,0.5238711,0.1649056,-1.44122,0,0,0,1,530,0.02109117,72.085,497.5367,26.14833,50.7,1
3802,145163,2002,65.54971,338.0277,-0.1170589,-0.4965101,0.418509,-0.05555072,-1.189021,-1.02868,0,0.08333334,0.08333334,1,530,0.03279205,73.85,384.3776,26.7625,50.7,1
3803,145163,2003,65.54971,338.0277,-0.6085147,0.08972248,-1.60664,0.9390637,-0.5358074,0.165801,0,0.08333334,0,1,530,0.03547943,82.5675,492.789,26.84083,50.7,1
3804,145163,2004,65.54971,338.0277,0.2005537,0.06029846,0.679604,-0.1461156,-1.004533,-0.0455996,0,0,0.08333334,1,530,0.03646969,90.0125,470.3088,26.4575,50.7,1
3805,145163,2005,65.54971,338.0277,-0.2121408,-1.02356,-1.69392,0.6082526,0.5427237,-1.33426,0,0.08333334,0.08333334,1,530,0.032026,61.63,509.5947,26.7525,50.7,1
3806,145163,2006,65.54971,338.0277,0.3332324,0.366896,1.19392,0.6304353,0.3318,1.23139,0,0.08333334,0,1,530,0.03368577,111.105,571.8766,26.64667,50.7,1
3807,145163,2007,65.54971,338.0277,-0.06998521,-0.6517297,-1.14393,0.9155958,1.149762,-0.951824,0,0.08333334,0,1,530,0.04198303,92.7525,471.1086,26.54251,50.7,1
3808,145163,2008,65.54971,338.0277,-0.3294871,-1.424232,0.0704213,0.3549849,-0.122704,-1.27649,0,0.08333334,0,1,530,0.04069072,59.8525,431.8003,26.1025,50.7,1
3809,145164,2001,26.45165,384.6297,0.5018974,-0.02698332,-0.504295,0.625396,-0.2152175,-1.44122,0,0.08333334,0,2,530,0.02109117,69.7075,497.5367,26.45,49.79722,1
3810,145164,2002,26.45165,384.6297,0.003338506,-0.587492,0.418509,-0.006964853,-1.677955,-1.02868,0,0.08333334,0.08333334,2,530,0.03279205,55.995,384.3776,26.9925,49.79722,1
3811,145164,2003,26.45165,384.6297,-0.6486773,-0.2672925,-1.60664,0.9605916,-0.08818007,0.165801,0,0.08333334,0,2,530,0.03547943,83.7825,492.789,27.125,49.79722,1
3812,145164,2004,26.45165,384.6297,0.2371654,-0.1455726,0.679604,-0.0707676,-1.434093,-0.0455996,0,0,0.08333334,2,530,0.03646969,71.13,470.3088,26.68333,49.79722,1
3813,145164,2005,26.45165,384.6297,-0.2076469,-1.198727,-1.69392,0.501022,0.1152622,-1.33426,0,0.08333334,0.08333334,2,530,0.032026,56.205,509.5947,27.04917,49.79722,1
3814,145164,2006,26.45165,384.6297,0.2780722,0.4414746,1.19392,0.5241314,-0.2426496,1.23139,0,0.08333334,0,2,530,0.03368577,110.2125,571.8766,26.80667,49.79722,1
3815,145164,2007,26.45165,384.6297,0.1486188,-0.2360823,-1.14393,0.9052737,1.11236,-0.951824,0,0.08333334,0,2,530,0.04198303,86.785,471.1086,26.665,49.79722,1
3816,145164,2008,26.45165,384.6297,-0.2011842,-1.525369,0.0704213,0.363661,-0.2621829,-1.27649,0,0.08333334,0,2,530,0.04069072,57.605,431.8003,26.2225,49.79722,1
3817,145165,2001,28.32479,433.1638,0.6384607,0.04567888,-0.504295,0.7011636,-0.5684723,-1.44122,0,0.08333334,0,1,530,0.02109117,78.5925,497.5367,26.91916,50.24861,1
3818,145165,2002,28.32479,433.1638,0.08277588,-0.6049821,0.418509,0.007480533,-1.809045,-1.02868,0,0.08333334,0.08333334,1,530,0.03279205,59.79,384.3776,27.43917,50.24861,1
3819,145165,2003,28.32479,433.1638,-0.6128436,-0.594945,-1.60664,0.9645671,-0.4068229,0.165801,0,0.08333334,0,1,530,0.03547943,76.46,492.789,27.63167,50.24861,1
3820,145165,2004,28.32479,433.1638,0.3736438,-0.4668481,0.679604,0.007480533,-1.348776,-0.0455996,0,0.08333334,0.08333334,1,530,0.03646969,83.0875,470.3088,27.15167,50.24861,1
3821,145165,2005,28.32479,433.1638,-0.1837202,-1.391669,-1.69392,0.4644027,-0.2509745,-1.33426,0,0.08333334,0.08333334,1,530,0.032026,70.5125,509.5947,27.5525,50.24861,1
3822,145165,2006,28.32479,433.1638,0.2330681,0.6473756,1.19392,0.4890769,-0.4833374,1.23139,0,0.08333334,0,1,530,0.03368577,125.1175,571.8766,27.25833,50.24861,1
3823,145165,2007,28.32479,433.1638,0.3005502,-0.1342538,-1.14393,0.8969324,1.116304,-0.951824,0,0.1666667,0,1,530,0.04198303,70.9925,471.1086,27.07416,50.24861,1
