"d3mIndex","gid","year","bdist1","capdist","droughtend_speibase","droughtend_speigdm","droughtend_spi","droughtstart_speibase","droughtstart_speigdm","droughtstart_spi","droughtyr_speibase","droughtyr_speigdm","droughtyr_spi","excluded","gwno","nlights_calib_mean","prec_gpcc","prec_gpcp","temp","cmr_mean","civconf"
1,123559,2001,40.68724,425.2082,-1.304785,-0.1371462,0.509962,-0.1973514,-0.7973783,-0.0292991,0.08333334,0.08333334,0.08333334,0,501,0.0221215,139.9625,558.4438,25.66083,21.1,0
2,123559,2002,40.68724,425.2082,-0.7504067,-1.12835,-0.538023,-0.6735106,0.2996568,0.175691,0,0,0,0,501,0.03357825,223.315,804.1234,25.98917,21.1,0
3,123559,2003,40.68724,425.2082,0.1957667,-0.8988444,-0.504549,-0.7909576,-0.04961408,-0.577079,0,0.08333334,0.08333334,0,501,0.03610721,112.3175,423.3613,26.15833,21.1,0
4,123559,2004,40.68724,425.2082,-0.8189361,-1.322219,-0.199774,0.2733458,-1.432238,-0.964876,0,0.1666667,0.1666667,0,501,0.03788611,168.525,652.7094,26.06667,21.1,0
5,123559,2005,40.68724,425.2082,-0.5781049,-1.055177,-1.06529,0.2586356,-0.3025199,0.0202176,0,0,0.08333334,0,501,0.03369111,137.2675,404.9626,25.67584,21.1,0
6,123559,2006,40.68724,425.2082,0.2026506,0.9771545,-0.101554,-0.1364256,0.6668564,0.793282,0,0,0,0,501,0.03494464,351,1059.232,26.04083,21.1,0
7,123559,2007,40.68724,425.2082,-1.091769,1.172611,0.314073,0.875688,-0.3991163,0.0260426,0,0.08333334,0.08333334,0,501,0.04311448,232.5725,661.726,25.92583,21.1,0
8,123559,2008,40.68724,425.2082,-0.8461407,-0.3428313,0.544247,0.990119,1.378404,0.915712,0.1666667,0.08333334,0,0,501,0.04158841,169.3375,542.0751,25.85417,21.1,0
9,124279,2001,85.66266,384.2111,-1.233503,0.1201804,0.509962,-0.1824151,-0.246874,-0.0292991,0.08333334,0,0.08333334,0,501,0.02239463,132.165,558.4438,25.8275,21.1,0
10,124279,2002,85.66266,384.2111,-0.4684484,-1.326489,-0.538023,-0.5094515,0.2844,0.175691,0,0.08333334,0,0,501,0.03420302,182.6525,804.1234,26.04416,21.1,0
11,124279,2003,85.66266,384.2111,0.5389164,-1.018217,-0.504549,-0.7920378,-0.1169324,-0.577079,0,0.08333334,0.08333334,0,501,0.03668252,72.9475,423.3613,26.25583,21.1,0
12,124279,2004,85.66266,384.2111,-0.5124083,-0.9812935,-0.199774,0.3641819,-1.560379,-0.964876,0,0.08333334,0.1666667,0,501,0.038098,139.075,652.7094,26.07166,21.1,0
13,124279,2005,85.66266,384.2111,-0.4286727,-1.196544,-1.06529,0.3579644,-0.2919712,0.0202176,0,0,0.08333334,0,501,0.03387469,83.51,404.9626,25.8225,21.1,0
14,124279,2006,85.66266,384.2111,0.2689672,1.033242,-0.101554,0.02802332,0.4912793,0.793282,0,0.08333334,0,0,501,0.03568706,282.0375,1059.232,26.08416,21.1,0
15,124279,2007,85.66266,384.2111,-0.8626356,1.055817,0.314073,0.6562049,-0.5960333,0.0260426,0,0.08333334,0.08333334,0,501,0.04346934,174.42,661.726,26.0525,21.1,0
16,124279,2008,85.66266,384.2111,-0.6104785,-0.2169724,0.544247,1.113435,1.345051,0.915712,0.08333334,0.08333334,0,0,501,0.04191485,114.31,542.0751,25.965,21.1,0
17,124280,2001,117.9904,425.2073,-1.199893,0.4310473,-1.31415,-0.422104,0.1219305,-0.876697,0.08333334,0,0.08333334,0,501,0.041247,200.6275,558.4438,26.36833,21.1,0
18,124280,2002,117.9904,425.2073,-1.234301,-1.599646,1.10482,-0.5036718,-0.1487371,-0.464695,0,0,0,0,501,0.04782254,247.7575,804.1234,26.67834,21.1,0
19,124280,2003,117.9904,425.2073,0.4725639,-0.1721496,-0.300634,-0.8339186,-0.9505453,-1.85959,0,0,0.08333334,0,501,0.05140647,168.1775,423.3613,26.675,21.1,0
20,124280,2004,117.9904,425.2073,-0.8845275,-1.724166,-1.51666,0.1241883,-0.4532684,-0.370951,0,0.08333334,0.1666667,0,501,0.05962364,162.5125,652.7094,26.70166,21.1,0
21,124280,2005,117.9904,425.2073,-0.1015571,-1.248018,-1.34582,-0.4524052,-0.4331976,-0.380446,0,0,0.08333334,0,501,0.05605439,149.2575,404.9626,26.2775,21.1,0
22,124280,2006,117.9904,425.2073,-0.05513382,0.1520683,0.580138,1.053397,1.350018,0.586504,0,0.1666667,0,0,501,0.05735061,378.15,1059.232,26.665,21.1,0
23,124280,2007,117.9904,425.2073,-0.8007702,1.556833,0.508663,-0.2634473,-0.7163648,-1.61954,0,0.08333334,0.08333334,0,501,0.06134622,270.5325,661.726,26.52666,21.1,0
24,124280,2008,117.9904,425.2073,-1.047245,0.5729894,0.357471,-0.1017244,-0.9648965,0.567495,0.1666667,0,0,0,501,0.06002327,193.7675,542.0751,26.525,21.1,0
25,124996,2001,4.445116,240.9742,-1.721046,-0.6091582,0.509962,0.3379305,0.50793,-0.0292991,0.1666667,0,0.08333334,0,501,0.02791761,209.065,558.4438,22.8225,21.48889,0
26,124996,2002,4.445116,240.9742,-0.2275733,-0.5816683,-0.538023,-1.400518,0.4879462,0.175691,0.08333334,0.08333334,0,0,501,0.03954234,217.58,804.1234,22.91,21.48889,0
27,124996,2003,4.445116,240.9742,0.6341395,-0.3392714,-0.504549,-0.3238181,-0.3584338,-0.577079,0,0,0.08333334,0,501,0.0400725,98.5125,423.3613,23.52667,21.48889,0
28,124996,2004,4.445116,240.9742,0.1976966,-0.4450018,-0.199774,0.334749,-0.2803367,-0.964876,0,0,0.1666667,0,501,0.04360758,196.2425,652.7094,23.0075,21.48889,0
29,124996,2005,4.445116,240.9742,-0.3110818,0.6048213,-1.06529,0.3411067,0.1827855,0.0202176,0,0,0.08333334,0,501,0.03776345,121.405,404.9626,23.3525,21.48889,0
30,124996,2006,4.445116,240.9742,0.3713617,0.003257949,-0.101554,0.6843374,0.3044182,0.793282,0,0.08333334,0,0,501,0.03860181,285.82,1059.232,23.06583,21.48889,0
31,124996,2007,4.445116,240.9742,-0.9953329,-0.7151874,0.314073,-0.05843976,0.1820235,0.0260426,0,0,0.08333334,0,501,0.0447589,135.6125,661.726,23.38333,21.48889,0
32,124996,2008,4.445116,240.9742,-0.663291,0.4181911,0.544247,1.643333,0.7030667,0.915712,0.08333334,0.1666667,0,0,501,0.04270516,178.735,542.0751,23.01584,21.48889,0
33,124999,2001,130.6945,347.1956,0.3389248,0.4244072,0.467889,-1.220183,-0.8997121,-1.34767,0.08333334,0,0.08333334,0,501,0.02109117,107.715,558.4438,26.35,21.15944,0
34,124999,2002,130.6945,347.1956,1.202827,0.5367648,-1.37423,1.41898,1.216206,1.14145,0,0,0,0,501,0.03279205,162.9525,804.1234,26.42583,21.15944,0
35,124999,2003,130.6945,347.1956,-0.4812013,-0.436853,1.00961,0.1658936,0.03040581,-0.248453,0,0.08333334,0.08333334,0,501,0.03547943,57.535,423.3613,26.72167,21.15944,0
36,124999,2004,130.6945,347.1956,0.4414282,0.05880892,-0.161783,1.461632,1.3025,0.973738,0,0.08333334,0.1666667,0,501,0.03646969,135.7675,652.7094,26.37083,21.15944,0
37,124999,2005,130.6945,347.1956,0.03618934,-1.193982,0.146558,0.7126741,-0.8005746,-0.670928,0,0.08333334,0.08333334,0,501,0.032026,51.495,404.9626,26.39083,21.15944,0
38,124999,2006,130.6945,347.1956,0.6395213,1.522844,-0.212464,0.6367713,1.467463,1.05319,0,0.08333334,0,0,501,0.03368577,219.415,1059.232,26.41417,21.15944,0
39,124999,2007,130.6945,347.1956,0.2058113,-0.4679749,0.361166,0.4810573,0.4237863,0.190374,0,0.08333334,0.08333334,0,501,0.04198303,126.0475,661.726,26.5175,21.15944,0
40,124999,2008,130.6945,347.1956,-0.03803871,-1.805531,-1.68215,-0.1622934,-1.741628,-0.317604,0.08333334,0.1666667,0,0,501,0.04069072,88.625,542.0751,26.36917,21.15944,0
41,125000,2001,162.9498,392.0992,-1.398662,0.5479074,-1.31415,-0.909397,-0.07105046,-0.876697,0.08333334,0.08333334,0.08333334,0,501,0.02236588,158.9725,558.4438,26.7125,21.1,0
42,125000,2002,162.9498,392.0992,-0.4803451,-1.787045,1.10482,-0.5827878,-0.4830458,-0.464695,0,0.08333334,0,0,501,0.03364446,198.9775,804.1234,26.93,21.1,0
43,125000,2003,162.9498,392.0992,0.5572488,-0.1148525,-0.300634,-0.5740718,-1.178819,-1.85959,0,0.08333334,0.08333334,0,501,0.03644064,149.0825,423.3613,26.93833,21.1,0
44,125000,2004,162.9498,392.0992,-0.5211946,-1.257588,-1.51666,0.3168814,-0.4624811,-0.370951,0,0.08333334,0.1666667,0,501,0.03989597,134.8275,652.7094,26.895,21.1,0
45,125000,2005,162.9498,392.0992,0.02890976,-1.725905,-1.34582,-0.4039319,-0.6506574,-0.380446,0,0.08333334,0.08333334,0,501,0.03376454,79.9525,404.9626,26.63667,21.1,0
46,125000,2006,162.9498,392.0992,-0.08339521,0.01498911,0.580138,1.500039,1.318041,0.586504,0,0.1666667,0,0,501,0.03586897,301.765,1059.232,26.865,21.1,0
47,125000,2007,162.9498,392.0992,-0.7093682,1.341787,0.508663,-0.1025875,-0.9550501,-1.61954,0,0,0.08333334,0,501,0.04316179,212.96,661.726,26.805,21.1,0
48,125000,2008,162.9498,392.0992,-1.045426,0.4274322,0.357471,-0.02449488,-0.625969,0.567495,0.08333334,0.08333334,0,0,501,0.04221121,143.7875,542.0751,26.7725,21.1,0
49,125715,2001,5.776938,169.1909,-1.713023,-0.6631812,0.8286,0.4695844,0.615868,0.28429,0.08333334,0.08333334,0,0,501,0.02142664,220.4475,644.645,21.46,24.75417,0
50,125715,2002,5.776938,169.1909,0.02594137,-0.671622,0.057977,-1.390529,0.8839853,-0.144795,0.08333334,0.08333334,0.08333334,0,501,0.03306102,254.3675,853.269,21.72917,24.75417,0
51,125715,2003,5.776938,169.1909,1.245929,-0.1482989,-0.484694,-0.5610198,-0.4067303,-1.45425,0,0.08333334,0.08333334,0,501,0.03569525,139.9475,458.5729,22.21083,24.75417,0
52,125715,2004,5.776938,169.1909,0.1903295,-0.6458586,-3.09023,0.155104,-0.2540777,-0.364013,0,0,0.08333334,0,501,0.03653173,185.845,703.7845,21.76334,24.75417,0
53,125715,2005,5.776938,169.1909,-0.3225035,0.6474309,0.521905,0.1594794,0.2842512,0.278735,0,0,0.08333334,0,501,0.03211785,153.905,544.2799,22.03333,24.75417,0
54,125715,2006,5.776938,169.1909,0.307763,-0.2730034,-0.390881,0.7957481,0.3295978,0.872733,0,0.1666667,0,0,501,0.03467911,341.92,878.1679,21.87083,24.75417,0
55,125715,2007,5.776938,169.1909,-1.002039,-0.7933812,0.542398,-0.2229305,0.4405314,0.157693,0,0,0.08333334,0,501,0.04281089,151.14,597.0452,21.93333,24.75417,0
56,125715,2008,5.776938,169.1909,-0.9613208,0.1335474,-0.610589,1.694267,0.833664,0.525374,0.08333334,0.08333334,0,0,501,0.04149821,217.9425,643.4964,21.84667,24.75417,0
57,125716,2001,31.73162,192.5682,1.319856,0.3480154,-0.160508,-0.2078459,1.043843,0.527148,0.08333334,0.08333334,0.08333334,0,501,0.02164229,198.79,558.4438,22.60167,25.35764,0
58,125716,2002,31.73162,192.5682,-0.3878164,0.01194073,-3.09023,-0.8708237,-0.3263764,0.47039,0.08333334,0.08333334,0,0,501,0.03312309,183.385,804.1234,22.7975,25.35764,0
59,125716,2003,31.73162,192.5682,-0.2124461,0.5345261,-0.304409,0.2490825,-1.358412,-1.98023,0,0,0.08333334,0,501,0.03561677,98.1325,423.3613,23.32417,25.35764,0
60,125716,2004,31.73162,192.5682,0.1941816,-0.882336,-0.528866,0.4770992,0.04947125,-0.00920007,0,0.08333334,0.1666667,0,501,0.03689364,187.12,652.7094,22.75417,25.35764,0
61,125716,2005,31.73162,192.5682,-0.2146792,-1.241592,0.568882,-0.5303016,-0.767007,-0.829186,0,0,0.08333334,0,501,0.03282809,108.4275,404.9626,23.17417,25.35764,0
62,125716,2006,31.73162,192.5682,0.730074,0.8667634,-1.56634,0.7302125,0.7898455,1.26098,0,0.08333334,0,0,501,0.03404476,276.91,1059.232,22.93666,25.35764,0
63,125716,2007,31.73162,192.5682,0.133904,0.02070013,0.634078,0.14112,-0.5657524,-1.01891,0,0.08333334,0.08333334,0,501,0.04203822,127.5775,661.726,23.09999,25.35764,0
64,125716,2008,31.73162,192.5682,-0.2583148,-1.34888,-1.68494,0.2411774,-0.07394587,-0.161745,0,0.08333334,0,0,501,0.04072509,165.825,542.0751,22.98333,25.35764,0
65,125717,2001,72.06496,227.4369,1.234474,0.6429881,-0.160508,0.4032601,0.658976,0.527148,0,0,0.08333334,0,501,0.02170459,173.045,558.4438,24.47333,26.53056,0
66,125717,2002,72.06496,227.4369,0.0398173,-0.042789,-3.09023,0.08281665,0.07604928,0.47039,0,0.08333334,0,0,501,0.03334654,164.6625,804.1234,24.52334,26.53056,0
67,125717,2003,72.06496,227.4369,-0.6960914,0.6326373,-0.304409,0.2022636,-1.406679,-1.98023,0,0,0.08333334,0,501,0.03589143,79.925,423.3613,25.1025,26.53056,0
68,125717,2004,72.06496,227.4369,0.1004299,-0.6317319,-0.528866,0.4059293,0.3433622,-0.00920007,0,0,0.1666667,0,501,0.03714179,186.755,652.7094,24.36584,26.53056,0
69,125717,2005,72.06496,227.4369,-0.2375861,-1.713674,0.568882,-0.4752796,-0.9271242,-0.829186,0,0.08333334,0.08333334,0,501,0.0337523,90.7075,404.9626,24.85583,26.53056,0
70,125717,2006,72.06496,227.4369,0.4618024,1.048981,-1.56634,0.6254967,0.7184867,1.26098,0,0.08333334,0,0,501,0.03404969,228.9375,1059.232,24.58166,26.53056,0
71,125717,2007,72.06496,227.4369,0.06567352,0.316557,0.634078,0.1003063,-0.863359,-1.01891,0,0.08333334,0.08333334,0,501,0.0424955,115.5275,661.726,24.80834,26.53056,0
72,125717,2008,72.06496,227.4369,-0.3442811,-1.572776,-1.68494,0.2022636,-0.2502948,-0.161745,0,0.08333334,0,0,501,0.04107299,127.4575,542.0751,24.60416,26.53056,0
73,125719,2001,175.7926,315.5657,-1.754393,-0.215588,0.509962,-0.416907,0.2675863,-0.0292991,0.08333334,0,0.08333334,0,501,0.02109117,117.115,558.4438,26.97167,21.1,0
74,125719,2002,175.7926,315.5657,-1.039713,-1.729151,-0.538023,1.127025,0.0589156,0.175691,0,0,0,0,501,0.03279205,169.8825,804.1234,26.96667,21.1,0
75,125719,2003,175.7926,315.5657,0.4426155,-1.124266,-0.504549,-0.5014057,-0.8993579,-0.577079,0,0.08333334,0.08333334,0,501,0.03547943,78.1125,423.3613,27.3175,21.1,0
76,125719,2004,175.7926,315.5657,0.2226983,-0.2926421,-0.199774,0.3582624,-1.640931,-0.964876,0,0.08333334,0.1666667,0,501,0.03646969,147.3275,652.7094,26.83833,21.1,0
77,125719,2005,175.7926,315.5657,-0.01872094,-1.566406,-1.06529,0.3608498,-0.4078806,0.0202176,0,0.08333334,0.08333334,0,501,0.032026,51.26,404.9626,27.05833,21.1,0
78,125719,2006,175.7926,315.5657,0.8549802,0.7441601,-0.101554,0.3374187,-0.03914897,0.793282,0,0.08333334,0,0,501,0.03368577,213.4275,1059.232,26.92584,21.1,0
79,125719,2007,175.7926,315.5657,-0.1688252,-0.02440067,0.314073,0.2348027,-0.864522,0.0260426,0,0.08333334,0.08333334,0,501,0.04198303,125.5875,661.726,27.1075,21.1,0
80,125719,2008,175.7926,315.5657,-0.2732842,0.2165262,0.544247,1.252926,1.369924,0.915712,0.08333334,0.25,0,0,501,0.04069072,96.93,542.0751,26.94916,21.1,0
81,125720,2001,207.9577,364.4049,-1.532897,0.8383426,-1.31415,-1.423075,-0.3118739,-0.876697,0.08333334,0.08333334,0.08333334,0,501,0.02109117,157.625,558.4438,27.17583,21.1,0
82,125720,2002,207.9577,364.4049,-1.139055,-1.625445,1.10482,-0.029635,-0.6581953,-0.464695,0,0.08333334,0,0,501,0.03279205,186.9675,804.1234,27.33916,21.1,0
83,125720,2003,207.9577,364.4049,0.4291126,-0.09860711,-0.300634,-0.1468351,-1.447493,-1.85959,0,0.08333334,0.08333334,0,501,0.03547943,148.44,423.3613,27.34,21.1,0
84,125720,2004,207.9577,364.4049,-0.106962,-1.075692,-1.51666,0.3894798,-0.5953501,-0.370951,0,0.08333334,0.1666667,0,501,0.03646969,138.1925,652.7094,27.2,21.1,0
85,125720,2005,207.9577,364.4049,0.1933967,-1.781997,-1.34582,-0.5975359,-0.8505318,-0.380446,0,0.08333334,0.08333334,0,501,0.032026,69.1325,404.9626,27.16417,21.1,0
86,125720,2006,207.9577,364.4049,0.286583,0.1300928,0.580138,1.60668,1.309605,0.586504,0,0.1666667,0,0,501,0.03368577,282.9975,1059.232,27.17333,21.1,0
87,125720,2007,207.9577,364.4049,-0.496993,1.111164,0.508663,-0.02755926,-1.257457,-1.61954,0,0,0.08333334,0,501,0.04198303,203.975,661.726,27.29333,21.1,0
88,125720,2008,207.9577,364.4049,-0.9043204,0.2508172,0.357471,-0.06293233,-0.2509342,0.567495,0.08333334,0.08333334,0,0,501,0.04069072,132.7125,542.0751,27.16583,21.1,0
89,125721,2001,187.9023,414.9556,-0.5963678,1.24197,-0.549876,-1.208508,-0.5243767,-0.624116,0,0.08333334,0.08333334,0,501,0.0225288,214.1475,657.324,27.59667,21.1,0
90,125721,2002,187.9023,414.9556,-1.082101,-1.14596,0.880893,-0.04359964,-0.5095798,-0.0323603,0,0,0,0,501,0.03426094,212.0425,1056.221,27.81,21.1,0
91,125721,2003,187.9023,414.9556,0.187308,-0.06877989,0.648509,-0.1152344,-1.372216,-0.192128,0,0.08333334,0,0,501,0.03647987,188.8925,859.4963,27.63667,21.1,0
92,125721,2004,187.9023,414.9556,-0.1660431,-1.384258,-0.87345,0.2443324,-1.231704,-0.356384,0,0.08333334,0.08333334,0,501,0.0372245,150.645,585.0283,27.68167,21.1,0
93,125721,2005,187.9023,414.9556,0.08619224,-0.9707651,-1.81927,-0.5067616,-0.9881939,-0.564224,0,0.08333334,0.08333334,0,501,0.03258932,114.3775,712.9725,27.465,21.1,0
94,125721,2006,187.9023,414.9556,0.37589,0.2094467,0.872505,1.439461,1.266629,1.27903,0,0,0,0,501,0.03422672,326.29,1187.046,27.61167,21.1,0
95,125721,2007,187.9023,414.9556,-0.4025726,1.026578,1.49999,0.132318,-0.9599077,-0.896855,0,0,0,0,501,0.04232204,255.4275,1091.792,27.6475,21.1,0
96,125721,2008,187.9023,414.9556,-0.8655505,0.06098183,-0.765922,-0.04021452,-0.3807527,0.465513,0.08333334,0.08333334,0,0,501,0.04093125,162.6475,628.1967,27.58417,21.1,0
97,126433,2001,0.5001739,124.0999,-1.098365,-1.61198,1.37384,0.9278076,1.538576,0.698987,0,0.08333334,0,0,501,0.02109117,155.6375,1053.164,21.225,29.42481,0
98,126433,2002,0.5001739,124.0999,-0.06927289,-0.09213115,-0.969093,-0.8432584,0.1392544,0.314243,0,0.1666667,0,0,501,0.03279205,200.105,1038.479,21.68583,29.42481,0
99,126433,2003,0.5001739,124.0999,0.7684577,0.1567656,0.765112,-0.7206024,-0.8716906,-0.308929,0,0.08333334,0,0,501,0.03547943,98.295,841.3467,21.94917,29.42481,0
100,126433,2004,0.5001739,124.0999,0.1074118,-0.4249564,-1.39218,0.06350564,-0.417877,-0.683276,0,0.08333334,0.08333334,0,501,0.03646969,114.2825,731.6459,21.50667,29.42481,0
101,126433,2005,0.5001739,124.0999,-0.4302041,-0.8550471,-0.601078,0.1834886,0.07303217,0.244852,0,0.1666667,0.1666667,0,501,0.032026,68.6125,616.0579,21.6525,29.42481,0
102,126433,2006,0.5001739,124.0999,0.2438012,0.145777,-1.00364,1.111195,0.7584781,0.549617,0.08333334,0.1666667,0,0,501,0.03368577,233.97,1082.395,21.64166,29.42481,0
103,126433,2007,0.5001739,124.0999,-0.6161494,-0.6843352,1.83472,-0.1052271,-0.01896298,-0.666137,0,0,0,0,501,0.04198303,80.5925,832.8212,21.18084,29.42481,0
104,126433,2008,0.5001739,124.0999,-1.208367,-0.677042,-0.655485,1.738044,1.314047,1.38411,0.08333334,0.1666667,0,0,501,0.04069072,139.5675,745.7722,21.38417,29.42481,0
105,126434,2001,27.40288,107.1466,-1.470727,-1.610656,1.37384,0.7642483,1.22381,0.698987,0,0.08333334,0,0,501,0.02109117,172.0925,1053.164,21.41333,25.325,0
106,126434,2002,27.40288,107.1466,-0.1454609,-0.2158972,-0.969093,-1.091594,0.3197049,0.314243,0,0.1666667,0,0,501,0.03279205,196.2125,1038.479,21.95166,25.325,0
107,126434,2003,27.40288,107.1466,1.019377,0.03862976,0.765112,-0.711916,-0.7651048,-0.308929,0,0.08333334,0,0,501,0.03547943,102.6325,841.3467,22.355,25.325,0
108,126434,2004,27.40288,107.1466,0.1565055,-0.3359272,-1.39218,-0.007523241,-0.1833005,-0.683276,0,0.08333334,0.08333334,0,501,0.03646969,126.85,731.6459,21.69833,25.325,0
109,126434,2005,27.40288,107.1466,-0.5493414,-0.5206299,-0.601078,0.02838185,0.2512879,0.244852,0,0.08333334,0.1666667,0,501,0.032026,81.405,616.0579,21.91333,25.325,0
110,126434,2006,27.40288,107.1466,0.2493058,0.160563,-1.00364,0.8868601,0.7315531,0.549617,0,0.1666667,0,0,501,0.03368577,242.68,1082.395,21.95333,25.325,0
111,126434,2007,27.40288,107.1466,-0.9304994,-0.5979342,1.83472,-0.2752316,0.1025566,-0.666137,0,0,0,0,501,0.04198303,91.63,832.8212,21.40333,25.325,0
112,126434,2008,27.40288,107.1466,-1.391085,-0.5559846,-0.655485,1.672866,1.266378,1.38411,0,0.1666667,0,0,501,0.04069072,145.375,745.7722,21.80166,25.325,0
113,126435,2001,54.16838,117.2605,-0.1547442,0.7658467,-0.505671,-0.3324088,-1.266842,0.643349,0,0.08333334,0,0,501,0.02159437,180.3875,1053.164,21.67583,25.03056,0
114,126435,2002,54.16838,117.2605,0.3378738,0.5047,1.09098,2.281821,1.26087,-0.259675,0,0.08333334,0,0,501,0.03348722,162.27,1038.479,21.97917,25.03056,0
115,126435,2003,54.16838,117.2605,-0.3979859,-1.505745,0.0436514,1.419814,-0.3555373,0.170176,0,0.08333334,0,0,501,0.03607452,100.7575,841.3467,22.405,25.03056,0
116,126435,2004,54.16838,117.2605,0.6370136,-0.3862497,-0.177781,0.5607718,-0.4546227,1.41876,0,0.08333334,0.08333334,0,501,0.03739509,144.8225,731.6459,21.80834,25.03056,0
117,126435,2005,54.16838,117.2605,-0.2206131,-1.439669,-1.57756,0.7208338,-0.8910069,-0.0595626,0,0,0.1666667,0,501,0.03247299,89.0925,616.0579,22.2525,25.03056,0
118,126435,2006,54.16838,117.2605,0.724112,1.32923,1.33255,1.286186,0.6539206,0.0146425,0,0.1666667,0,0,501,0.03427098,247.7,1082.395,22.19583,25.03056,0
119,126435,2007,54.16838,117.2605,0.2524249,-0.8696167,-0.21447,0.7872745,-0.109254,1.25561,0,0,0,0,501,0.0424955,89.1175,832.8212,21.7725,25.03056,0
120,126435,2008,54.16838,117.2605,0.2490266,-0.7683067,-0.89306,1.16489,-3.269796,1.41224,0,0.1666667,0,0,501,0.04103434,147.92,745.7722,22.12084,25.03056,0
121,126436,2001,80.89832,149.0291,0.659368,0.7727061,-0.260327,-0.8807158,-1.454263,-0.888788,0,0.08333334,0,0,501,0.02175251,191.5875,507.0074,22.7425,28.55556,0
122,126436,2002,80.89832,149.0291,-0.2864389,-0.1933661,0.4527,2.399373,1.272253,2.18905,0,0.08333334,0,0,501,0.03344999,140.7925,615.4711,22.96334,28.55556,0
123,126436,2003,80.89832,149.0291,-0.3486818,-1.356611,0.297619,1.485227,-1.211256,0.233969,0,0.08333334,0,0,501,0.03657139,113.1125,478.2985,23.41751,28.55556,0
124,126436,2004,80.89832,149.0291,0.598769,-0.1547395,-0.75505,0.7915245,-0.7029576,0.122996,0,0.08333334,0.08333334,0,501,0.0391676,171.525,441.0034,22.78333,28.55556,0
125,126436,2005,80.89832,149.0291,-0.1565366,-1.099482,-1.40696,0.9647771,-0.512666,-0.16264,0,0,0.1666667,0,501,0.0337829,99.7175,280.6918,23.185,28.55556,0
126,126436,2006,80.89832,149.0291,0.5955896,1.197432,1.03506,1.448333,1.324242,1.78459,0,0.1666667,0,0,501,0.03485122,255.465,787.185,23.0475,28.55556,0
127,126436,2007,80.89832,149.0291,0.2300295,-0.4278721,0.0310507,1.127381,-0.7114259,1.43344,0,0,0,0,501,0.04267291,100.095,456.8777,22.97416,28.55556,0
128,126436,2008,80.89832,149.0291,0.2361156,-0.6328173,-0.897926,1.269766,-3.176338,-0.457109,0,0.1666667,0.08333334,0,501,0.04152399,151.545,413.0826,23.00083,28.55556,0
129,126437,2001,109.2214,191.9879,0.7892528,0.3055507,0.754607,0.5916763,0.8503488,0.874338,0,0.08333334,0,0,501,0.02155124,194.4325,507.0074,24.70333,29.6,0
130,126437,2002,109.2214,191.9879,0.05610299,-0.1743158,0.241332,-1.346232,-0.5207827,-0.210968,0,0.08333334,0,0,501,0.03316447,142.2675,615.4711,24.84834,29.6,0
131,126437,2003,109.2214,191.9879,-0.5672771,0.3584512,-0.741552,0.2956686,-1.121992,-0.344827,0,0.08333334,0,0,501,0.03547943,114.0725,478.2985,25.3125,29.6,0
132,126437,2004,109.2214,191.9879,0.1250538,-0.8781579,-1.28149,0.4103808,0.2558991,0.0203709,0,0,0.08333334,0,501,0.03646969,191.1575,441.0034,24.6275,29.6,0
133,126437,2005,109.2214,191.9879,-0.1415855,-1.737989,0.499304,-0.4629512,-0.7343274,-1.52845,0,0,0.1666667,0,501,0.032026,100.0475,280.6918,25.08167,29.6,0
134,126437,2006,109.2214,191.9879,0.3695638,1.017553,-1.20904,0.5824177,0.665343,1.48677,0,0.08333334,0,0,501,0.03368577,233.2625,787.185,24.91167,29.6,0
135,126437,2007,109.2214,191.9879,0.1005585,0.2769859,0.197831,0.2364389,-0.6183813,-0.245446,0,0,0,0,501,0.04198303,117.0425,456.8777,24.9425,29.6,0
136,126437,2008,109.2214,191.9879,-0.2879713,-1.41198,-1.8189,0.3840619,-0.3207933,-0.418006,0,0.08333334,0.08333334,0,501,0.04069072,144.6775,413.0826,24.95083,29.6,0
137,126438,2001,148.7784,240.2063,0.1716945,0.6773694,0.236903,-1.380943,-0.951812,-1.2608,0.08333334,0.08333334,0,0,501,0.02109117,180.2525,507.0074,26.41833,28.08214,0
138,126438,2002,148.7784,240.2063,-0.197162,-0.270231,-0.366882,0.9550826,0.3722504,1.38852,0,0.08333334,0,0,501,0.03279205,156.65,615.4711,26.49583,28.08214,0
139,126438,2003,148.7784,240.2063,-0.3646964,-0.4476804,0.318216,0.3360265,-0.5251482,0.65205,0,0.08333334,0,0,501,0.03547943,103.3925,478.2985,26.90583,28.08214,0
140,126438,2004,148.7784,240.2063,0.3156925,-0.1742121,-0.709268,1.4138,1.156666,0.255631,0,0,0.08333334,0,501,0.03646969,188.885,441.0034,26.21084,28.08214,0
141,126438,2005,148.7784,240.2063,-0.1900293,-1.280758,0.318945,0.5538657,-0.409825,-0.367895,0,0.08333334,0.1666667,0,501,0.032026,97.425,280.6918,26.68417,28.08214,0
142,126438,2006,148.7784,240.2063,0.4528905,1.114245,-0.165399,0.6728011,0.4840672,0.445117,0,0.08333334,0,0,501,0.03368577,216.63,787.185,26.44083,28.08214,0
143,126438,2007,148.7784,240.2063,0.2118329,-0.07657009,0.587489,0.2902025,0.3188116,0.518463,0,0,0,0,501,0.04198303,129.9425,456.8777,26.595,28.08214,0
