"d3mIndex","woreda_label","time","variable","variable_name","woreda_wikidata","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","precision","calendar","AFP_Polio_Cases_ratio_per_1000","source_of_file_label","data_curator_label","AFP_Polio_Deaths_ratio_per_1000","Anthrax_Cases_ratio_per_1000","Anthrax_Deaths_ratio_per_1000","Avian_Human_Influenza_Cases_ratio_per_1000","Avian_Human_Influenza_Deaths_ratio_per_1000","Cholera_AWD_Cases_ratio_per_1000","Cholera_AWD_Deaths_ratio_per_1000","Dracunculiasis_Guinea_worm_Cases_ratio_per_1000","Dracunculiasis_Guinea_worm_Deaths_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Epidemic_Typhus_Total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Maternal_Death_ratio_per_1000","Measles_Cases_ratio_per_1000","Measles_Deaths_ratio_per_1000","Meningits_total_Cases_ratio_per_1000","Neonatal_Tetanus_Cases_ratio_per_1000","Neonatal_Tetanus_Deaths_ratio_per_1000","Pandemic_Influenza_Cases_ratio_per_1000","Pandemic_Influenza_Deaths_ratio_per_1000","Rabies_Cases_ratio_per_1000","Rabies_Deaths_ratio_per_1000","Relapsing_fever_total_Cases_ratio_per_1000","SARS_Cases_ratio_per_1000","SARS_Deaths_ratio_per_1000","Small_pox_Cases_ratio_per_1000","Small_pox_Deaths_ratio_per_1000","TMSuspected_Fever_Examined_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_Total_cases_ratio_per_1000","Viral_hemorrhagic_fever_Cases_ratio_per_1000","Viral_hemorrhagic_fever_Deaths_ratio_per_1000","Yellow_fever_Cases_ratio_per_1000","Yellow_fever_Deaths_ratio_per_1000"
2639,"Gobu Seyo","2019-05","P1200184","AFP/Polio Cases","Q5575602","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9262656,0.14629865,0.24383108,0,0,0,0
2640,"Gobu Seyo","2019-06","P1200184","AFP/Polio Cases","Q5575602","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.024383107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7068175,0.4388959,0.07314932,0,0,0,0
2641,"Gola Oda","2017-01","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04787438,0,0.7085408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124473386,0.01914975,0.04787438,0,0,0,0
2642,"Gola Oda","2017-02","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.076599,0,1.4075067,0,0.009574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01914975,0.01914975,0.105323635,0,0,0,0
2643,"Gola Oda","2017-03","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.124473386,0,2.0968976,0,0.009574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028724626,0,0.1148985,0,0,0,0
2644,"Gola Oda","2017-04","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.009574875,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0.028724626,0,0,0,0.08617388,0,0.6702413,0.009574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05744925,0,0,0,0
2645,"Gola Oda","2017-05","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04787438,0,0.97663736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06702413,0.01914975,0.09574876,0,0,0,0
2646,"Gola Oda","2017-06","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0.05744925,0,0,0,0.105323635,0,0.7947147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028724626,0,0.13404825,0,0,0,0
2647,"Gola Oda","2017-07","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.0382995,0,0.5170433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028724626,0,0.0382995,0,0,0,0
2648,"Gola Oda","2017-08","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.009574875,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.29682115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382995,0.009574875,0,0,0,0,0
2649,"Gola Oda","2017-09","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08617388,0,0.45001915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,"Gola Oda","2017-10","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04787438,0,0.8138644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08617388,0,0.0382995,0,0,0,0
2651,"Gola Oda","2017-11","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.0382995,0,1.1106855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13404825,0.0382995,0.05744925,0,0,0,0
2652,"Gola Oda","2017-12","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17234775,0,1.0628113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1148985,0.01914975,0.01914975,0,0,0,0
2653,"Gola Oda","2018-01","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08617388,0,0.6415166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009574875,0.009574875,0.009574875,0,0,0,0
2654,"Gola Oda","2018-02","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17234775,0,1.2160091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,"Gola Oda","2018-03","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17234775,0,1.5032555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09574876,0.0382995,0.05744925,0,0,0,0
2656,"Gola Oda","2018-04","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.21064727,0,0.97663736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05744925,0.009574875,0.028724626,0,0,0,0
2657,"Gola Oda","2018-05","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09574876,0,1.0340866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08617388,0.028724626,0,0,0,0,0
2658,"Gola Oda","2018-06","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.05744925,0,0.33512065,0.009574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05744925,0.01914975,0,0,0,0,0
2659,"Gola Oda","2018-07","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.4308694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01914975,0.009574875,0,0,0,0,0
2660,"Gola Oda","2018-08","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.124473386,0,0.6032172,0,0.0382995,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3596324,0.3159709,0.124473386,0,0,0,0
2661,"Gola Oda","2018-09","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.105323635,0,0.5457679,0,0.20107238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16277288,0.06702413,0.028724626,0,0,0,0
2662,"Gola Oda","2018-10","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.076599,0,0.37342015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2680965,0.09574876,0.04787438,0,0,0,0
2663,"Gola Oda","2018-11","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.21064727,0,0.689391,0,0,0,0.009574875,0,0,0,0,0,0,0,0,0,0,0,0.38299504,0.153198,0.14362314,0,0,0,0
2664,"Gola Oda","2018-12","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.076599,0,0.689391,0,0.028724626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33512065,0.1148985,0.105323635,0,0,0,0
2665,"Gola Oda","2019-01","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14362314,0,0.8425891,0,0.06702413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3159709,0.13404825,0.17234775,0,0,0,0
2666,"Gola Oda","2019-02","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.124473386,0,0.7564152,0,0.42129454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16277288,0.0382995,0.13404825,0,0,0,0
2667,"Gola Oda","2019-03","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.25852165,0,0.9000383,0,0.8904634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124473386,0.01914975,0.2680965,0,0,0,0
2668,"Gola Oda","2019-04","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.41171965,0,0.8042895,0,0.9862122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153198,0.01914975,0.22022213,0,0,0,0
2669,"Gola Oda","2019-05","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.32554576,0,0.41171965,0,0.4691689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17234775,0.09574876,0.09574876,0,0,0,0
2670,"Gola Oda","2019-06","P1200184","AFP/Polio Cases","Q3109968","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.01914975,0,0.1148985,0,0.076599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09574876,0,0,0,0
2671,"Gololcha","2017-01","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.052272096,0,0.16262428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5169129,0.23232041,0.058080103,0,0,0,0
2672,"Gololcha","2017-02","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09292816,0,0.15100826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39494473,0.19747236,0.08131214,0,0,0,0
2673,"Gololcha","2017-03","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09292816,0,0.26136047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59241706,0.27878448,0.10454419,0,0,0,0
2674,"Gololcha","2017-04","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08131214,0,0.21489638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40656072,0.1742403,0.1103522,0,0,0,0
2675,"Gololcha","2017-05","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.02323204,0,0.058080103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15681629,0.07550413,0.029040052,0,0,0,0
2676,"Gololcha","2017-06","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09292816,0.03484806,0.15100826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20328036,0.1103522,0.2845925,0,0,0,0
2677,"Gololcha","2017-07","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06969612,0,0.19747236,0.00580801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4994889,0.24974445,0.07550413,0,0,0,0
2678,"Gololcha","2017-08","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1103522,0,0.23812842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6098411,0.26136047,0.10454419,0,0,0,0
2679,"Gololcha","2017-09","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06969612,0,0.12777624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1742403,0.06969612,0.07550413,0,0,0,0
2680,"Gololcha","2017-10","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09292816,0,0.14520027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3310566,0.14520027,0.09873618,0,0,0,0
2681,"Gololcha","2017-11","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09873618,0,0.26136047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15681629,0.06388812,0.09292816,0,0,0,0
2682,"Gololcha","2017-12","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08131214,0,0.1742403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30201653,0.09873618,0.08712015,0,0,0,0
2683,"Gololcha","2018-01","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08131214,0,0.19166434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25555247,0.09873618,0.13939224,0,0,0,0
2684,"Gololcha","2018-02","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1103522,0,0.21489638,0.00580801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19166434,0.08131214,0.1103522,0,0,0,0
2685,"Gololcha","2018-03","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07550413,0,0.16262428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13358425,0.06969612,0.09292816,0,0,0,0
2686,"Gololcha","2018-04","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09873618,0,0.11616021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18004833,0.06388812,0.1103522,0,0,0,0
2687,"Gololcha","2018-05","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06969612,0,0.2207044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18585633,0.04646408,0.12196822,0,0,0,0
2688,"Gololcha","2018-06","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06388812,0,0.09292816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15100826,0.03484806,0.09873618,0,0,0,0
2689,"Gololcha","2018-07","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16262428,0,0.13939224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15681629,0.03484806,0.14520027,0,0,0,0
2690,"Gololcha","2018-08","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13358425,0,0.14520027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23812842,0.058080103,0.15681629,0,0,0,0
2691,"Gololcha","2018-09","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07550413,0,0.12196822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06388812,0,0,0,0
2692,"Gololcha","2018-10","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04646408,0,0.08712015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14520027,0.01742403,0.029040052,0,0,0,0
2693,"Gololcha","2018-11","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08712015,0,0.23232041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13939224,0.01742403,0.09873618,0,0,0,0
2694,"Gololcha","2018-12","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06388812,0,0.15100826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15100826,0.02323204,0.07550413,0,0,0,0
2695,"Gololcha","2019-01","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.11616021,0,0.24393643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2265124,0.04065607,0.12196822,0,0,0,0
2696,"Gololcha","2019-02","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04646408,0,0.16262428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2207044,0.03484806,0.06969612,0,0,0,0
2697,"Gololcha","2019-03","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.058080103,0,0.20908839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20908839,0.029040052,0.09292816,0,0,0,0
2698,"Gololcha","2019-04","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14520027,0,0.16262428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06388812,0.00580801,0.09873618,0,0,0,0
2699,"Gololcha","2019-05","P1200184","AFP/Polio Cases","Q3110313","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.15100826,0,0.25555247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21489638,0.029040052,0.11616021,0,0,0,0
2700,"Gololcha","2019-06","P1200184","AFP/Polio Cases","Q5580914","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04646408,0,0.07550413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06388812,0.00580801,0.03484806,0,0,0,0
2701,"Gomma","2017-01","P1200184","AFP/Polio Cases","Q3110373","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2300221,0,0.08919225,0.009388657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1640856,0.07980359,0.07980359,0,0,0,0
2702,"Gomma","2017-02","P1200184","AFP/Polio Cases","Q3110373","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.22063345,0,0.042248957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1218367,0.10327523,0.11266389,0,0,0,0
2703,"Gomma","2017-03","P1200184","AFP/Polio Cases","Q3110373","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.370852,0,0.07510926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7884312,0.0328603,0.21593913,0,0,0,0
2704,"Gomma","2017-04","P1200184","AFP/Polio Cases","Q3110373","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.42248958,0,0.0328603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0185614,0.07041494,0.3239087,0,0,0,0
