"d3mIndex","woreda_label","time","variable","variable_name","woreda_wikidata","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","precision","calendar","AFP_Polio_Cases_ratio_per_1000","source_of_file_label","data_curator_label","AFP_Polio_Deaths_ratio_per_1000","Anthrax_Cases_ratio_per_1000","Anthrax_Deaths_ratio_per_1000","Avian_Human_Influenza_Cases_ratio_per_1000","Avian_Human_Influenza_Deaths_ratio_per_1000","Cholera_AWD_Cases_ratio_per_1000","Cholera_AWD_Deaths_ratio_per_1000","Dracunculiasis_Guinea_worm_Cases_ratio_per_1000","Dracunculiasis_Guinea_worm_Deaths_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Epidemic_Typhus_Total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Maternal_Death_ratio_per_1000","Measles_Cases_ratio_per_1000","Measles_Deaths_ratio_per_1000","Meningits_total_Cases_ratio_per_1000","Neonatal_Tetanus_Cases_ratio_per_1000","Neonatal_Tetanus_Deaths_ratio_per_1000","Pandemic_Influenza_Cases_ratio_per_1000","Pandemic_Influenza_Deaths_ratio_per_1000","Rabies_Cases_ratio_per_1000","Rabies_Deaths_ratio_per_1000","Relapsing_fever_total_Cases_ratio_per_1000","SARS_Cases_ratio_per_1000","SARS_Deaths_ratio_per_1000","Small_pox_Cases_ratio_per_1000","Small_pox_Deaths_ratio_per_1000","TMSuspected_Fever_Examined_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_Total_cases_ratio_per_1000","Viral_hemorrhagic_fever_Cases_ratio_per_1000","Viral_hemorrhagic_fever_Deaths_ratio_per_1000","Yellow_fever_Cases_ratio_per_1000","Yellow_fever_Deaths_ratio_per_1000"
1,"Abay Chomen","2017-01","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12418246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.831112,0.9313685,1.0348538,0,0,0,0
2,"Abay Chomen","2017-02","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.041394155,0,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.837652,0.12418246,0.97276264,0,0,0,0
3,"Abay Chomen","2017-03","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0.06209123,0,0.10348538,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1633415,0.49672985,1.4280983,0,0,0,0
4,"Abay Chomen","2017-04","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.831112,0.24836493,0.8692773,0,0,0,0
5,"Abay Chomen","2017-05","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16557662,0,0.020697078,0,0,0,0,0,0.020697078,0,0,0,0,0,0,0,0,0,16.123022,0.4553357,1.0969452,0,0,0,0
6,"Abay Chomen","2017-06","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.496647,0.49672985,1.2211276,0,0,0,0
7,"Abay Chomen","2017-07","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10348538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.935674,1.2832189,1.0348538,0,0,0,0
8,"Abay Chomen","2017-08","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10348538,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.789718,0.41394153,0.9520656,0,0,0,0
9,"Abay Chomen","2017-09","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06209123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.190578,1.2418247,0.7450948,0,0,0,0
10,"Abay Chomen","2017-10","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.020697078,0,0.041394155,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.44002,1.1797334,1.3039159,0,0,0,0
11,"Abay Chomen","2017-11","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.020697078,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06209123,0,0.08278831,0,0,0,0,0,0,0,0,0,0,0.041394155,0,0,0,0,18.627369,1.4901896,0.9520656,0,0,0,0
12,"Abay Chomen","2017-12","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.020697078,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12418246,0,0.08278831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.217815,0.43463865,0.35185033,0,0,0,0
13,"Abay Chomen","2018-01","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10348538,0,0.08278831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.396473,0.16557662,1.2625217,0,0,0,0
14,"Abay Chomen","2018-02","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.341998,0.22766785,1.4694926,0,0,0,0
15,"Abay Chomen","2018-03","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10348538,0,0.041394155,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,12.004305,0.20697077,1.9662224,0,0,0,0
16,"Abay Chomen","2018-04","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40409,0.041394155,1.2004304,0,0,0,0
17,"Abay Chomen","2018-05","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.041394155,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.818031,0.1862737,1.6350691,0,0,0,0
18,"Abay Chomen","2018-06","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.714546,0.39324448,0.88997436,0,0,0,0
19,"Abay Chomen","2018-07","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.020697078,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08278831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.246129,0.16557662,0.9520656,0,0,0,0
20,"Abay Chomen","2018-08","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.041394155,0,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.034771,0.78648895,1.9041312,0,0,0,0
21,"Abay Chomen","2018-09","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.020697078,0,0.06209123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.845269,0.538124,1.7178575,0,0,0,0
22,"Abay Chomen","2018-10","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08278831,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.687308,2.6285288,1.3867042,0,0,0,0
23,"Abay Chomen","2018-11","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06209123,0,0.06209123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66984,2.2559814,1.9869194,0,0,0,0
24,"Abay Chomen","2018-12","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.653531,0.70370066,2.152496,0,0,0,0
25,"Abay Chomen","2019-01","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.020697078,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08278831,0,0.08278831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.031542,0.33115324,2.5043464,0,0,0,0
26,"Abay Chomen","2019-02","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12418246,0,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.188426,0.22766785,2.0697076,0,0,0,0
27,"Abay Chomen","2019-03","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.020697078,0.5174269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589288,0.20697077,3.2494414,0,0,0,0
28,"Abay Chomen","2019-04","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.22766785,0.6002152,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.499959,0.10348538,2.6078317,0,0,0,0
29,"Abay Chomen","2019-05","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12418246,0.538124,0.020697078,0.020697078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.444408,0.16557662,2.918288,0,0,0,0
30,"Abay Chomen","2019-06","P1200184","AFP/Polio Cases","Q2820216","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08278831,0,0.041394155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5315837,0.08278831,0.41394153,0,0,0,0
31,"Abuna Ginde Beret","2017-01","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07320979,0,0.09151223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8785175,0.13726836,0.13726836,0,0,0,0
32,"Abuna Ginde Beret","2017-02","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.24708305,0,0.12811714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.107298,0.06405857,0.1921757,0,0,0,0
33,"Abuna Ginde Beret","2017-03","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12811714,0,0.09151223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5765271,0.045756117,0.10981469,0,0,0,0
34,"Abuna Ginde Beret","2017-04","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10981469,0,0.29283917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32944408,0.18302447,0.16472204,0,0,0,0
35,"Abuna Ginde Beret","2017-05","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1555708,0,0.07320979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29283917,0.10981469,0.13726836,0,0,0,0
36,"Abuna Ginde Beret","2017-06","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07320979,0,0.054907344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44840997,0.16472204,0.10066346,0,0,0,0
37,"Abuna Ginde Beret","2017-07","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10981469,0,0.027453672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43010753,0.21047814,0.1555708,0,0,0,0
38,"Abuna Ginde Beret","2017-08","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12811714,0,0.054907344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6039808,0.3019904,0.18302447,0,0,0,0
39,"Abuna Ginde Beret","2017-09","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12811714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74124914,0.29283917,0.17387326,0,0,0,0
40,"Abuna Ginde Beret","2017-10","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.10066346,0,0.09151223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6497369,0.24708305,0.10066346,0,0,0,0
41,"Abuna Ginde Beret","2017-11","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08236102,0,0.054907344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23793182,0.09151223,0.1555708,0,0,0,0
42,"Abuna Ginde Beret","2017-12","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16472204,0,0.10981469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23793182,0.12811714,0.1921757,0,0,0,0
43,"Abuna Ginde Beret","2018-01","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08236102,0,0.07320979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12811714,0.06405857,0.2287806,0,0,0,0
44,"Abuna Ginde Beret","2018-02","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12811714,0,0.045756117,0.009151224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08236102,0.027453672,0.1555708,0,0,0,0
45,"Abuna Ginde Beret","2018-03","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.036604896,0,0.13726836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18302447,0.07320979,0.13726836,0,0,0,0
46,"Abuna Ginde Beret","2018-04","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14641958,0,0.10981469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21047814,0.10981469,0.13726836,0,0,0,0
47,"Abuna Ginde Beret","2018-05","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.29283917,0,0.13726836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27453673,0.14641958,0.32029283,0,0,0,0
48,"Abuna Ginde Beret","2018-06","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17387326,0,0.12811714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6497369,0.1555708,0.09151223,0,0,0,0
49,"Abuna Ginde Beret","2018-07","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1921757,0,0.21962938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69549304,0.20132692,0.34774652,0,0,0,0
50,"Abuna Ginde Beret","2018-08","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09151223,0,0.10066346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35689774,0.10981469,0.39350262,0,0,0,0
51,"Abuna Ginde Beret","2018-09","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.20132692,0,0.17387326,0,0,0,0,0,0,0,0,0,0,0.054907344,0,0,0,0,0.2287806,0.1921757,0.3019904,0,0,0,0
52,"Abuna Ginde Beret","2018-10","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2287806,0,0.21047814,0,0,0,0,0,0,0,0,0,0,0.036604896,0,0,0,0,1.3360788,0.2562343,0.4118051,0,0,0,0
53,"Abuna Ginde Beret","2018-11","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.20132692,0,0.06405857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6289179,0.29283917,0.34774652,0,0,0,0
54,"Abuna Ginde Beret","2018-12","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.21047814,0,0.3111416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6929765,0.23793182,0.34774652,0,0,0,0
55,"Abuna Ginde Beret","2019-01","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.52161974,0,0.58567834,0,0,0,0,0,0,0,0,0,0,0.018302448,0,0,0,0,1.757035,0.26538548,0.67719054,0,0,0,0
56,"Abuna Ginde Beret","2019-02","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.36604893,0,0.34774652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9242736,0.07320979,0,0,0,0,0
57,"Abuna Ginde Beret","2019-03","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06405857,0,0.32944408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46671245,0.09151223,0.1555708,0,0,0,0
58,"Abuna Ginde Beret","2019-04","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13726836,0,0.52161974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2287806,0.08236102,0.5765271,0,0,0,0
59,"Abuna Ginde Beret","2019-05","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2287806,0,0.3843514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34774652,0.09151223,0.73209786,0,0,0,0
60,"Abuna Ginde Beret","2019-06","P1200184","AFP/Polio Cases","Q4670620","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.054907344,0,0.28368795,0,0.12811714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06405857,0.045756117,0.3019904,0,0,0,0
61,"Ada'a","2017-01","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16881393,0.15346721,0.030693442,0,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2891246,0.099753685,0.9898635,0,0,0,0
62,"Ada'a","2017-02","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.21485409,0.061386883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1049639,0.092080325,0.46040162,0,0,0,0
63,"Ada'a","2017-03","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.3299545,0.2915877,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0972905,0.053713523,0.7366426,0,0,0,0
64,"Ada'a","2017-04","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.0076733604,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.15346721,0.32228115,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8057028,0.099753685,0.53713524,0,0,0,0
65,"Ada'a","2017-05","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.107427046,0.107427046,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6368889,0.046040162,0.38366804,0,0,0,0
