"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
515,"Chelia",2017,30,30,0,0,398,27,3,0,0,0,0,103,103,0,0,532,532,0,0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,184,0,0,0,948,188,1136,1132,1136,"Oromia","West Shewa"
516,"Chelia",2018,12,12,0,0,210,8,4,0,0,0,0,132,132,0,0,933,933,0,0,0,0,0,0,0,0,0,0,72,72,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,200,0,0,0,1156,200,1356,1400,1356,"Oromia","West Shewa"
517,"Chena",2017,812,812,0,0,2794,494,308,0,0,0,0,261,261,0,0,832,832,0,0,3,3,0,0,892,892,0,0,116,113,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,350,0,0,21,1955,335,2318,2621,2297,"SNNPR","Kefa"
518,"Chena",2018,1438,1438,0,0,3877,768,556,0,0,0,0,253,253,0,0,2156,2156,0,0,0,0,0,0,840,840,0,0,91,86,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,350,2,0,147,1925,339,2276,2629,2276,"SNNPR","Kefa"
519,"Chencha",2017,25,25,0,0,102,19,5,0,0,0,0,139,136,3,0,2235,2202,33,0,0,0,0,0,262,262,0,0,87,80,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2397,306,0,0,0,2395,287,2687,2703,2687,"SNNPR","Gamo Gofa"
520,"Chencha",2018,5,5,0,0,60,2,3,0,0,0,0,54,53,1,0,2289,2263,26,0,0,0,0,0,631,631,0,0,13,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,288,7,0,0,2184,287,2478,2473,2477,"SNNPR","Gamo Gofa"
521,"Chencha Hospital",2017,125,125,0,0,871,75,53,0,0,0,0,0,0,0,0,1318,1318,0,0,0,0,0,0,367,367,0,0,31,9,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,48,48,"SNNPR","Gamo Gofa"
522,"Chencha Hospital",2018,110,110,0,0,1188,49,61,0,0,0,0,2,2,0,0,1959,1958,1,0,0,0,0,0,1249,1249,0,0,91,79,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,42,42,"SNNPR","Gamo Gofa"
523,"Cheta",2017,46,46,0,0,123,6,38,0,0,0,0,41,41,0,0,6,6,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,96,0,0,7,742,94,836,871,836,"SNNPR","Kefa"
524,"Cheta",2018,58,58,0,0,197,16,42,0,0,0,0,58,58,0,0,19,19,0,0,0,0,0,0,0,0,0,0,74,70,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,98,0,0,48,776,98,877,930,874,"SNNPR","Kefa"
525,"Chewaqa",2017,1936,1936,0,0,6524,1548,365,0,0,0,0,152,152,0,0,60,60,0,0,0,0,0,0,0,0,0,0,178,177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1350,150,0,0,0,1114,139,1253,1500,1253,"Oromia","Buno Bedele"
526,"Chewaqa",2018,2547,2547,0,0,7865,2402,144,0,0,0,0,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,138,0,0,0,1082,133,1215,1380,1215,"Oromia","Buno Bedele"
527,"Chilga",2017,10333,10311,22,0,28028,7037,3296,12,8,4,0,769,769,0,0,184,184,0,0,2,2,0,0,3,3,0,0,10,10,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2600,364,52,0,0,2286,363,2698,3016,2698,"Amhara","North Gondar"
528,"Chilga",2018,8988,8967,21,0,26881,7161,1823,12,1,11,0,738,738,0,0,629,629,0,0,0,0,0,0,215,215,0,0,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2597,372,54,0,68,2145,323,2528,3091,2519,"Amhara","North Gondar"
529,"Chinakesen",2017,1,1,0,0,2,1,0,0,0,0,0,499,481,18,0,41,41,0,0,0,0,0,0,0,0,0,0,756,722,34,0,0,0,0,0,184,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2576,400,0,0,156,1701,262,2053,3132,1963,"Oromia","East Hararge"
530,"Chinakesen",2018,11,11,0,0,45,6,5,0,0,0,0,726,726,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1293,1213,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2652,408,0,0,153,1577,307,1985,3213,1884,"Oromia","East Hararge"
531,"Chire",2017,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,312,308,4,0,0,0,0,0,3,2,1,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,196,0,0,0,768,192,960,980,960,"SNNPR","Sidama"
532,"Chire",2018,5,5,0,0,184,5,0,0,0,0,0,79,79,0,0,572,562,10,0,0,0,0,0,42,42,0,0,103,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,180,3,0,0,729,184,957,903,915,"SNNPR","Sidama"
533,"Chire HSP",2017,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,731,620,111,0,0,0,0,0,122,101,21,0,55,9,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,47,47,"SNNPR","Sidama"
534,"Chire HSP",2018,16,16,0,0,526,4,12,0,0,0,0,30,30,0,0,913,784,129,0,0,0,0,0,278,260,18,0,70,14,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,30,43,6,0,69,21,135,187,133,"SNNPR","Sidama"
535,"Chirkos",2017,290,290,0,1,976,64,226,1,1,0,0,2255,2255,0,0,6665,6665,0,0,70,69,1,0,5733,5733,0,0,225,225,0,0,1,0,0,0,4,0,0,0,41,0,1,0,0,0,11,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,384,6,0,3032,0,382,3399,3422,397,"Addis Ababa","Chirkos"
536,"Chiro Hospital",2017,24,24,0,0,3301,18,6,58,29,29,0,44,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,281,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,52,0,0,0,3,55,53,55,"Oromia","West Hararge"
537,"Chiro Hospital",2018,18,18,0,0,1913,11,8,46,5,41,0,6,6,0,0,425,425,0,0,0,0,0,0,0,0,0,0,272,0,272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,0,48,49,48,"Oromia","West Hararge"
538,"Chiro Town",2017,160,160,0,0,2571,77,83,1,1,0,0,168,168,0,0,1115,1115,0,0,0,0,0,0,4,4,0,0,42,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,153,50,0,51,232,254,51,"Oromia","West Hararge"
539,"Chiro Town",2018,53,53,0,0,2098,45,11,0,0,0,0,228,204,24,0,947,947,0,0,0,0,0,0,2,2,0,0,62,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,156,52,0,51,259,260,51,"Oromia","West Hararge"
540,"Chiro Zuriya",2017,13,13,0,0,363,11,2,0,0,0,0,27,27,0,0,25,25,0,0,0,0,0,0,0,0,0,0,1394,1321,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2036,335,0,0,6,1872,319,2191,2377,2191,"Oromia","West Hararge"
541,"Chiro Zuriya",2018,11,11,0,0,234,11,1,0,0,0,0,143,143,0,0,35,35,0,0,0,0,0,0,0,0,0,0,1731,1635,96,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,364,0,6,0,1807,330,2137,2449,2137,"Oromia","West Hararge"
542,"Chole",2017,161,161,0,0,677,121,45,0,0,0,0,29,29,0,0,890,890,0,0,0,0,0,0,15,15,0,0,186,181,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,864,192,0,0,220,817,184,1013,1276,1001,"Oromia","Arsi"
543,"Chole",2018,31,31,0,0,190,22,8,0,0,0,0,11,11,0,0,401,401,0,0,0,0,0,0,6,6,0,0,123,114,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,756,168,0,0,210,703,159,862,1134,862,"Oromia","Arsi"
544,"Chomen Guduru",2017,27,27,0,0,341,18,9,0,0,0,0,24,24,0,0,69,69,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,26,0,0,0,133,26,159,169,159,"Oromia","Horo Gudru Wellega"
545,"Chomen Guduru",2018,19,19,0,0,866,11,7,0,0,0,0,40,40,0,0,46,46,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,572,104,0,0,0,571,104,675,676,675,"Oromia","Horo Gudru Wellega"
546,"Chora",2017,153,153,0,0,2145,37,98,0,0,0,0,81,81,0,0,264,264,0,0,0,0,0,0,40,40,0,0,14,12,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,250,0,0,103,1425,239,1767,1968,1664,"Oromia","Buno Bedele"
547,"Chora",2018,90,90,0,0,1870,20,70,0,0,0,0,41,41,0,0,220,220,0,0,0,0,0,0,50,50,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1678,240,0,0,97,1313,222,1629,2015,1535,"Oromia","Buno Bedele"
548,"Chora Boter",2017,484,484,0,0,5391,426,34,0,0,0,0,136,136,0,0,152,152,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,157,0,0,0,852,157,1009,1041,1009,"Oromia","Jimma"
549,"Chora Boter",2018,194,194,0,0,4987,164,28,0,0,0,0,153,153,0,0,161,161,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,147,0,0,0,822,146,970,980,969,"Oromia","Jimma"
550,"Chuko",2017,498,498,0,0,12403,206,297,1,0,1,0,470,470,0,0,3203,3197,6,0,0,0,0,0,561,555,6,0,607,578,29,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,392,0,0,97,1274,390,1823,1763,1665,"SNNPR","Sidama"
551,"Chuko",2018,143,143,0,0,7834,41,102,0,0,0,0,344,344,0,0,2150,2150,0,0,0,0,0,0,576,576,0,0,392,380,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,331,0,0,180,1196,329,1735,1707,1528,"SNNPR","Sidama"
552,"Chuko HSP",2018,26,26,0,0,4322,16,10,0,0,0,0,59,59,0,0,1686,1686,0,0,0,0,0,0,1055,1055,0,0,57,53,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29,30,29,"SNNPR","Sidama"
553,"Codi",2017,545,545,0,0,2133,321,223,0,0,0,0,46,46,0,0,98,98,0,0,0,0,0,0,0,0,0,0,182,178,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,98,0,0,0,536,98,634,654,634,"Oromia","West Shewa"
554,"Codi",2018,320,320,0,0,1584,230,90,0,0,0,0,81,81,0,0,190,190,0,0,0,0,0,0,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,100,0,0,0,503,98,601,650,601,"Oromia","West Shewa"
555,"Dabat",2017,2182,2182,0,0,7680,1387,795,0,0,0,0,400,398,2,0,14,14,0,0,0,0,0,0,0,0,0,0,603,603,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1612,312,0,0,0,1566,312,1878,1924,1878,"Amhara","North Gondar"
556,"Dabat",2018,1432,1432,0,0,5788,969,463,0,0,0,0,448,448,0,0,10,10,0,0,0,0,0,0,0,0,0,0,519,519,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1612,312,0,0,0,1610,312,1922,1924,1922,"Amhara","North Gondar"
557,"Dagah Mado",2017,124,124,0,0,106,60,20,0,0,0,0,104,104,0,0,58,58,0,0,0,0,0,0,0,0,0,0,76,76,0,0,2,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10,0,0,0,76,10,86,86,86,"Somali","Jarar"
558,"Dagahbur City",2017,143,143,0,0,129,112,8,0,0,0,0,49,49,0,0,28,28,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,0,38,19,57,57,57,"Somali","Jarar"
559,"Dagahbur City",2018,475,474,1,0,421,302,17,0,0,0,0,59,59,0,0,112,111,1,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,42,0,0,0,98,41,139,144,139,"Somali","Jarar"
560,"Dagahbur Councile",2017,90,90,0,0,61,41,6,0,0,0,0,32,32,0,0,29,29,0,0,0,0,0,0,0,0,0,0,57,55,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,0,0,0,32,16,48,48,48,"Somali","Jarar"
561,"Dagahbur Hospital",2017,1255,1255,0,0,499,314,40,14,0,14,0,41,41,0,0,24,24,0,0,0,0,0,0,0,0,0,0,1125,869,256,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,43,43,"Somali","Jarar"
562,"Dagahbur Hospital",2018,54,54,0,0,38,14,6,16,6,10,0,64,64,0,0,51,51,0,0,0,0,0,0,0,0,0,0,355,282,73,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,43,0,0,48,11,102,106,102,"Somali","Jarar"
563,"Dagahbur Rural",2017,390,390,0,0,345,261,37,0,0,0,0,191,191,0,0,67,67,0,0,0,0,0,0,0,0,0,0,450,436,14,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,36,0,0,0,260,36,296,296,296,"Somali","Jarar"
564,"Dagahbur Rural",2018,258,258,0,0,230,67,3,0,0,0,0,378,378,0,0,16,16,0,0,0,0,0,0,0,0,0,0,494,486,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,102,1,0,0,492,102,595,644,595,"Somali","Jarar"
565,"DagahMado",2017,180,180,0,0,149,104,26,0,0,0,0,80,80,0,0,49,49,0,0,0,0,0,0,0,0,0,0,131,130,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,80,24,104,100,104,"Somali","Jarar"
566,"DagahMado",2018,261,261,0,0,291,131,16,1,1,0,0,167,165,2,0,97,96,1,0,0,0,0,0,0,0,0,0,477,463,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,71,2,0,0,284,71,357,385,357,"Somali","Jarar"
567,"Dagmawi Menelik Hospital",2017,6,4,2,0,4,2,3,24,6,18,0,4,4,0,0,19,18,1,0,7,4,3,1,6,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,51,46,51,"Addis Ababa","Yeka"
568,"Dagmawi Menelik Hospital",2018,6,3,3,0,2,4,0,76,39,37,0,1,1,0,0,7,7,0,0,3,1,2,0,5,3,2,0,32,21,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,51,51,51,"Addis Ababa","Yeka"
569,"Dale",2017,1902,1902,0,0,10594,1256,647,0,0,0,0,611,611,0,0,3650,3650,0,0,0,0,0,0,1261,1261,0,0,471,447,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,490,0,36,0,1755,493,2336,2290,2248,"SNNPR","Sidama"
570,"Dale",2018,786,786,0,0,8437,341,438,0,0,0,0,585,585,0,0,3280,3277,3,0,6,0,6,0,1089,1088,1,0,415,381,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,518,0,84,3,1636,514,2325,2283,2150,"SNNPR","Sidama"
571,"Dale Sedi",2017,200,193,7,0,4305,144,49,0,0,0,0,90,89,1,0,2423,2391,32,0,1,1,0,0,1,1,0,0,53,51,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1456,260,0,0,0,1399,260,1659,1716,1659,"Oromia","Qeleme Wellega"
572,"Dale Sedi",2018,75,75,0,0,4455,57,18,0,0,0,0,60,60,0,0,2293,2272,21,0,0,0,0,0,26,26,0,0,91,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1428,255,0,0,0,1374,254,1628,1683,1628,"Oromia","Qeleme Wellega"
573,"Dale Wabera",2017,4117,4103,14,0,11673,2336,1773,0,0,0,0,17,17,0,0,2296,2285,11,0,0,0,0,0,2312,2308,4,0,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1474,258,50,0,0,1422,248,1719,1782,1719,"Oromia","Qeleme Wellega"
574,"Dale Wabera",2018,2246,2245,1,0,9923,1710,535,0,0,0,0,16,16,0,0,1463,1463,0,0,0,0,0,0,1067,1067,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1246,259,51,0,0,1138,207,1371,1556,1371,"Oromia","Qeleme Wellega"
575,"Dalocha",2017,262,262,0,0,9878,149,117,0,0,0,0,31,31,0,0,2513,2513,0,0,0,0,0,0,1684,1684,0,0,350,292,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,200,0,0,0,950,200,1150,1150,1150,"SNNPR","Siliti"
576,"Dalocha",2018,0,0,0,0,4968,0,0,0,0,0,0,117,117,0,0,2783,2783,0,0,0,0,0,0,2274,2274,0,0,353,287,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,931,196,0,0,0,926,196,1122,1127,1122,"SNNPR","Siliti"
577,"Dambel",2017,28,28,0,0,29,23,2,0,0,0,0,137,137,0,0,11,11,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,51,0,0,0,270,49,319,323,319,"Somali","SITTI"
578,"Dambi Dollo",2017,100,100,0,0,760,36,64,0,0,0,0,57,57,0,0,1010,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,102,0,37,93,140,37,"Oromia","Qeleme Wellega"
579,"Dambi Dollo",2018,33,33,0,0,863,9,24,0,0,0,0,81,81,0,0,1259,1259,0,0,0,0,0,0,10,10,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,50,89,150,50,"Oromia","Qeleme Wellega"
580,"Dambi Dolo Hospital",2017,247,235,12,0,7111,137,110,0,0,0,0,0,0,0,0,1602,1510,92,0,0,0,0,0,0,0,0,0,225,157,68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,39,0,0,0,0,39,39,39,"Oromia","Qeleme Wellega"
581,"Dambi Dolo Hospital",2018,147,147,0,0,7136,75,72,35,3,32,0,6,3,3,0,5360,5323,37,0,0,0,0,0,5009,4980,29,0,373,187,186,0,2,0,0,0,0,0,0,0,4,0,1,1,0,0,9,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50,0,0,0,0,50,50,50,"Oromia","Qeleme Wellega"
582,"Damot Gale",2017,1384,1384,0,0,14567,815,558,0,0,0,0,36,36,0,0,954,954,0,0,0,0,0,0,0,0,0,0,389,371,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,312,0,22,66,1500,306,1838,2012,1806,"SNNPR","Wolayita"
583,"Damot Gale",2018,862,862,0,0,13506,546,324,0,0,0,0,0,0,0,0,958,956,2,0,0,0,0,0,0,0,0,0,210,204,6,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1417,306,0,25,200,1397,306,1804,1948,1703,"SNNPR","Wolayita"
584,"Damot Pulasa",2017,1207,1207,0,0,14593,696,507,0,0,0,0,9,9,0,0,251,251,0,0,0,0,0,0,0,0,0,0,346,341,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,260,0,0,182,1196,260,1460,1638,1456,"SNNPR","Wolayita"
585,"Damot Pulasa",2018,1206,1206,0,0,20263,719,478,0,0,0,0,53,53,0,0,720,720,0,0,0,0,0,0,5,5,0,0,213,210,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,255,0,25,225,1149,250,1487,1678,1399,"SNNPR","Wolayita"
586,"Damot Sore",2017,1196,1196,0,0,8717,953,243,1,0,1,0,44,44,0,0,389,389,0,0,3,3,0,0,0,0,0,0,252,244,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,260,0,0,224,1056,260,1316,1524,1316,"SNNPR","Wolayita"
587,"Damot Sore",2018,997,997,0,0,10096,823,175,0,0,0,0,35,35,0,0,481,481,0,0,0,0,0,0,0,0,0,0,60,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,255,0,0,625,1020,255,1459,1900,1275,"SNNPR","Wolayita"
