"administrative_area_level_1","administrative_area_level_2","parseDate","uniloc.x","precipitation","year","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","uniloc.y","Maize(white)-Retail_li","Wheat-Wholesale_li"
"Oromia","East Shewa","2013-06","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","291918.733333333","9768.12098333333","Ethiopia-Oromia-Shashemene",NA,"731.641955555556"
"Oromia","East Shewa","2013-06","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","291918.733333333","9768.12098333333","Ethiopia-Oromia-Wolenchiti","5.47222222222222",NA
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","292596.8","9790.8103","Ethiopia-Oromia-Shashemene",NA,"744.481466666667"
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","292596.8","9790.8103","Ethiopia-Oromia-Nazareth",NA,"789.1111"
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","292596.8","9790.8103","Ethiopia-Oromia-Wolenchiti","5.47916666666667",NA
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",266.657326745455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1802179.4","189.64818","Ethiopia-Oromia-Shashemene",NA,"744.481466666667"
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",266.657326745455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1802179.4","189.64818","Ethiopia-Oromia-Nazareth",NA,"789.1111"
"Oromia","East Shewa","2013-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",266.657326745455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1802179.4","189.64818","Ethiopia-Oromia-Wolenchiti","5.47916666666667",NA
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",187.863893927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1806355.76666667","190.08767","Ethiopia-Oromia-Wolenchiti","5.48611111111111",NA
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",187.863893927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1806355.76666667","190.08767","Ethiopia-Oromia-Shashemene",NA,"757.320977777778"
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",187.863893927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1806355.76666667","190.08767","Ethiopia-Oromia-Nazareth",NA,"803.740733333333"
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293274.866666667","9813.49961666667","Ethiopia-Oromia-Wolenchiti","5.48611111111111",NA
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293274.866666667","9813.49961666667","Ethiopia-Oromia-Shashemene",NA,"757.320977777778"
"Oromia","East Shewa","2013-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293274.866666667","9813.49961666667","Ethiopia-Oromia-Nazareth",NA,"803.740733333333"
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293952.933333333","9836.18893333333","Ethiopia-Oromia-Shashemene",NA,"770.160488888889"
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293952.933333333","9836.18893333333","Ethiopia-Oromia-Nazareth",NA,"818.370366666667"
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","293952.933333333","9836.18893333333","Ethiopia-Oromia-Wolenchiti","5.49305555555556",NA
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",124.058647755455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1810532.13333333","190.52716","Ethiopia-Oromia-Shashemene",NA,"770.160488888889"
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",124.058647755455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1810532.13333333","190.52716","Ethiopia-Oromia-Nazareth",NA,"818.370366666667"
"Oromia","East Shewa","2013-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",124.058647755455,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1810532.13333333","190.52716","Ethiopia-Oromia-Wolenchiti","5.49305555555556",NA
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",66.2988848972727,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1814708.5","190.96665","Ethiopia-Oromia-Shashemene",NA,"783"
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",66.2988848972727,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1814708.5","190.96665","Ethiopia-Oromia-Nazareth",NA,"833"
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",66.2988848972727,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1814708.5","190.96665","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","294631","9858.87825","Ethiopia-Oromia-Shashemene",NA,"783"
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","294631","9858.87825","Ethiopia-Oromia-Nazareth",NA,"833"
"Oromia","East Shewa","2013-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","294631","9858.87825","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",18.0723846927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1818884.86666667","191.40614","Ethiopia-Oromia-Nazareth",NA,"781.5"
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",18.0723846927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1818884.86666667","191.40614","Ethiopia-Oromia-Shashemene",NA,"938"
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",18.0723846927273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1818884.86666667","191.40614","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295309.066666667","9881.56756666667","Ethiopia-Oromia-Nazareth",NA,"781.5"
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295309.066666667","9881.56756666667","Ethiopia-Oromia-Shashemene",NA,"938"
"Oromia","East Shewa","2013-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295309.066666667","9881.56756666667","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",3.50515602527273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1823061.23333333","191.84563","Ethiopia-Oromia-Nazareth",NA,"730"
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",3.50515602527273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1823061.23333333","191.84563","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",3.50515602527273,"2013","10053.51","550.7608","9502.751","ETH","Ethiopia","1823061.23333333","191.84563","Ethiopia-Oromia-Shashemene",NA,"743"
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295987.133333333","9904.25688333333","Ethiopia-Oromia-Nazareth",NA,"730"
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295987.133333333","9904.25688333333","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2013-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2013","29.88484","0","29.88484","ETH","Ethiopia","295987.133333333","9904.25688333333","Ethiopia-Oromia-Shashemene",NA,"743"
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",8.37301945881818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1827237.6","192.28512","Ethiopia-Oromia-Shashemene",NA,"882.7778"
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",8.37301945881818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1827237.6","192.28512","Ethiopia-Oromia-Nazareth",NA,"892.75"
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",8.37301945881818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1827237.6","192.28512","Ethiopia-Oromia-Wolenchiti","5.666667",NA
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","296665.2","9926.9462","Ethiopia-Oromia-Shashemene",NA,"882.7778"
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","296665.2","9926.9462","Ethiopia-Oromia-Nazareth",NA,"892.75"
"Oromia","East Shewa","2014-01","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","296665.2","9926.9462","Ethiopia-Oromia-Wolenchiti","5.666667",NA
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",26.8743259063636,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1831413.96666667","192.72461","Ethiopia-Oromia-Wolenchiti","5.64814844444444",NA
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",26.8743259063636,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1831413.96666667","192.72461","Ethiopia-Oromia-Nazareth",NA,"906.333333333333"
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",26.8743259063636,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1831413.96666667","192.72461","Ethiopia-Oromia-Shashemene",NA,"891.9136"
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","297343.266666667","9949.63551666667","Ethiopia-Oromia-Wolenchiti","5.64814844444444",NA
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","297343.266666667","9949.63551666667","Ethiopia-Oromia-Nazareth",NA,"906.333333333333"
"Oromia","East Shewa","2014-02","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","297343.266666667","9949.63551666667","Ethiopia-Oromia-Shashemene",NA,"891.9136"
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298021.333333333","9972.32483333333","Ethiopia-Oromia-Shashemene",NA,"901.0494"
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298021.333333333","9972.32483333333","Ethiopia-Oromia-Nazareth",NA,"919.916666666667"
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298021.333333333","9972.32483333333","Ethiopia-Oromia-Wolenchiti","5.62962988888889",NA
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",38.3161077381818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1835590.33333333","193.1641","Ethiopia-Oromia-Shashemene",NA,"901.0494"
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",38.3161077381818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1835590.33333333","193.1641","Ethiopia-Oromia-Nazareth",NA,"919.916666666667"
"Oromia","East Shewa","2014-03","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",38.3161077381818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1835590.33333333","193.1641","Ethiopia-Oromia-Wolenchiti","5.62962988888889",NA
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298699.4","9995.01415","Ethiopia-Oromia-Nazareth",NA,"933.5"
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298699.4","9995.01415","Ethiopia-Oromia-Wolenchiti","5.61111133333333",NA
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","298699.4","9995.01415","Ethiopia-Oromia-Shashemene",NA,"910.1852"
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",43.5919015081818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1839766.7","193.60359","Ethiopia-Oromia-Nazareth",NA,"933.5"
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",43.5919015081818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1839766.7","193.60359","Ethiopia-Oromia-Wolenchiti","5.61111133333333",NA
"Oromia","East Shewa","2014-04","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",43.5919015081818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1839766.7","193.60359","Ethiopia-Oromia-Shashemene",NA,"910.1852"
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",90.2349362245455,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1843943.06666667","194.04308","Ethiopia-Oromia-Wolenchiti","5.59259277777778",NA
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",90.2349362245455,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1843943.06666667","194.04308","Ethiopia-Oromia-Shashemene",NA,"919.321"
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",90.2349362245455,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1843943.06666667","194.04308","Ethiopia-Oromia-Nazareth",NA,"947.083333333333"
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","299377.466666667","10017.7034666667","Ethiopia-Oromia-Wolenchiti","5.59259277777778",NA
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","299377.466666667","10017.7034666667","Ethiopia-Oromia-Shashemene",NA,"919.321"
"Oromia","East Shewa","2014-05","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","299377.466666667","10017.7034666667","Ethiopia-Oromia-Nazareth",NA,"947.083333333333"
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",54.0649128872727,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1848119.43333333","194.48257","Ethiopia-Oromia-Shashemene",NA,"928.4568"
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",54.0649128872727,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1848119.43333333","194.48257","Ethiopia-Oromia-Nazareth",NA,"960.666666666667"
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",54.0649128872727,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1848119.43333333","194.48257","Ethiopia-Oromia-Wolenchiti","5.57407422222222",NA
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300055.533333333","10040.3927833333","Ethiopia-Oromia-Shashemene",NA,"928.4568"
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300055.533333333","10040.3927833333","Ethiopia-Oromia-Nazareth",NA,"960.666666666667"
"Oromia","East Shewa","2014-06","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300055.533333333","10040.3927833333","Ethiopia-Oromia-Wolenchiti","5.57407422222222",NA
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",175.394291554545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1852295.8","194.92206","Ethiopia-Oromia-Wolenchiti","5.55555566666667",NA
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",175.394291554545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1852295.8","194.92206","Ethiopia-Oromia-Nazareth",NA,"974.25"
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",175.394291554545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1852295.8","194.92206","Ethiopia-Oromia-Shashemene",NA,"937.5926"
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300733.6","10063.0821","Ethiopia-Oromia-Wolenchiti","5.55555566666667",NA
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300733.6","10063.0821","Ethiopia-Oromia-Nazareth",NA,"974.25"
"Oromia","East Shewa","2014-07","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","300733.6","10063.0821","Ethiopia-Oromia-Shashemene",NA,"937.5926"
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","301411.666666667","10085.7714166667","Ethiopia-Oromia-Wolenchiti","5.53703711111111",NA
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","301411.666666667","10085.7714166667","Ethiopia-Oromia-Nazareth",NA,"987.833333333333"
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","301411.666666667","10085.7714166667","Ethiopia-Oromia-Shashemene",NA,"946.7284"
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",221.743042727273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1856472.16666667","195.36155","Ethiopia-Oromia-Wolenchiti","5.53703711111111",NA
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",221.743042727273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1856472.16666667","195.36155","Ethiopia-Oromia-Nazareth",NA,"987.833333333333"
"Oromia","East Shewa","2014-08","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",221.743042727273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1856472.16666667","195.36155","Ethiopia-Oromia-Shashemene",NA,"946.7284"
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",111.010562354545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1860648.53333333","195.80104","Ethiopia-Oromia-Wolenchiti","5.51851855555556",NA
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",111.010562354545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1860648.53333333","195.80104","Ethiopia-Oromia-Shashemene",NA,"955.8642"
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",111.010562354545,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1860648.53333333","195.80104","Ethiopia-Oromia-Nazareth",NA,"1001.41666666667"
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302089.733333333","10108.4607333333","Ethiopia-Oromia-Wolenchiti","5.51851855555556",NA
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302089.733333333","10108.4607333333","Ethiopia-Oromia-Shashemene",NA,"955.8642"
"Oromia","East Shewa","2014-09","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302089.733333333","10108.4607333333","Ethiopia-Oromia-Nazareth",NA,"1001.41666666667"
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302767.8","10131.15005","Ethiopia-Oromia-Nazareth",NA,"1015"
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302767.8","10131.15005","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","302767.8","10131.15005","Ethiopia-Oromia-Shashemene",NA,"965"
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",70.6618144209091,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1864824.9","196.24053","Ethiopia-Oromia-Nazareth",NA,"1015"
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",70.6618144209091,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1864824.9","196.24053","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2014-10","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",70.6618144209091,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1864824.9","196.24053","Ethiopia-Oromia-Shashemene",NA,"965"
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","303445.866666667","10153.8393666667","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","303445.866666667","10153.8393666667","Ethiopia-Oromia-Shashemene",NA,"840"
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","303445.866666667","10153.8393666667","Ethiopia-Oromia-Nazareth",NA,"988"
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.84038801781818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1869001.26666667","196.68002","Ethiopia-Oromia-Wolenchiti","5.5",NA
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.84038801781818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1869001.26666667","196.68002","Ethiopia-Oromia-Shashemene",NA,"840"
"Oromia","East Shewa","2014-11","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.84038801781818,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1869001.26666667","196.68002","Ethiopia-Oromia-Nazareth",NA,"988"
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","304123.933333333","10176.5286833333","Ethiopia-Oromia-Shashemene",NA,"895"
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","304123.933333333","10176.5286833333","Ethiopia-Oromia-Nazareth",NA,"970"
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-ADAMA SPECIAL ZONE",NA,"2014","29.88484","0","29.88484","ETH","Ethiopia","304123.933333333","10176.5286833333","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",9.70376549827273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1873177.63333333","197.11951","Ethiopia-Oromia-Shashemene",NA,"895"
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",9.70376549827273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1873177.63333333","197.11951","Ethiopia-Oromia-Nazareth",NA,"970"
"Oromia","East Shewa","2014-12","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",9.70376549827273,"2014","10053.51","550.7608","9502.751","ETH","Ethiopia","1873177.63333333","197.11951","Ethiopia-Oromia-Wolenchiti","5",NA
"Oromia","East Shewa","2015-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.54641987309091,"2015","10053.51","550.7608","9502.751","ETH","Ethiopia","1877354","197.559","Ethiopia-Oromia-Shashemene",NA,"985.8522"
"Oromia","East Shewa","2015-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.54641987309091,"2015","10053.51","550.7608","9502.751","ETH","Ethiopia","1877354","197.559","Ethiopia-Oromia-Merti","6",NA
"Oromia","East Shewa","2015-01","Ethiopia-OROMIA REGION-EAST SHEWA ZONE",7.54641987309091,"2015","10053.51","550.7608","9502.751","ETH","Ethiopia","1877354","197.559","Ethiopia-Oromia-Wolenchiti","5.22",NA
