"administrative_area_level_1","administrative_area_level_2","parseDate","uniloc.x","precipitation","year","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","uniloc.y","Maize(white)-Retail_li","Wheat-Wholesale_li"
"Addis Ababa",NA,"2011-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3260781.2","6005.8434","Ethiopia-Addis Ababa-Addis Ababa",NA,"709.5111"
"Addis Ababa",NA,"2011-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3266203.55","6015.83051666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"719.3432"
"Addis Ababa",NA,"2011-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3271625.9","6025.81763333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"729.1753"
"Addis Ababa",NA,"2011-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3277048.25","6035.80475","Ethiopia-Addis Ababa-Addis Ababa",NA,"739.0074"
"Addis Ababa",NA,"2011-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3282470.6","6045.79186666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"748.8395"
"Addis Ababa",NA,"2011-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3287892.95","6055.77898333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"758.6716"
"Addis Ababa",NA,"2011-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3293315.3","6065.7661","Ethiopia-Addis Ababa-Addis Ababa",NA,"768.5037"
"Addis Ababa",NA,"2011-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3298737.65","6075.75321666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"778.3358"
"Addis Ababa",NA,"2011-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3304160","6085.74033333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"788.1679"
"Addis Ababa",NA,"2011-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3309582.35","6095.72745","Ethiopia-Addis Ababa-Addis Ababa",NA,"798"
"Addis Ababa",NA,"2011-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3315004.7","6105.71456666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"767"
"Addis Ababa",NA,"2011-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2011","542.9348","0","542.9348","ETH","Ethiopia","3320427.05","6115.70168333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"658.4"
"Addis Ababa",NA,"2012-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3325849.4","6125.6888","Ethiopia-Addis Ababa-Addis Ababa",NA,"708"
"Addis Ababa",NA,"2012-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3331271.75","6135.67591666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"710.444444444444"
"Addis Ababa",NA,"2012-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3336694.1","6145.66303333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"712.888888888889"
"Addis Ababa",NA,"2012-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3342116.45","6155.65015","Ethiopia-Addis Ababa-Addis Ababa",NA,"715.333333333333"
"Addis Ababa",NA,"2012-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3347538.8","6165.63726666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"717.777777777778"
"Addis Ababa",NA,"2012-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3352961.15","6175.62438333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"720.222222222222"
"Addis Ababa",NA,"2012-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3358383.5","6185.6115","Ethiopia-Addis Ababa-Addis Ababa",NA,"722.666666666667"
"Addis Ababa",NA,"2012-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3363805.85","6195.59861666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"725.111111111111"
"Addis Ababa",NA,"2012-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3369228.2","6205.58573333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"727.555555555556"
"Addis Ababa",NA,"2012-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3374650.55","6215.57285","Ethiopia-Addis Ababa-Addis Ababa",NA,"730"
"Addis Ababa",NA,"2012-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3380072.9","6225.55996666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"666"
"Addis Ababa",NA,"2012-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2012","542.9348","0","542.9348","ETH","Ethiopia","3385495.25","6235.54708333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"667"
"Addis Ababa",NA,"2013-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3390917.6","6245.5342","Ethiopia-Addis Ababa-Addis Ababa",NA,"732.6667"
"Addis Ababa",NA,"2013-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3396339.95","6255.52131666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"749.259288888889"
"Addis Ababa",NA,"2013-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3401762.3","6265.50843333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"765.851877777778"
"Addis Ababa",NA,"2013-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3407184.65","6275.49555","Ethiopia-Addis Ababa-Addis Ababa",NA,"782.444466666667"
"Addis Ababa",NA,"2013-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3412607","6285.48266666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"799.037055555556"
"Addis Ababa",NA,"2013-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3418029.35","6295.46978333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"815.629644444444"
"Addis Ababa",NA,"2013-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3423451.7","6305.4569","Ethiopia-Addis Ababa-Addis Ababa",NA,"832.222233333333"
"Addis Ababa",NA,"2013-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3428874.05","6315.44401666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"848.814822222222"
"Addis Ababa",NA,"2013-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3434296.4","6325.43113333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"865.407411111111"
"Addis Ababa",NA,"2013-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3439718.75","6335.41825","Ethiopia-Addis Ababa-Addis Ababa",NA,"882"
"Addis Ababa",NA,"2013-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3445141.1","6345.40536666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"845"
"Addis Ababa",NA,"2013-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2013","542.9348","0","542.9348","ETH","Ethiopia","3450563.45","6355.39248333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"792"
"Addis Ababa",NA,"2014-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3455985.8","6365.3796","Ethiopia-Addis Ababa-Addis Ababa",NA,"898.6667"
"Addis Ababa",NA,"2014-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3461408.15","6375.36671666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"913.037066666667"
"Addis Ababa",NA,"2014-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3466830.5","6385.35383333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"927.407433333333"
"Addis Ababa",NA,"2014-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3472252.85","6395.34095","Ethiopia-Addis Ababa-Addis Ababa",NA,"941.7778"
"Addis Ababa",NA,"2014-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3477675.2","6405.32806666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"956.148166666667"
"Addis Ababa",NA,"2014-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3483097.55","6415.31518333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"970.518533333333"
"Addis Ababa",NA,"2014-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3488519.9","6425.3023","Ethiopia-Addis Ababa-Addis Ababa",NA,"984.8889"
"Addis Ababa",NA,"2014-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3493942.25","6435.28941666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"999.259266666667"
"Addis Ababa",NA,"2014-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3499364.6","6445.27653333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1013.62963333333"
"Addis Ababa",NA,"2014-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3504786.95","6455.26365","Ethiopia-Addis Ababa-Addis Ababa",NA,"1028"
"Addis Ababa",NA,"2014-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3510209.3","6465.25076666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"970"
"Addis Ababa",NA,"2014-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2014","542.9348","0","542.9348","ETH","Ethiopia","3515631.65","6475.23788333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"980"
"Addis Ababa",NA,"2015-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3521054","6485.225","Ethiopia-Addis Ababa-Addis Ababa",NA,"1016.0189"
"Addis Ababa",NA,"2015-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3526513.63333333","6495.28078333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1019.23902222222"
"Addis Ababa",NA,"2015-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3531973.26666667","6505.33656666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1022.45914444444"
"Addis Ababa",NA,"2015-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3537432.9","6515.39235","Ethiopia-Addis Ababa-Addis Ababa",NA,"1025.67926666667"
"Addis Ababa",NA,"2015-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3542892.53333333","6525.44813333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1028.89938888889"
"Addis Ababa",NA,"2015-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3548352.16666667","6535.50391666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1032.11951111111"
"Addis Ababa",NA,"2015-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3553811.8","6545.5597","Ethiopia-Addis Ababa-Addis Ababa",NA,"1035.33963333333"
"Addis Ababa",NA,"2015-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3559271.43333333","6555.61548333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1038.55975555556"
"Addis Ababa",NA,"2015-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3564731.06666667","6565.67126666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1041.77987777778"
"Addis Ababa",NA,"2015-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3570190.7","6575.72705","Ethiopia-Addis Ababa-Addis Ababa",NA,"1045"
"Addis Ababa",NA,"2015-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3575650.33333333","6585.78283333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"984"
"Addis Ababa",NA,"2015-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2015","542.9348","0","542.9348","ETH","Ethiopia","3581109.96666667","6595.83861666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"972"
"Addis Ababa",NA,"2016-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3586569.6","6605.8944","Ethiopia-Addis Ababa-Addis Ababa",NA,"921.4444"
"Addis Ababa",NA,"2016-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3592029.23333333","6615.95018333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"912.395022222222"
"Addis Ababa",NA,"2016-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3597488.86666667","6626.00596666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"903.345644444444"
"Addis Ababa",NA,"2016-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3602948.5","6636.06175","Ethiopia-Addis Ababa-Addis Ababa",NA,"894.296266666667"
"Addis Ababa",NA,"2016-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3608408.13333333","6646.11753333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"885.246888888889"
"Addis Ababa",NA,"2016-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3613867.76666667","6656.17331666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"876.197511111111"
"Addis Ababa",NA,"2016-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3619327.4","6666.2291","Ethiopia-Addis Ababa-Addis Ababa",NA,"867.148133333333"
"Addis Ababa",NA,"2016-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3624787.03333333","6676.28488333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"858.098755555555"
"Addis Ababa",NA,"2016-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3630246.66666667","6686.34066666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"849.049377777778"
"Addis Ababa",NA,"2016-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3635706.3","6696.39645","Ethiopia-Addis Ababa-Addis Ababa",NA,"840"
"Addis Ababa",NA,"2016-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3641165.93333333","6706.45223333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"795"
"Addis Ababa",NA,"2016-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2016","542.9348","0","542.9348","ETH","Ethiopia","3646625.56666667","6716.50801666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"762"
"Addis Ababa",NA,"2017-01","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3652085.2","6726.5638","Ethiopia-Addis Ababa-Addis Ababa",NA,"911.1111"
"Addis Ababa",NA,"2017-02","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3657544.83333333","6736.61958333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"934.765422222222"
"Addis Ababa",NA,"2017-03","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3663004.46666667","6746.67536666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"958.419744444444"
"Addis Ababa",NA,"2017-04","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3668464.1","6756.73115","Ethiopia-Addis Ababa-Addis Ababa",NA,"982.074066666667"
"Addis Ababa",NA,"2017-05","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3673923.73333333","6766.78693333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1005.72838888889"
"Addis Ababa",NA,"2017-06","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3679383.36666667","6776.84271666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1029.38271111111"
"Addis Ababa",NA,"2017-07","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3684843","6786.8985","Ethiopia-Addis Ababa-Addis Ababa",NA,"1053.03703333333"
"Addis Ababa",NA,"2017-08","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3690302.63333333","6796.95428333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1076.69135555556"
"Addis Ababa",NA,"2017-09","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3695762.26666667","6807.01006666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1100.34567777778"
"Addis Ababa",NA,"2017-10","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3701221.9","6817.06585","Ethiopia-Addis Ababa-Addis Ababa",NA,"1124"
"Addis Ababa",NA,"2017-11","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3706681.53333333","6827.12163333333","Ethiopia-Addis Ababa-Addis Ababa",NA,"1137"
"Addis Ababa",NA,"2017-12","Ethiopia-ADDIS ABABA CITY ADMINISTRATION-ADDIS ABABA CITY ADMINISTRATION",NA,"2017","542.9348","0","542.9348","ETH","Ethiopia","3712141.16666667","6837.17741666667","Ethiopia-Addis Ababa-Addis Ababa",NA,"1125"
"Afar","Afar Zone 1","2011-01","Ethiopia-AFFAR REGION-ZONE 1",2.890281892125,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","493367.6","14.097944",NA,NA,NA
"Afar","Afar Zone 1","2011-02","Ethiopia-AFFAR REGION-ZONE 1",2.262574256625,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","494284.233333333","14.1241368333333",NA,NA,NA
"Afar","Afar Zone 1","2011-03","Ethiopia-AFFAR REGION-ZONE 1",22.707960530375,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","495200.866666667","14.1503296666667",NA,NA,NA
"Afar","Afar Zone 1","2011-04","Ethiopia-AFFAR REGION-ZONE 1",10.816188958,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","496117.5","14.1765225",NA,NA,NA
"Afar","Afar Zone 1","2011-05","Ethiopia-AFFAR REGION-ZONE 1",75.48638626375,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","497034.133333333","14.2027153333333",NA,NA,NA
"Afar","Afar Zone 1","2011-06","Ethiopia-AFFAR REGION-ZONE 1",4.10148568225,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","497950.766666667","14.2289081666667",NA,NA,NA
"Afar","Afar Zone 1","2011-07","Ethiopia-AFFAR REGION-ZONE 1",47.37346956375,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","498867.4","14.255101",NA,NA,NA
"Afar","Afar Zone 1","2011-08","Ethiopia-AFFAR REGION-ZONE 1",151.7970213525,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","499784.033333333","14.2812938333333",NA,NA,NA
"Afar","Afar Zone 1","2011-09","Ethiopia-AFFAR REGION-ZONE 1",31.244926935,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","500700.666666667","14.3074866666667",NA,NA,NA
"Afar","Afar Zone 1","2011-10","Ethiopia-AFFAR REGION-ZONE 1",20.92917343625,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","501617.3","14.3336795",NA,NA,NA
"Afar","Afar Zone 1","2011-11","Ethiopia-AFFAR REGION-ZONE 1",9.178929343875,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","502533.933333333","14.3598723333333",NA,NA,NA
"Afar","Afar Zone 1","2011-12","Ethiopia-AFFAR REGION-ZONE 1",5.664892631875,"2011","35332.18","336.4713","34995.71","ETH","Ethiopia","503450.566666667","14.3860651666667",NA,NA,NA
"Afar","Afar Zone 1","2012-01","Ethiopia-AFFAR REGION-ZONE 1",6.877377578875,"2012","35332.18","336.4713","34995.71","ETH","Ethiopia","504367.2","14.412258",NA,NA,NA
"Afar","Afar Zone 1","2012-02","Ethiopia-AFFAR REGION-ZONE 1",7.159863118625,"2012","35332.18","336.4713","34995.71","ETH","Ethiopia","505283.833333333","14.4384508333333",NA,NA,NA
"Afar","Afar Zone 1","2012-03","Ethiopia-AFFAR REGION-ZONE 1",24.524956147375,"2012","35332.18","336.4713","34995.71","ETH","Ethiopia","506200.466666667","14.4646436666667",NA,NA,NA
