"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","Maize_white_Retail_li","MaizeProductionQuintal","MaizeYieldQtHa","Month","Fertilizer_Area.HA","Fertilizer_Hectare","Fertilizer_Quintal","AnyAction","IndirectConflict","DirectConflict","Protest"
296,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-06",2010,171.637383158333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1816466,405.192,2.32493822222222,378230.8,18.19,6,237355,128650,144819,0,0,0,0
297,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-07",2010,132.789199958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1820880,406.1767,2.21870366666667,378230.8,18.19,7,237355,128650,144819,0,0,0,0
298,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-08",2010,117.95951325,4488.779,5.804249,4482.975,"ETH","Ethiopia",1825295,407.1615,2.11246911111111,378230.8,18.19,8,237355,128650,144819,0,0,0,0
299,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-09",2010,144.622704783333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1829710,408.1463,2.00623455555556,378230.8,18.19,9,237355,128650,144819,0,0,0,0
300,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-10",2010,93.3717624558333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1834124,409.1311,1.9,378230.8,18.19,10,237355,128650,144819,0,0,0,0
301,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-11",2010,43.7010473958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1838539,410.1158,2.3,378230.8,18.19,11,237355,128650,144819,0,0,0,0
302,"Southern Nations, Nationalities, and People's Region","Wolayita","2010-12",2010,14.4910403079167,4488.779,5.804249,4482.975,"ETH","Ethiopia",1842954,411.1006,2.34,378230.8,18.19,12,237355,128650,144819,0,0,0,0
303,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-01",2012,17.5495878716667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1900345,423.9027,5.433333,52239.39,17.09,1,305205,165005,160562,0,0,0,0
304,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-02",2012,11.8627355896667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1904760,424.8874,5.2699997,52239.39,17.09,2,305205,165005,160562,0,0,0,0
305,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-03",2012,75.7647238225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1909175,425.8722,5.1066664,52239.39,17.09,3,305205,165005,160562,0,0,0,0
306,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-04",2012,192.193681608333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1913589,426.857,4.9433331,52239.39,17.09,4,305205,165005,160562,0,0,0,0
307,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-05",2012,145.8051663,4488.779,5.804249,4482.975,"ETH","Ethiopia",1918004,427.8418,4.7799998,52239.39,17.09,5,305205,165005,160562,0,0,0,0
308,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-06",2012,189.061278436667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1922419,428.8265,4.6166665,52239.39,17.09,6,305205,165005,160562,0,0,0,0
309,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-07",2012,161.148674733333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1926834,429.8113,4.4533332,52239.39,17.09,7,305205,165005,160562,0,0,0,0
310,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-08",2012,144.415120983333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1931248,430.7961,4.2899999,52239.39,17.09,8,305205,165005,160562,0,0,0,0
311,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-09",2012,183.7839495,4488.779,5.804249,4482.975,"ETH","Ethiopia",1935663,431.7808,4.1266666,52239.39,17.09,9,305205,165005,160562,0,0,0,0
312,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-10",2012,37.9710715175,4488.779,5.804249,4482.975,"ETH","Ethiopia",1940078,432.7656,3.9633333,52239.39,17.09,10,305205,165005,160562,0,0,0,0
313,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-11",2012,75.3595936625,4488.779,5.804249,4482.975,"ETH","Ethiopia",1944492,433.7504,3.8,52239.39,17.09,11,305205,165005,160562,0,0,0,0
314,"Southern Nations, Nationalities, and People's Region","Wolayita","2012-12",2012,29.671228715,4488.779,5.804249,4482.975,"ETH","Ethiopia",1948907,434.7352,4.67,52239.39,17.09,12,305205,165005,160562,0,0,0,0
315,"Tigray","Central Tigray","2008-01",2008,23.8529053824,10481.93,0,10481.93,"ETH","Ethiopia",1402292,133.7819,5.293333,243984.7,13.99,1,64275,52705,8471,0,0,0,0
316,"Tigray","Central Tigray","2008-02",2008,1.0485734858,10481.93,0,10481.93,"ETH","Ethiopia",1405177,134.0571,5.44296266666667,243984.7,13.99,2,64275,52705,8471,0,0,0,0
317,"Tigray","Central Tigray","2008-03",2008,2.6978993291,10481.93,0,10481.93,"ETH","Ethiopia",1408063,134.3324,5.59259233333333,243984.7,13.99,3,64275,52705,8471,0,0,0,0
318,"Tigray","Central Tigray","2008-04",2008,34.015124623,10481.93,0,10481.93,"ETH","Ethiopia",1410948,134.6077,5.742222,243984.7,13.99,4,64275,52705,8471,0,0,0,0
319,"Tigray","Central Tigray","2008-05",2008,53.631098114,10481.93,0,10481.93,"ETH","Ethiopia",1413833,134.8829,5.89185166666667,243984.7,13.99,5,64275,52705,8471,0,0,0,0
320,"Tigray","Central Tigray","2008-06",2008,100.293942655,10481.93,0,10481.93,"ETH","Ethiopia",1416719,135.1582,6.04148133333333,243984.7,13.99,6,64275,52705,8471,0,0,0,0
321,"Tigray","Central Tigray","2008-07",2008,213.70705507,10481.93,0,10481.93,"ETH","Ethiopia",1419604,135.4335,6.191111,243984.7,13.99,7,64275,52705,8471,0,0,0,0
322,"Tigray","Central Tigray","2008-08",2008,201.93569874,10481.93,0,10481.93,"ETH","Ethiopia",1422489,135.7087,6.34074066666667,243984.7,13.99,8,64275,52705,8471,0,0,0,0
323,"Tigray","Central Tigray","2008-09",2008,70.598324529,10481.93,0,10481.93,"ETH","Ethiopia",1425374,135.984,6.49037033333333,243984.7,13.99,9,64275,52705,8471,0,0,0,0
324,"Tigray","Central Tigray","2008-10",2008,13.6835781611,10481.93,0,10481.93,"ETH","Ethiopia",1428260,136.2593,6.64,243984.7,13.99,10,64275,52705,8471,0,0,0,0
325,"Tigray","Central Tigray","2008-11",2008,9.6394520167,10481.93,0,10481.93,"ETH","Ethiopia",1431145,136.5345,5.8,243984.7,13.99,11,64275,52705,8471,0,0,0,0
326,"Tigray","Central Tigray","2008-12",2008,4.1373109375,10481.93,0,10481.93,"ETH","Ethiopia",1434030,136.8098,6,243984.7,13.99,12,64275,52705,8471,0,0,0,0
327,"Tigray","Central Tigray","2009-01",2009,0.9370723543,10481.93,0,10481.93,"ETH","Ethiopia",1436916,137.085,4.605556,296976.8,14.64,1,64649,53802,11120,0,0,0,0
328,"Tigray","Central Tigray","2009-02",2009,7.531516428,10481.93,0,10481.93,"ETH","Ethiopia",1439801,137.3603,4.69938311111111,296976.8,14.64,2,64649,53802,11120,0,0,0,0
329,"Tigray","Central Tigray","2009-03",2009,16.14601327,10481.93,0,10481.93,"ETH","Ethiopia",1442686,137.6356,4.79321022222222,296976.8,14.64,3,64649,53802,11120,0,0,0,0
330,"Tigray","Central Tigray","2009-04",2009,11.0735631991,10481.93,0,10481.93,"ETH","Ethiopia",1445571,137.9108,4.88703733333333,296976.8,14.64,4,64649,53802,11120,1,0,0,0
331,"Tigray","Central Tigray","2009-05",2009,10.9715095545,10481.93,0,10481.93,"ETH","Ethiopia",1448457,138.1861,4.98086444444444,296976.8,14.64,5,64649,53802,11120,0,0,0,0
332,"Tigray","Central Tigray","2009-06",2009,35.165582074,10481.93,0,10481.93,"ETH","Ethiopia",1451342,138.4614,5.07469155555556,296976.8,14.64,6,64649,53802,11120,0,0,0,0
333,"Tigray","Central Tigray","2009-07",2009,294.19650273,10481.93,0,10481.93,"ETH","Ethiopia",1454227,138.7366,5.16851866666667,296976.8,14.64,7,64649,53802,11120,0,0,0,0
334,"Tigray","Central Tigray","2009-08",2009,222.95081959,10481.93,0,10481.93,"ETH","Ethiopia",1457113,139.0119,5.26234577777778,296976.8,14.64,8,64649,53802,11120,0,0,0,0
335,"Tigray","Central Tigray","2009-09",2009,40.796316641,10481.93,0,10481.93,"ETH","Ethiopia",1459998,139.2871,5.35617288888889,296976.8,14.64,9,64649,53802,11120,0,0,0,0
336,"Tigray","Central Tigray","2009-10",2009,13.853919273,10481.93,0,10481.93,"ETH","Ethiopia",1462883,139.5624,5.45,296976.8,14.64,10,64649,53802,11120,0,0,0,0
337,"Tigray","Central Tigray","2009-11",2009,5.0587963872,10481.93,0,10481.93,"ETH","Ethiopia",1465768,139.8377,4.76,296976.8,14.64,11,64649,53802,11120,0,0,0,0
338,"Tigray","Central Tigray","2009-12",2009,3.6284921839,10481.93,0,10481.93,"ETH","Ethiopia",1468654,140.1129,4.76,296976.8,14.64,12,64649,53802,11120,0,0,0,0
339,"Tigray","Central Tigray","2010-01",2010,19.708869477,10481.93,0,10481.93,"ETH","Ethiopia",1471539,140.3882,4.092857,322304.9,14.97,1,62857,55288,14496,0,0,0,0
340,"Tigray","Central Tigray","2010-02",2010,5.1868261752,10481.93,0,10481.93,"ETH","Ethiopia",1474604,140.6807,4.026984,322304.9,14.97,2,62857,55288,14496,0,0,0,0
341,"Tigray","Central Tigray","2010-03",2010,34.406680401,10481.93,0,10481.93,"ETH","Ethiopia",1477670,140.9731,3.961111,322304.9,14.97,3,62857,55288,14496,0,0,0,0
342,"Tigray","Central Tigray","2010-04",2010,41.348640121,10481.93,0,10481.93,"ETH","Ethiopia",1480736,141.2656,3.895238,322304.9,14.97,4,62857,55288,14496,0,0,0,0
343,"Tigray","Central Tigray","2010-05",2010,38.839276534,10481.93,0,10481.93,"ETH","Ethiopia",1483801,141.558,3.829365,322304.9,14.97,5,62857,55288,14496,1,1,0,0
344,"Tigray","Central Tigray","2010-06",2010,75.498167559,10481.93,0,10481.93,"ETH","Ethiopia",1486866,141.8505,3.763492,322304.9,14.97,6,62857,55288,14496,0,0,0,0
345,"Tigray","Central Tigray","2010-07",2010,206.4488615,10481.93,0,10481.93,"ETH","Ethiopia",1489932,142.1429,3.697619,322304.9,14.97,7,62857,55288,14496,0,0,0,0
346,"Tigray","Central Tigray","2010-08",2010,301.35587238,10481.93,0,10481.93,"ETH","Ethiopia",1492998,142.4354,3.631746,322304.9,14.97,8,62857,55288,14496,0,0,0,0
347,"Tigray","Central Tigray","2010-09",2010,94.924135372,10481.93,0,10481.93,"ETH","Ethiopia",1496063,142.7278,3.565873,322304.9,14.97,9,62857,55288,14496,0,0,0,0
348,"Tigray","Central Tigray","2010-10",2010,8.075000507,10481.93,0,10481.93,"ETH","Ethiopia",1499128,143.0203,3.5,322304.9,14.97,10,62857,55288,14496,0,0,0,0
349,"Tigray","Central Tigray","2010-11",2010,8.3818289312,10481.93,0,10481.93,"ETH","Ethiopia",1502194,143.3127,3,322304.9,14.97,11,62857,55288,14496,0,0,0,0
350,"Tigray","Central Tigray","2010-12",2010,4.3471144793,10481.93,0,10481.93,"ETH","Ethiopia",1505260,143.6052,3.86,322304.9,14.97,12,62857,55288,14496,0,0,0,0
351,"Tigray","Central Tigray","2012-01",2012,6.3689806685,10481.93,0,10481.93,"ETH","Ethiopia",1545111,147.4071,6.983333,493368.4,22.76,1,69026,61502,31341,0,0,0,0
352,"Tigray","Central Tigray","2012-02",2012,4.9866579223,10481.93,0,10481.93,"ETH","Ethiopia",1548176,147.6996,6.94296266666667,493368.4,22.76,2,69026,61502,31341,0,0,0,0
353,"Tigray","Central Tigray","2012-03",2012,6.9039374856,10481.93,0,10481.93,"ETH","Ethiopia",1551242,147.992,6.90259233333333,493368.4,22.76,3,69026,61502,31341,0,0,0,0
354,"Tigray","Central Tigray","2012-04",2012,78.365931657,10481.93,0,10481.93,"ETH","Ethiopia",1554308,148.2845,6.862222,493368.4,22.76,4,69026,61502,31341,0,0,0,0
355,"Tigray","Central Tigray","2012-05",2012,36.478409192,10481.93,0,10481.93,"ETH","Ethiopia",1557373,148.5769,6.82185166666667,493368.4,22.76,5,69026,61502,31341,0,0,0,0
356,"Tigray","Central Tigray","2012-06",2012,70.832628594,10481.93,0,10481.93,"ETH","Ethiopia",1560438,148.8694,6.78148133333333,493368.4,22.76,6,69026,61502,31341,0,0,0,0
357,"Tigray","Central Tigray","2012-07",2012,229.49735174,10481.93,0,10481.93,"ETH","Ethiopia",1563504,149.1618,6.741111,493368.4,22.76,7,69026,61502,31341,0,0,0,0
358,"Tigray","Central Tigray","2012-08",2012,309.47052644,10481.93,0,10481.93,"ETH","Ethiopia",1566570,149.4543,6.70074066666667,493368.4,22.76,8,69026,61502,31341,0,0,0,0
359,"Tigray","Central Tigray","2012-09",2012,81.437088034,10481.93,0,10481.93,"ETH","Ethiopia",1569635,149.7468,6.66037033333333,493368.4,22.76,9,69026,61502,31341,0,0,0,0
360,"Tigray","Central Tigray","2012-10",2012,31.968086059,10481.93,0,10481.93,"ETH","Ethiopia",1572700,150.0392,6.62,493368.4,22.76,10,69026,61502,31341,0,0,0,0
361,"Tigray","Central Tigray","2012-11",2012,28.828364178,10481.93,0,10481.93,"ETH","Ethiopia",1575766,150.3317,6.5,493368.4,22.76,11,69026,61502,31341,0,0,0,0
362,"Tigray","Central Tigray","2012-12",2012,2.6809883604,10481.93,0,10481.93,"ETH","Ethiopia",1578832,150.6241,6.45,493368.4,22.76,12,69026,61502,31341,0,0,0,0
363,"Tigray","East Tigray","2008-01",2008,21.3971229757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",850209.8,141.5703,4.998889,79475.04,15.01,1,64275,52705,8471,0,0,0,0
364,"Tigray","East Tigray","2008-02",2008,2.28628836128571,6005.783,0.213622,6005.569,"ETH","Ethiopia",851959.2,141.8616,5.13234577777778,79475.04,15.01,2,64275,52705,8471,0,0,0,0
365,"Tigray","East Tigray","2008-03",2008,3.21198575985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",853708.6,142.1528,5.26580255555556,79475.04,15.01,3,64275,52705,8471,0,0,0,0
366,"Tigray","East Tigray","2008-04",2008,18.5995525228571,6005.783,0.213622,6005.569,"ETH","Ethiopia",855457.9,142.4441,5.39925933333333,79475.04,15.01,4,64275,52705,8471,0,0,0,0
367,"Tigray","East Tigray","2008-05",2008,43.7400015357143,6005.783,0.213622,6005.569,"ETH","Ethiopia",857207.3,142.7354,5.53271611111111,79475.04,15.01,5,64275,52705,8471,0,0,0,0
368,"Tigray","East Tigray","2008-06",2008,25.468575844,6005.783,0.213622,6005.569,"ETH","Ethiopia",858956.7,143.0267,5.66617288888889,79475.04,15.01,6,64275,52705,8471,0,0,0,0
369,"Tigray","East Tigray","2008-07",2008,87.8481553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",860706.1,143.318,5.79962966666667,79475.04,15.01,7,64275,52705,8471,0,0,0,0
370,"Tigray","East Tigray","2008-08",2008,88.0448188042857,6005.783,0.213622,6005.569,"ETH","Ethiopia",862455.5,143.6093,5.93308644444445,79475.04,15.01,8,64275,52705,8471,0,0,0,0
371,"Tigray","East Tigray","2008-09",2008,35.8604062071429,6005.783,0.213622,6005.569,"ETH","Ethiopia",864204.9,143.9006,6.06654322222222,79475.04,15.01,9,64275,52705,8471,0,0,0,0
372,"Tigray","East Tigray","2008-10",2008,15.8932547028571,6005.783,0.213622,6005.569,"ETH","Ethiopia",865954.2,144.1919,6.2,79475.04,15.01,10,64275,52705,8471,0,0,0,0
373,"Tigray","East Tigray","2008-11",2008,17.8689662871429,6005.783,0.213622,6005.569,"ETH","Ethiopia",867703.6,144.4832,5.8,79475.04,15.01,11,64275,52705,8471,0,0,0,0
374,"Tigray","East Tigray","2008-12",2008,4.78558357614286,6005.783,0.213622,6005.569,"ETH","Ethiopia",869453,144.7745,4.5,79475.04,15.01,12,64275,52705,8471,0,0,0,0
375,"Tigray","East Tigray","2009-01",2009,2.94328601571429,6005.783,0.213622,6005.569,"ETH","Ethiopia",871202.4,145.0658,4.362222,33169.4,14.07,1,64649,53802,11120,0,0,0,0
376,"Tigray","East Tigray","2009-02",2009,9.43176111928571,6005.783,0.213622,6005.569,"ETH","Ethiopia",872951.8,145.3571,4.34419733333333,33169.4,14.07,2,64649,53802,11120,0,0,0,0
377,"Tigray","East Tigray","2009-03",2009,25.8345239757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",874701.2,145.6484,4.32617266666667,33169.4,14.07,3,64649,53802,11120,0,0,0,0
378,"Tigray","East Tigray","2009-04",2009,12.4859566892857,6005.783,0.213622,6005.569,"ETH","Ethiopia",876450.6,145.9397,4.308148,33169.4,14.07,4,64649,53802,11120,0,0,0,0
379,"Tigray","East Tigray","2009-05",2009,10.711271551,6005.783,0.213622,6005.569,"ETH","Ethiopia",878199.9,146.231,4.29012333333333,33169.4,14.07,5,64649,53802,11120,0,0,0,0
380,"Tigray","East Tigray","2009-06",2009,6.18556433271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",879949.3,146.5222,4.27209866666667,33169.4,14.07,6,64649,53802,11120,0,0,0,0
381,"Tigray","East Tigray","2009-07",2009,134.835653164286,6005.783,0.213622,6005.569,"ETH","Ethiopia",881698.7,146.8135,4.254074,33169.4,14.07,7,64649,53802,11120,0,0,0,0
382,"Tigray","East Tigray","2009-08",2009,142.605497417143,6005.783,0.213622,6005.569,"ETH","Ethiopia",883448.1,147.1048,4.23604933333333,33169.4,14.07,8,64649,53802,11120,0,0,0,0
383,"Tigray","East Tigray","2009-09",2009,6.907259754,6005.783,0.213622,6005.569,"ETH","Ethiopia",885197.5,147.3961,4.21802466666667,33169.4,14.07,9,64649,53802,11120,0,0,0,0
384,"Tigray","East Tigray","2009-10",2009,24.1040987142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",886946.8,147.6874,4.2,33169.4,14.07,10,64649,53802,11120,0,0,0,0
385,"Tigray","East Tigray","2009-11",2009,10.8908952127143,6005.783,0.213622,6005.569,"ETH","Ethiopia",888696.2,147.9787,3.75,33169.4,14.07,11,64649,53802,11120,0,0,0,0
386,"Tigray","East Tigray","2009-12",2009,8.464037207,6005.783,0.213622,6005.569,"ETH","Ethiopia",890445.6,148.27,4,33169.4,14.07,12,64649,53802,11120,0,0,0,0
387,"Tigray","East Tigray","2010-01",2010,21.8535147118571,6005.783,0.213622,6005.569,"ETH","Ethiopia",892195,148.5613,3.97375,50994.17,14.69,1,62857,55288,14496,0,0,0,0
388,"Tigray","East Tigray","2010-02",2010,5.27951621757143,6005.783,0.213622,6005.569,"ETH","Ethiopia",894053.6,148.8708,4.03427083333333,50994.17,14.69,2,62857,55288,14496,0,0,0,0
389,"Tigray","East Tigray","2010-03",2010,27.58765774,6005.783,0.213622,6005.569,"ETH","Ethiopia",895912.1,149.1802,4.09479166666667,50994.17,14.69,3,62857,55288,14496,0,0,0,0
390,"Tigray","East Tigray","2010-04",2010,59.9347814157143,6005.783,0.213622,6005.569,"ETH","Ethiopia",897770.7,149.4897,4.1553125,50994.17,14.69,4,62857,55288,14496,0,0,0,0
391,"Tigray","East Tigray","2010-05",2010,41.9941054,6005.783,0.213622,6005.569,"ETH","Ethiopia",899629.3,149.7992,4.21583333333333,50994.17,14.69,5,62857,55288,14496,0,0,0,0
392,"Tigray","East Tigray","2010-06",2010,15.6805726914286,6005.783,0.213622,6005.569,"ETH","Ethiopia",901487.8,150.1087,4.27635416666667,50994.17,14.69,6,62857,55288,14496,0,0,0,0
393,"Tigray","East Tigray","2010-07",2010,144.053412624286,6005.783,0.213622,6005.569,"ETH","Ethiopia",903346.4,150.4181,4.336875,50994.17,14.69,7,62857,55288,14496,0,0,0,0
394,"Tigray","East Tigray","2010-08",2010,238.705869271429,6005.783,0.213622,6005.569,"ETH","Ethiopia",905205,150.7276,4.39739583333333,50994.17,14.69,8,62857,55288,14496,0,0,0,0
395,"Tigray","East Tigray","2010-09",2010,54.0559639671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",907063.5,151.0371,4.45791666666667,50994.17,14.69,9,62857,55288,14496,0,0,0,0
396,"Tigray","East Tigray","2010-10",2010,5.86016015585714,6005.783,0.213622,6005.569,"ETH","Ethiopia",908922.1,151.3466,4.5184375,50994.17,14.69,10,62857,55288,14496,0,0,0,0
397,"Tigray","East Tigray","2010-11",2010,7.84403598328571,6005.783,0.213622,6005.569,"ETH","Ethiopia",910780.7,151.656,4.57895833333333,50994.17,14.69,11,62857,55288,14496,0,0,0,0
398,"Tigray","East Tigray","2010-12",2010,13.1279245822857,6005.783,0.213622,6005.569,"ETH","Ethiopia",912639.2,151.9655,4.63947916666667,50994.17,14.69,12,62857,55288,14496,0,0,0,0
399,"Tigray","East Tigray","2012-01",2012,5.142362042,6005.783,0.213622,6005.569,"ETH","Ethiopia",936800.6,155.9887,6.5875,77976.61,20.61,1,69026,61502,31341,0,0,0,0
400,"Tigray","East Tigray","2012-02",2012,5.48688521985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",938659.2,156.2981,6.61111111111111,77976.61,20.61,2,69026,61502,31341,0,0,0,0
401,"Tigray","East Tigray","2012-03",2012,25.8930678671429,6005.783,0.213622,6005.569,"ETH","Ethiopia",940517.7,156.6076,6.63472222222222,77976.61,20.61,3,69026,61502,31341,0,0,0,0
402,"Tigray","East Tigray","2012-04",2012,134.298555095714,6005.783,0.213622,6005.569,"ETH","Ethiopia",942376.3,156.9171,6.65833333333333,77976.61,20.61,4,69026,61502,31341,0,0,0,0
403,"Tigray","East Tigray","2012-05",2012,52.43061959,6005.783,0.213622,6005.569,"ETH","Ethiopia",944234.9,157.2266,6.68194444444444,77976.61,20.61,5,69026,61502,31341,0,0,0,0
404,"Tigray","East Tigray","2012-06",2012,29.4476196985714,6005.783,0.213622,6005.569,"ETH","Ethiopia",946093.4,157.536,6.70555555555556,77976.61,20.61,6,69026,61502,31341,0,0,0,0
405,"Tigray","East Tigray","2012-07",2012,152.233047254286,6005.783,0.213622,6005.569,"ETH","Ethiopia",947952,157.8455,6.72916666666667,77976.61,20.61,7,69026,61502,31341,0,0,0,0
406,"Tigray","East Tigray","2012-08",2012,189.531553857143,6005.783,0.213622,6005.569,"ETH","Ethiopia",949810.6,158.155,6.75277777777778,77976.61,20.61,8,69026,61502,31341,0,0,0,0
407,"Tigray","East Tigray","2012-09",2012,22.90234596,6005.783,0.213622,6005.569,"ETH","Ethiopia",951669.1,158.4644,6.77638888888889,77976.61,20.61,9,69026,61502,31341,0,0,0,0
408,"Tigray","East Tigray","2012-10",2012,21.5857758405714,6005.783,0.213622,6005.569,"ETH","Ethiopia",953527.7,158.7739,6.8,77976.61,20.61,10,69026,61502,31341,1,1,0,0
409,"Tigray","East Tigray","2012-11",2012,22.7792164142857,6005.783,0.213622,6005.569,"ETH","Ethiopia",955386.3,159.0834,6.8,77976.61,20.61,11,69026,61502,31341,1,1,1,0
410,"Tigray","East Tigray","2012-12",2012,4.15280446457143,6005.783,0.213622,6005.569,"ETH","Ethiopia",957244.8,159.3929,6.6,77976.61,20.61,12,69026,61502,31341,0,0,0,0
