"d3mIndex","time","woreda_wikidata","woreda_label","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","Prices_of_Domestic_sheep__retail_","Prices_of_Gasoline__retail_","Prices_of_Maize__retail_","Prices_of_Maize__wholesale_","Cholera_AWD_Cases_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_OutP_Cases_ratio_per_1000","precipitation_height","X2_year_flood_flood_duration_in_a_month","Total_Population","Unemployment_rate"
1151,"2017-09-01","Q784515","Yaya Gulele","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.6134881696985,912.512813542555,0,0.12729125,0.018184463,0.16366017,0.981961,195.4614115,2,54992,2.09659303631599
1152,"2017-09-01","Q4749007","Amuru","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.7636356440368,907.314220340059,0,0.20899436,0.05699846,0.37998974,0.30399176,286.259594,18,52633,0.676856873907392
1153,"2017-09-01","Q5904664","Horo","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.7116967872522,904.896030518977,0,0.053341158,0,0.026670579,0.18669404,350.9097699,2,74989,1.66140501929271
1154,"2017-09-01","Q5586768","Goro","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.5378084276351,895.915594074227,0,0.4836653,0.04396957,0.4836653,0,261.7386246,12,45486,1.34249141429909
1155,"2017-09-01","Q3067952","Fedis","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.0183346942112,901.21200408036,0.017682215,0.07072886,1.1228206,0.5658309,0,287.2662062,0,113108,1.18770594039131
1156,"2017-09-01","Q974511","Mesela","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.1714152747371,902.018869322325,0,0.03296022,0.54054767,0.09228863,0,354.7643544,0,151698,1.20900752488517
1157,"2017-09-01","Q3307179","Meta","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.14510015795,903.22502587245,0,0,0.11099263,0.0039640227,0,334.1505696,0,252269,1.77739889267774
1158,"2017-09-01","Q6199291","Jimma Horo","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.7107876916665,897.457085424454,0,0.06537514,0,0.61016804,0.65375143,213.875392,0,45889,0.178586261317385
1159,"2017-09-01","Q7530072","Sire","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.3581189270405,897.127920135255,0,0.2163039,0.16222793,0.09463296,0.20278491,286.8554134,4,73970,2.15802457750213
1160,"2017-09-01","Q3307182","Meta Robi","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.6303599054378,909.552700006511,0,0.15644221,0.03555505,0.03555505,0.13510919,251.5177689,2,140627,0.887595176300205
1161,"2017-09-01","Q5618457","Guna","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1100,18.77,11.3011340084257,897.623004057754,0,0.09166503,0.17023505,0,0.73332024,354.8715019,0,76365,2.01471058522546
1162,"2017-10-01","Q3307182","Meta Robi","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1246.82420305734,18.77,11.8012576040778,911.581959565893,0,0.17777525,0,0.014222019,0.19910829,43.32656622,0,140627,0.887595176300205
1163,"2017-10-01","Q2843318","Amigna","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1253.98559068085,18.77,11.3481760218391,897.726433119078,0,0,0.20479213,0.10922247,0.1501809,68.57631302,0,73245,1.62237984331992
1164,"2017-10-01","Q3029342","Dire","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1294.32912548179,18.77,11.4882457260516,887.856583566125,0,0.23160447,0.013623793,0.027247585,0,97.72775307,12,73401,1.96336330591161
1165,"2017-10-01","Q2909209","Boke","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1228.98609218348,18.77,11.2213934078122,899.907204710493,0,0,0.60202706,0,0,64.95126991,0,151156,1.06225185407147
1166,"2017-10-01","Q3195526","Kersana Malima","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1251.92205722255,18.77,11.6644839886548,906.723486025694,0,0.123433925,0.012343393,0.14812072,0.012343393,26.47800413,0,81015,1.68230816166429
1167,"2017-10-01","Q3480862","Seweyna","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1279.82459670203,18.77,11.1191348540135,894.751138567611,0,0.030373903,1.1542083,0.19743037,0.030373903,132.3337541,3,65846,2.01771994185644
1168,"2017-10-01","Q5526420","Gasera","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1267.61836413864,18.77,11.3213650167256,894.274653812835,0,0.10227563,0.11506009,0.012784454,0.025568908,83.40554029,0,78220,1.56141682897039
1169,"2017-10-01","Q2910804","Bore","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1279.91016165401,18.77,11.4820768129636,886.88528386337,0,0.09515698,0.05709419,0.04757849,0.080883436,218.662032,6,210179,2.35788154183641
1170,"2017-10-01","Q16957182","Hurumu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1264.24078654515,18.77,11.836661414769,891.074701400314,0,0.1406239,0.023437316,0.04687463,3.8905947,167.8975276,2,42667,2.3401854486582
1171,"2017-10-01","Q3041004","Dugda","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1256.19803005004,18.77,11.5910450576152,899.581786372554,0,0.31053758,0.30363673,3.436616,2.6568215,40.65519404,1,144910,3.72525861946298
1172,"2017-10-01","Q5528474","Gawo Kebe","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1262.11954260367,18.77,11.9181605070053,891.182173542264,0,0.122331634,0.19878891,1.1927335,3.1041653,141.678469,0,65396,1.0910320240949
1173,"2017-10-01","Q16964887","Harena Buluk","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1284.21151905212,18.77,11.3773505745241,889.161750071319,0,0.073622346,0.6012491,0,0.02454078,130.7826428,2,81497,0.463926574215713
1174,"2017-10-01","Q3482960","Sibu Sire","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1256.61542547991,18.77,11.8644619933731,896.625218160062,0,0.24455139,0.029346168,0.01956411,0.5575772,127.1222995,1,102228,0.992589179434013
1175,"2017-10-01","Q6431569","Kore","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1269.26178839257,18.77,11.4911111075292,888.696184240312,0,0.1638807,0,0,0.7712033,104.8394639,0,103734,1.97048202229549
1176,"2017-10-01","Q304246","Sigmo","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.43199116884,18.77,11.8070268869324,890.718700704925,0,0.19498879,0.22748692,0,0.19498879,153.9872869,2,92313,1.42123362207809
1177,"2017-10-01","Q3198395","Kokosa","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1275.14497583048,18.77,11.4808309496788,887.040101569366,0,0.16603366,0.034590345,0,0.3874119,198.8464496,1,144549,0.606247589664481
1178,"2017-10-01","Q6480552","Lalo Kile","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1262.30408040416,18.77,11.8931534963927,891.426819909174,0,0.5053646,0.058311302,0.48592752,0.33043072,148.9454012,0,51448,0.979403715972922
1179,"2017-10-01","Q3502932","Sude","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1253.62281536432,18.77,11.4184347046664,898.545382582397,0,0.12181587,0.020302644,0,1.2858341,56.57505166,0,147764,1.09421477569356
1180,"2017-10-01","Q3111360","Goro","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1280.72186370213,18.77,11.258196645743,892.985688051357,0,0.40911606,0.73400235,0.036098476,0.50537866,125.1346301,4,83106,1.26499986456104
1181,"2017-10-01","Q5210678","Dale Wabera","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1262.61656571325,18.77,11.9023549648368,891.142105750187,0,0,0.038318947,2.988878,1.7243526,152.2947993,0,104387,1.23513099321316
1182,"2017-10-01","Q6520555","Leka Dulecha","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.2628954484,18.77,11.8573472406463,894.230357403469,0,0.041633707,0.013877902,1.0269648,1.7069819,146.0441238,4,72057,0.673085115446877
1183,"2017-10-01","Q5559484","Gidami","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1263.85704674348,18.77,11.9126750283405,890.481080448063,0,0.023281803,0.13969082,1.4783945,3.0848389,159.9813601,7,85904,0.567041965199591
1184,"2017-10-01","Q3067952","Fedis","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1162.21071216373,18.77,11.0253281623258,899.310028529009,0,0.14145772,1.4499416,1.7151749,0,34.11439032,0,113108,1.18770594039131
1185,"2017-10-01","Q3517432","Teltele","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1286.66705565183,18.77,11.5582378791484,887.506100175426,0,0.3546049,0.056736782,3.106339,0,131.1120119,8,70501,0.929218767924745
1186,"2017-10-01","Q4752601","Anchar","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1233.94293673151,18.77,11.4197474006137,904.425252639746,0,0.097983986,0.35519195,0.17147197,0.15922397,47.33434627,0,81646,2.41344046749452
1187,"2017-10-01","Q3346443","Nunu Kumba","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.50287075031,18.77,11.8288222910521,894.634450983025,0,0.015438054,0.015438054,0.8645311,0.29332304,130.6025235,2,64775,0.760502913216805
1188,"2017-10-01","Q2374856","Tole","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1253.13371261456,18.77,11.6836218161789,905.17909629339,0,0.23849273,0.11129661,0.42928693,0.095397085,28.64852922,2,62895,0.717439293598234
1189,"2017-10-01","Q3200732","Kuyu","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1244.23431155281,18.77,11.8305214085464,912.956954782592,0,0.12391369,0.066087306,0.20652282,0.14043552,36.57604167,1,121052,1.56765822226145
1190,"2017-10-01","Q3517952","Tena","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.62192362438,18.77,11.4484297775846,895.884131398488,0,0.15105055,0.25678596,0.030210111,0.6042022,59.62777573,0,66203,1.14499027542506
1191,"2017-10-01","Q3349300","Odo Shakiso","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1287.40949965588,18.77,11.4411826520365,887.499427078833,0,0.048456185,0.14536856,0.35373017,0.08237552,143.0686917,11,206372,2.63887328164213
1192,"2017-10-01","Q2376156","Setema","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1264.46438907644,18.77,11.8031064858324,891.266503341456,0,0.39720598,0.46502164,0,0.5328373,147.3254569,2,103221,0.508797964808141
1193,"2017-10-01","Q3100056","Gedeb Asasa","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1270.36473387073,18.77,11.4577061834978,889.686270333196,0,0.06955331,0.0588528,0,1.5515738,91.74059637,0,186907,2.53446749304326
1194,"2017-10-01","Q3120969","Gursum","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1131.06123387811,18.77,11.0006080172794,899.106809027959,0.059237417,0.25011355,1.0399457,0.18429418,0.013163871,43.44814593,0,151931,1.95669995027617
1195,"2017-10-01","Q5275497","Diga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1258.75702959219,18.77,11.8777484334963,894.192358744814,0,0,0.28490457,0.5098292,0.2549146,161.6775778,4,66689,1.57358921878738
1196,"2017-10-01","Q2381608","Adaba","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1274.26266991224,18.77,11.3978868194836,890.57399978747,0,0.021626765,0.19464089,0.014417844,1.1318007,82.61819978,0,138717,1.942436757873
1197,"2017-10-01","Q3198251","Kofele","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1272.09216186596,18.77,11.4925399848372,887.20495465746,0,0.061469685,0.0055881534,0,0.26823136,158.3433523,1,178950,1.78547310985657
1198,"2017-10-01","Q3529396","Tiro Afeta","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1263.16203580641,18.77,11.7293395880941,892.645925516229,0,0.06842233,0.23567693,0.114037216,0.060819853,109.1104946,3,131536,1.16621186944525
1199,"2017-10-01","Q6698715","Lude Hitosa","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1254.19131958839,18.77,11.490223436911,899.328788157961,0,0.07467354,0.4667096,0.03733677,0.2520232,48.1160162,0,107133,3.31467602694242
1200,"2017-10-01","Q974511","Mesela","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1206.08070132366,18.77,11.2344224018992,902.132771758482,0,0.13184088,0.6987567,0,0,69.34996627,0,151698,1.20900752488517
1201,"2017-10-01","Q3342884","Nole Kaba","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1261.87677758606,18.77,11.8836832889997,891.808229662039,0,0,0.016715141,0.4178785,0.601745,157.1500053,0,59826,0.755358323104523
1202,"2017-10-01","Q2382572","Doba","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1202.6074784618,18.77,11.3034362036655,903.862353334092,0,0.29117733,0.73167634,0.09705911,0,54.34487057,0,133939,1.65888615183201
1203,"2017-10-01","Q2391504","Tulo","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1202.75057481476,18.77,11.270284814661,903.120073442501,0,0.020354992,0.37995982,0.006784997,0.040709984,76.37893381,0,147384,2.75330560648749
1204,"2017-10-01","Q3103838","Gera","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",1266.63578652227,18.77,11.7779171294664,890.303845994024,0,0.09786912,0.07117754,0.11566351,0.28471017,148.8388358,3,112395,0.616870696250956
1205,"2017-10-01","Q3107593","Girawa","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1178.93625770753,18.77,11.0766690014114,899.952844638532,0,0,0.8660424,0.28312925,0,45.36038004,0,240173,1.72237769797134
1206,"2017-10-01","Q3127995","Haru","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1260.59230793083,18.77,11.8868901932648,892.577879198684,0,0.04460171,0.014867235,0.23787576,0.49061877,162.1573942,1,67262,1.02375452704822
1207,"2017-10-01","Q3473789","Sasiga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1257.72483370602,18.77,11.8881595726047,894.839399756671,0,0.061870467,0.037122283,2.0417254,0.791942,148.2356014,2,80814,0.807505601194922
1208,"2017-10-01","Q3552120","Uraga","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1282.81822421841,18.77,11.4773045865491,887.034563394893,0,0.08511218,0.14185363,0,0.9929754,222.6498276,6,176238,0.764938708885878
1209,"2017-10-01","Q2866446","Aseko","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1240.04156089685,18.77,11.4185103028865,903.031733579048,0,0.19022256,0.39233404,0.17833365,0.28533384,58.02871628,0,84112,0.835732667465029
1210,"2017-10-01","Q3109573","Goba","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1278.61587479546,18.77,11.3386783692594,891.40135637854,0,0.24535662,0.19628529,0,0.34349927,98.99205003,4,40757,1.85998828353837
1211,"2017-10-01","Q3016116","Darimu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1263.31911481832,18.77,11.874686867082,891.131533026124,0,0.062039014,0.013786448,0.47563246,0.19301027,157.8896942,2,145070,0.416086909986086
1212,"2017-10-01","Q3135217","Hidabu Abote","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1241.04998184211,18.77,11.8409683947558,914.835336507853,0,0.14458877,0.048196256,0.71089476,0.19278502,28.72972529,0,82994,1.14090545745222
1213,"2017-10-01","Q2422429","Boset","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1243.75747068569,18.77,11.5256444866337,906.05117318276,0,0.05629363,0.28850484,3.581682,3.4057646,24.76513207,0,142112,3.33484998527955
1214,"2017-10-01","Q3103930","Gerar Jarso","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1240.17281651177,18.77,11.7930591745956,916.249820434166,0,0.014856192,0.11884954,0.4011172,0.074280955,24.13217614,0,67312,1.35691318327974
1215,"2017-10-01","Q5276575","Diksis","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1254.22004967744,18.77,11.4634773863079,898.878731901467,0,0.20746602,0.09681747,0,0.35960776,54.98628096,0,72301,1.2771948644028
1216,"2017-10-01","Q3343374","Nono","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1258.35274454806,18.77,11.7641582718395,897.094216293729,0,0.07121831,0.1305669,2.9792993,0.21365494,76.264161,2,84248,1.06437922439539
1217,"2017-10-01","Q2880302","Bako Tibe","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1255.56565719238,18.77,11.8398137702432,898.593260933981,0,0.8209313,0,0.048768196,0.048768196,85.82501111,1,123031,2.15480984340045
1218,"2017-10-01","Q3337870","Nejo","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.15031351396,18.77,11.9392164134657,892.520245188396,0,0.1298612,0,0.17569457,0.23680572,138.5005378,0,130909,1.75593292488256
1219,"2017-10-01","Q2893465","Becho","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1253.71495477879,18.77,11.7036982057096,904.293196543943,0,0,0.05404237,0.8646779,0,32.47300303,2,74016,2.47784409477301
1220,"2017-10-01","Q3285143","Mana Sibu","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.68508581259,18.77,11.9578677866764,891.860316626081,0,0.007931283,0.015862565,1.2055551,0,133.8857721,5,126083,1.14706843778788
1221,"2017-10-01","Q2860849","Arero","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",1298.11071443745,18.77,11.4204575871524,888.118904697494,0,0.74803644,0.062336367,0.64414245,0.08311515,97.94308716,15,48126,1.30237374541979
1222,"2017-10-01","Q2893566","Bedeno","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1187.99786150206,18.77,11.1338303062538,900.819347770216,0,0.020923479,0.5900421,0.016738782,0,56.94689691,0,238966,0.500854538549183
1223,"2017-10-01","Q5278718","Dinsho","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1273.65092755191,18.77,11.3661859251044,891.778220537335,0,0.15335855,0.15335855,0,0.102239035,78.0007716,0,39124,5.85720964402591
1224,"2017-10-01","Q2820216","Abay Chomen","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1250.97692249361,18.77,11.895757283909,902.181214189101,0,0.020697078,0.041394155,1.1797334,1.3039159,87.74674854,2,48316,2.52946743525768
1225,"2017-10-01","Q3106653","Gimbi","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1259.59827728805,18.77,11.8992525674874,893.035963972135,0,0,0,0.026801389,0.37521943,145.4839411,2,74623,0.875304921796528
1226,"2017-10-01","Q3106655","Gimbichu","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1242.72313795601,18.77,11.6273929264929,912.309019004138,0,0.29918757,0.011507215,0,1.6570389,20.24541648,0,86902,1.41045839897967
1227,"2017-10-01","Q3022296","Dendi","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1251.46952721739,18.77,11.7522486362071,907.014872295356,0,0.03015627,0.012062509,0,0.0060312543,37.47556595,0,165803,1.54505006987986
1228,"2017-10-01","Q3106713","Ginde Beret","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1248.80190247381,18.77,11.8618575139915,906.566448547812,0,0.10516755,0,0.39198813,0.09560686,57.5252013,1,104595,1.35920723255477
1229,"2017-10-01","Q3434318","Robe","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1260.53992780411,18.77,11.3978364950565,895.694235626937,0,0.02421161,0.23001029,0.042370316,0.32685673,60.73374104,0,165210,1.58333880822548
1230,"2017-10-01","Q2823862","Ada'a","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1247.27082547329,18.77,11.6194035740532,909.623695644509,0,0.15346721,0.084406964,0.14579386,0.851743,26.32190949,0,130321,1.21414398906745
1231,"2017-10-01","Q2963919","Chiro Zuria","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1215.23766933004,18.77,11.3349223017294,904.040460990585,0,0,1.0946844,0.0058853994,0,62.65153841,0,169912,0.992355006599098
1232,"2017-10-01","Q3178990","Jimma Rare","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1253.72781266623,18.77,11.844882552401,900.732650515702,0,0.7736596,0.08996042,0.035984166,2.0331054,68.36720753,0,55580,1.47388135662229
1233,"2017-10-01","Q3573095","Yubdo","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1261.59071636056,18.77,11.8974474803622,891.764115246767,0,0,0,0.54042923,4.4006386,153.2805855,0,38858,0.899918189255522
1234,"2017-10-01","Q2824689","Adola","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1286.11597100033,18.77,11.4310743361506,887.62833076061,0,0.1454096,0.0090881,0.1272334,1.2087173,173.4055236,9,110034,1.40435951603611
1235,"2017-10-01","Q3479998","Seru","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1257.63480551662,18.77,11.3071195748073,896.638967776285,0,0.22950613,0.62592584,0.45901227,0.35469133,77.23301903,0,47929,1.01153653235245
1236,"2017-10-01","Q5618457","Guna","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1246.01503383716,18.77,11.42702304029,901.539545332689,0,0.07857002,0.09166503,0,0.43213513,62.02095342,0,76365,2.01471058522546
1237,"2017-10-01","Q374201","Ziway Dugda","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1258.43462643164,18.77,11.5483840727926,896.760205638247,0,0.23166919,0.42196888,0.107560694,1.1417981,51.24968706,2,120862,1.16960959015066
1238,"2017-10-01","Q2842131","Ambo Zuria","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1252.33736520438,18.77,11.7896167799848,904.58710122356,0,0.21216539,0.05534749,0.26751286,0.38743243,45.5936594,0,108406,0.619286831919625
1239,"2017-10-01","Q2826421","Agarfa","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1268.37733405627,18.77,11.377936475208,893.089325296425,0,0.3133875,0.18607384,0.029380081,0.088140234,71.62582477,0,102110,2.20279132335631
1240,"2017-10-01","Q7521774","Sinana","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1273.87027381532,18.77,11.316161956177,892.963050418368,0,0.07588917,0.05059278,0,0.092753425,94.36538229,3,118594,0.959264126149803
1241,"2017-10-01","Q3176822","Jeju","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1247.62197179438,18.77,11.4745993217636,902.348619510693,0,0.2014618,0.08864319,0.36263126,0.58826846,41.69753008,0,124093,1.68309216762954
1242,"2017-10-01","Q2832369","Ale","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.14898280974,18.77,11.8400758605694,890.597152941548,0,0.1711636,0,0.18672393,1.758317,187.734439,0,64266,1.4005770617937
1243,"2017-10-01","Q7966892","Wama Hagalo","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",1258.36029821482,18.77,11.8271945421919,895.795066716242,0,0.14255749,0.020365354,0.020365354,0,115.2906129,2,49103,0.249100470523111
1244,"2017-10-01","Q5242290","Dawe Kachen","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",1292.76388996192,18.77,11.2187824297253,892.509761548475,0,0.032415964,1.2642225,0,0,127.9482048,1,30849,1.48490142251061
1245,"2017-10-01","Q2964388","Chole","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1250.04274730367,18.77,11.3991679757224,899.559223889976,0,0.022398673,0.06719602,0.16799006,0.49277082,63.37653175,0,89291,1.31594861994727
1246,"2017-10-01","Q3529978","Tiyo","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1258.95901446369,18.77,11.5168185155405,896.18977780521,0,0.12678507,0.046103664,0.0691555,0.59934765,55.10126674,1,86761,1.20139799038882
1247,"2017-10-01","Q2864413","Arsi Negele","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1265.80576420063,18.77,11.5392972215038,889.581046773529,0,0.06150794,0.06919644,0.13839288,0.21912205,86.88309691,1,260129,4.36576970055891
1248,"2017-10-01","Q3198528","Kombolcha","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1150.48302884484,18.77,11.0844350250815,900.267203250317,0,0.021416334,0.49971446,0.4211879,0,67.66654301,0,140080,1.3178341814193
1249,"2017-10-01","Q3237714","Liben","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",1300.66056612299,18.77,11.3688605965576,888.629203851564,0,0.036019683,0.33138108,0.16569054,0,124.4161771,11,138813,1.32223803158999
1250,"2017-10-01","Q3306658","Merti","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1241.83947036821,18.77,11.4606131900417,903.984764722392,0,0.43137777,0.44243872,1.2277675,1.3273162,38.78110545,0,90408,2.01065942104713
1251,"2017-10-01","Q3021070","Deder","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",1191.47933681949,18.77,11.2136720826566,902.303612867087,0,0.15693401,0.31799784,0.024779053,0,70.74981427,0,242140,2.45383447666263
1252,"2017-10-01","Q5287998","Dodota","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1252.06917210774,18.77,11.5307027679804,901.708781970592,0,0.015549682,0.35764268,1.3994713,0.99517965,35.26089764,0,64310,4.65406840543495
1253,"2017-10-01","Q3528408","Tikur Enchini","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",1255.38543724309,18.77,11.7775204879525,900.604192767617,0,0.028004536,0,0,0.08401361,68.96477237,0,71417,2.67014718832558
1254,"2017-10-01","Q3138657","Hitosa","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",1255.81208669611,18.77,11.5089692981422,898.548930409723,0,0.06440239,0.07245269,0,0.16100597,46.9358089,1,124219,2.9265360557507
