"d3mIndex","time","woreda_wikidata","woreda_label","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","Prices_of_Domestic_sheep__retail_","Prices_of_Gasoline__retail_","Prices_of_Maize__retail_","Prices_of_Maize__wholesale_","Cholera_AWD_Cases_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_OutP_Cases_ratio_per_1000","precipitation_height","X2_year_flood_flood_duration_in_a_month","Total_Population","Unemployment_rate"
1,"2017-01-01","Q741581","Seden Sodo","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",755.801240755751,16.61,8.2113545296521,471.513839613046,0,0.072238676,0.08668642,0,0,3.903732923,0,69215,0.671728971962617
2,"2017-01-01","Q5621831","Guto Gida","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",758.104389034236,16.61,8.25842754894717,476.131976203031,0,0.11122728,0.022245456,0.5116455,0.5783819,1.804780136,0,89906,0.626410396078126
3,"2017-01-01","Q3434318","Robe","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",766.948406409389,16.61,8.13199692624357,469.752262038831,0,0.04842322,0.10895224,0.018158708,0.46002057,8.058703512,0,165210,1.58333880822548
4,"2017-01-01","Q5559484","Gidami","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",774.530392556534,16.61,8.25286457881857,475.112324764082,0,0.06984541,0.06984541,0.37250885,0.51219964,2.601579805,0,85904,0.567041965199591
5,"2017-01-01","Q3109573","Goba","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",808.264856675343,16.61,8.09433319319007,469.564217129975,0,0.049071323,0.14721397,0,0.12267831,8.462511727,0,40757,1.85998828353837
6,"2017-01-01","Q960789","Ginir","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",805.142156793584,16.61,8.0605357452257,470.301064239805,0,0.057349727,0.16488045,0,0,3.867051621,0,139495,3.17793938374879
7,"2017-01-01","Q2374856","Tole","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",750.019914547555,16.61,8.21578530575693,472.065622744425,0,0.34978932,0.03179903,0.3338898,0.15899515,3.904096055,0,62895,0.717439293598234
8,"2017-01-01","Q16964887","Harena Buluk","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",821.054900690565,16.61,8.10127738938987,469.407898194997,0,0.02454078,0.29448938,0,0.036811173,4.812055442,0,81497,0.463926574215713
9,"2017-01-01","Q3349300","Odo Shakiso","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",828.364570642006,16.61,8.1216974636927,469.777675676766,0,0,0.043610565,0.32465646,0,1.696116782,0,206372,2.63887328164213
10,"2017-01-01","Q5275497","Diga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",762.873210496438,16.61,8.25451164051301,475.551362770735,0,0.059979904,0.16494474,0.5398192,0.23991962,0.762669678,0,66689,1.57358921878738
11,"2017-01-01","Q3016116","Darimu","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",773.300833870454,16.61,8.24788797303118,474.770568813626,0,0.082718685,0.027572896,0.55145794,0.013786448,1.917951987,0,145070,0.416086909986086
12,"2017-01-01","Q7530072","Sire","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",742.085818558119,16.61,8.1707034189311,470.575128321971,0,0.027037987,0.13518994,0.14870894,0.29741788,6.713733619,0,73970,2.15802457750213
13,"2017-01-01","Q2382572","Doba","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",634.531379341251,16.61,8.16155189849194,472.451363759392,0,0.14932172,0.32850775,0.022398256,0,3.193487915,0,133939,1.65888615183201
14,"2017-01-01","Q5526420","Gasera","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",783.127689459745,16.61,8.10097344314196,469.891641714557,0,0.025568908,0.012784454,0,0,5.951758585,0,78220,1.56141682897039
15,"2017-01-01","Q3552120","Uraga","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",817.870226784931,16.61,8.13822101005669,469.556378383896,0,0.062415596,0.47095406,0,1.6965693,9.082487273,0,176238,0.764938708885878
16,"2017-01-01","Q3178986","Jimma Arjo","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",765.742936038508,16.61,8.24535127664058,474.602520825859,0,0.081085145,0.081085145,0.40542576,1.2510281,0.392199295,0,86329,1.26669328719109
17,"2017-01-01","Q3306658","Merti","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",724.204503698775,16.61,8.16743597146412,471.147761085535,0,0.17697549,0.26546323,0.5862313,1.2941333,5.748648831,0,90408,2.01065942104713
18,"2017-01-01","Q5586768","Goro","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",759.901695810464,16.61,8.22063856661727,472.175076277473,0,0.21984786,0.08793914,1.143209,0,2.467426693,0,45486,1.34249141429909
19,"2017-01-01","Q3337870","Nejo","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",763.772145174769,16.61,8.26540437234713,476.30992971999,0,0.11458341,0,0.09930562,0.30555576,0.504499497,0,130909,1.75593292488256
20,"2017-01-01","Q5528474","Gawo Kebe","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",770.558954522668,16.61,8.25704477098676,475.458459897735,0,0.09174874,0.5657838,1.880849,2.52309,1.950986643,0,65396,1.0910320240949
21,"2017-01-01","Q5242290","Dawe Kachen","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",840.603177055812,16.61,8.03738064139278,470.329639336942,0,0,0.09724789,0,0,3.477225278,0,30849,1.48490142251061
22,"2017-01-01","Q3041004","Dugda","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",757.024068685801,16.61,8.19015759389401,470.276994970293,0,0.35884342,0.19322339,1.594093,3.0363674,5.659620988,0,144910,3.72525861946298
23,"2017-01-01","Q5287998","Dodota","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",747.586679103412,16.61,8.17739406215357,470.432959600198,0,0,0.23324521,0.7619344,0.23324521,6.737683892,0,64310,4.65406840543495
24,"2017-01-01","Q3517952","Tena","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",764.850111141443,16.61,8.14783233496642,469.596831192969,0,0.030210111,0.15105055,0,0.34741625,9.554990888,0,66203,1.14499027542506
25,"2017-01-01","Q3125408","Habro","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",693.054192289895,16.61,8.15167958235276,471.618337533178,0,0.015751751,0.13126461,0,0,4.648821509,0,190455,2.62355830373196
26,"2017-01-01","Q2422429","Boset","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",728.588504424434,16.61,8.18299816548278,471.324825557886,0,0.04222022,0.2181378,0.9851385,0.8444044,5.524037921,0,142112,3.33484998527955
27,"2017-01-01","Q2893566","Bedeno","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",601.137969147568,16.61,8.12555407110225,472.208465077699,0,0,0.48960936,0.016738782,0,2.329709183,0,238966,0.500854538549183
28,"2017-01-01","Q3480862","Seweyna","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",811.027649604632,16.61,8.02083023775552,470.927185049744,0,0.10630866,0.9112171,0,0,2.677489363,0,65846,2.01771994185644
29,"2017-01-01","Q3307179","Meta","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",588.738762789689,16.61,8.14711448615964,472.528663801993,0,0,0.09117252,0,0,2.68231281,0,252269,1.77739889267774
30,"2017-01-01","Q374201","Ziway Dugda","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",762.136288986602,16.61,8.17704073976591,469.662737568002,0,0.6453641,0.5543513,0.26476476,1.7788882,6.901890213,0,120862,1.16960959015066
31,"2017-01-01","Q3566240","Wara Jarso","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",728.630593164494,16.61,8.26441922974382,477.255427694183,0,0.014141671,0.09192086,0.09192086,0.077779196,1.691139047,0,141426,1.11167256189995
32,"2017-01-01","Q3021096","Dedo","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",783.722672269191,16.61,8.21120440181799,471.697688288446,0,0.017333606,0.05546754,0.020800328,0.020800328,4.49799057,0,288457,0.889389138652318
33,"2017-01-01","Q3022296","Dendi","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",746.216062211176,16.61,8.23329366308197,473.742969220119,0,0.048250034,0.036187526,0.012062509,0.048250034,3.259334475,0,165803,1.54505006987986
34,"2017-01-01","Q7521774","Sinana","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",797.417768720738,16.61,8.09232202334353,469.782177637312,0,0,0.02529639,0,0.02529639,6.151801783,0,118594,0.959264126149803
35,"2017-01-01","Q3529396","Tiro Afeta","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",772.941796128934,16.61,8.2192156830337,472.041516105808,0,0.0836273,0.09883226,0.038012408,0.18245955,1.99771636,0,131536,1.16621186944525
36,"2017-01-01","Q2909209","Boke","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",694.825353562241,16.61,8.11154120346082,471.366184753618,0,0.019847047,0.4035566,0.039694093,0,3.218499517,0,151156,1.06225185407147
37,"2017-01-01","Q3307182","Meta Robi","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",735.598178416772,16.61,8.24776523701837,475.467917916923,0,0.19199727,0.099554144,0.049777072,0.36977252,2.416327241,0,140627,0.887595176300205
38,"2017-01-01","Q3198395","Kokosa","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",800.33137332681,16.61,8.14449128556319,468.624784864791,0,0.27672276,0.062262625,0,0.505019,18.81055222,0,144549,0.606247589664481
39,"2017-01-01","Q2823862","Ada'a","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",736.619029653239,16.61,8.20417968146496,471.853081372132,0,0.16881393,0.030693442,0.099753685,0.9898635,4.880029991,0,130321,1.21414398906745
40,"2017-01-01","Q3111366","Goro Gutu","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",610.009741955992,16.61,8.15981793683941,472.601854912812,0,0,0.36823198,0,0,3.049412557,0,143931,1.06369648451096
41,"2017-01-01","Q5904664","Horo","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",748.232657932634,16.61,8.26527119690471,477.377034734423,0,0.40005866,0,0.16002347,1.146835,2.893807028,0,74989,1.66140501929271
42,"2017-01-01","Q2376156","Setema","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",775.918603603287,16.61,8.23334893538936,473.504948163253,0,0.19375902,0.4553337,0,0.42626983,4.182721128,0,103221,0.508797964808141
43,"2017-01-01","Q3162804","Jarso","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",766.023585038796,16.61,8.26269277181322,476.004578504868,0,0,0,0,1.4003006,0.578070194,0,48561,1.16006561987345
44,"2017-01-01","Q5530589","Gemechis","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",661.320799926647,16.61,8.14056177762136,471.906567363672,0,0,0.50478184,0,0,3.282183677,0,184238,0.498301706429109
45,"2017-01-01","Q3198528","Kombolcha","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",515.389780216773,16.61,8.13805076211829,472.706340520466,0,0,0,0,0,3.523725159,0,140080,1.3178341814193
46,"2017-01-01","Q5644196","Hambela Wamena","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",820.260683629451,16.61,8.13824618718211,469.716893494576,0,0.14289661,0.4477427,0,0.58111286,5.097912267,0,104971,0.582367525802918
47,"2017-01-01","Q3176850","Jeldu","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",741.637638829849,16.61,8.24680006178748,475.274973232693,0,0.034531068,0.049330097,0,0.12332524,3.300620466,0,202716,1.56506892626786
48,"2017-01-01","Q3033676","Dodola","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",799.49169430131,16.61,8.13260499423676,468.786693021652,0,0.051596392,0.051596392,0,0.31989762,13.01655817,0,193812,3.19716055397035
49,"2017-01-01","Q2963919","Chiro Zuria","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",663.400387040093,16.61,8.15832290048935,472.116852256287,0,0,0.48848817,0.0058853994,0.041197795,3.64036622,0,169912,0.992355006599098
50,"2017-01-01","Q2964388","Chole","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",742.954850979828,16.61,8.14266639142085,470.436683574571,0,0.044797346,0.10079403,0.08959469,0.7839536,6.89373042,0,89291,1.31594861994727
51,"2017-01-01","Q2820216","Abay Chomen","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",745.090108556834,16.61,8.26548951807652,477.508150331092,0,0.12418246,0,0.9313685,0.82788306,6.995316315,0,48316,2.52946743525768
52,"2017-01-01","Q304246","Sigmo","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",778.13026552877,16.61,8.23283983317054,473.523825179978,0,0.17332336,0.03249813,0,0.3249813,7.939354081,0,92313,1.42123362207809
53,"2017-01-01","Q2864413","Arsi Negele","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",778.984603887157,16.61,8.16888408917086,468.542509389103,0,0.026909726,0.06150794,0.29985124,0.2229663,8.181707727,0,260129,4.36576970055891
54,"2017-01-01","Q6192004","Jibat","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",758.011169440932,16.61,8.23647409985182,473.780146876298,0,0.23542444,0,0.0138484975,0.78936434,2.517830193,0,72210,1.25197680548234
55,"2017-01-01","Q3021070","Deder","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",609.095627015986,16.61,8.14720930911594,472.412136824377,0,0.123895265,0.19410259,0,0.045428265,2.913237475,0,242140,2.45383447666263
56,"2017-01-01","Q2893465","Becho","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",751.348468065807,16.61,8.2202316170601,472.376754676137,0,0,0,0.5674449,0,3.48416242,0,74016,2.47784409477301
57,"2017-01-01","Q6480552","Lalo Kile","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",770.980755209503,16.61,8.2526292840802,475.156427616844,0,0.6414243,0,0.23324521,0.52480173,1.458790068,0,51448,0.979403715972922
58,"2017-01-01","Q3528408","Tikur Enchini","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",755.166713698481,16.61,8.23625233302769,473.811741937046,0,0.2660431,0.014002268,0,0.18202949,3.233869699,0,71417,2.67014718832558
59,"2017-01-01","Q3178990","Jimma Rare","Q5904662","Horo Gudru Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",751.377857522804,16.61,8.25240921728923,475.711320808891,0,0.68369913,0.07196833,0.08996042,1.7812163,3.242894635,0,55580,1.47388135662229
60,"2017-01-01","Q6698715","Lude Hitosa","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",752.43730191632,16.61,8.16454668102793,470.074872900522,0,0,0.1213445,0.084007725,0.07467354,8.029798329,0,107133,3.31467602694242
61,"2017-01-01","Q3342884","Nole Kaba","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",770.004063053857,16.61,8.25164338928541,475.101526233113,0,0,0.016715141,1.069769,0.7187511,1.0324907,0,59826,0.755358323104523
62,"2017-01-01","Q2826421","Agarfa","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",784.862477842905,16.61,8.1180278534113,469.475917972423,0,0.15669376,0.03917344,0,0.06855352,8.210266252,0,102110,2.20279132335631
63,"2017-01-01","Q2860849","Arero","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",852.824490142735,16.61,8.09700118783548,470.564936561842,0,1.9116485,0.6233637,0.24934547,0,3.184736259,0,48126,1.30237374541979
64,"2017-01-01","Q3107593","Girawa","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",580.425731902916,16.61,8.11353095427026,472.209524436042,0,0,0.8285694,0.22067426,0,2.25194504,0,240173,1.72237769797134
65,"2017-01-01","Q3573095","Yubdo","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",769.350208824142,16.61,8.25447462531697,475.329931314967,0,0,0,0,3.4227188,1.083419317,0,38858,0.899918189255522
66,"2017-01-01","Q3303887","Meda Welabu","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",855.150416539985,16.61,8.06121613813614,470.067118942031,0,0.010253045,0.3588566,0,0,1.527710747,0,97532,0.705677132889312
67,"2017-01-01","Q2832369","Ale","Q768586","Illubabor Zone","Q202107","Oromia Region","Q115","Ethiopia",777.483389279408,16.61,8.23911138364991,474.082622323854,0,0.15560327,0,0.26452556,1.1825849,8.577442939,0,64266,1.4005770617937
68,"2017-01-01","Q940315","Dawo","Q5248635","Debub Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",749.384068636497,16.61,8.22660403578877,473.006055938777,0,0.11857333,0,0.059286665,0,3.23905075,0,84336,0.278506651935736
69,"2017-01-01","Q3200732","Kuyu","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",729.678426406415,16.61,8.25608429006573,476.359778599071,0,0.3139147,0.12391369,0.11565278,0.470872,1.6467021,0,121052,1.56765822226145
70,"2017-01-01","Q784515","Yaya Gulele","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",725.795354125746,16.61,8.2447618149294,475.205200221586,0,0.27276695,0.018184463,0.036368925,0.9637765,1.504306007,0,54992,2.09659303631599
71,"2017-01-01","Q2381608","Adaba","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",798.314674085117,16.61,8.11846175245936,469.146973642228,0,0.057671376,0.15138736,0,1.744559,8.75447529,0,138717,1.942436757873
72,"2017-01-01","Q6431569","Kore","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",786.884087754447,16.61,8.1521732629435,468.439348126825,0,0.3277614,0.048200205,0,1.9762083,10.73973477,0,103734,1.97048202229549
73,"2017-01-01","Q3068406","Fentale","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",710.251066351934,16.61,8.1840928551744,471.877466514962,0,0.33031565,0.33031565,3.327624,0,4.5516323,0,81740,6.60880158367596
74,"2017-01-01","Q3176822","Jeju","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",737.421649815725,16.61,8.16603694198232,470.700099357936,0,0.06446778,0.14505251,0.28204653,0.8944904,6.635858417,0,124093,1.68309216762954
75,"2017-01-01","Q974511","Mesela","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",642.470174454089,16.61,8.13898226055063,472.065471165069,0,0.05273636,0.41529882,0.019776134,0,2.921062155,0,151698,1.20900752488517
76,"2017-01-01","Q3473789","Sasiga","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",760.513905613771,16.61,8.25769369318661,475.944955012331,0,1.064172,0.012374094,0.30935234,0.32172644,0.889001803,0,80814,0.807505601194922
77,"2017-01-01","Q3135217","Hidabu Abote","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",722.399958496254,16.61,8.26048313166125,476.674929992769,0,0.08434345,0.012049064,0.566306,0.12049063,1.398725214,0,82994,1.14090545745222
78,"2017-01-01","Q3343374","Nono","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",761.949130395565,16.61,8.23095126302064,473.15225682113,0,0.05934859,0.3323521,1.3768873,0.5103979,1.540412154,0,84248,1.06437922439539
79,"2017-01-01","Q3216542","Lalo Asabi","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",765.896384437558,16.61,8.25863110074652,475.759314164677,0,0.039690938,0,0.5556731,3.3208084,0.770401689,0,75584,1.44283220597862
80,"2017-01-01","Q3285143","Mana Sibu","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",764.994481857356,16.61,8.26768886933269,476.304644672181,0,0,0,0.25380105,0,0.405454935,0,126083,1.14706843778788
81,"2017-01-01","Q3502932","Sude","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",751.137863689882,16.61,8.14475752099119,470.161748391182,0,0.13535096,0.060907934,0,0.6632197,7.11915589,0,147764,1.09421477569356
82,"2017-01-01","Q3103838","Gera","Q1109877","Jimma Zone","Q202107","Oromia Region","Q115","Ethiopia",780.881797765184,16.61,8.22582410800426,472.962342833974,0,0.080074735,0.10676632,0.15125228,0.22242983,8.48898887,0,112395,0.616870696250956
83,"2017-01-01","Q5100089","Chinaksen","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",459.521469834581,16.61,8.13114076055037,472.807025928831,0,0.20674685,0.45943743,0,0.10337342,3.094512771,0,87063,3.44491189561612
84,"2017-01-01","Q3067952","Fedis","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",542.195913517103,16.61,8.10691479031891,472.306740007553,0,0.026523324,1.0078863,0.31827986,0,2.624594308,0,113108,1.18770594039131
85,"2017-01-01","Q3346443","Nunu Kumba","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",764.577990286429,16.61,8.24390780543964,474.471979072564,0,0.030876108,0.030876108,0,0.5557699,0.56144521,0,64775,0.760502913216805
86,"2017-01-01","Q3529978","Tiyo","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",763.334890202721,16.61,8.16791757693076,469.526518194656,0,0.14983691,0.08068141,0.08068141,0.65697724,7.891435564,0,86761,1.20139799038882
87,"2017-01-01","Q3127995","Haru","Q1709377","Mirab Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",767.068132413327,16.61,8.25401101923197,475.363750061873,0,0.04460171,0.014867235,0.02973447,0.93663585,0.792955364,0,67262,1.02375452704822
88,"2017-01-01","Q4752601","Anchar","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",706.155283957745,16.61,8.16366948331822,471.537351476209,0,0.085735984,0.36743993,0.11023198,0.122479975,4.914921208,0,81646,2.41344046749452
89,"2017-01-01","Q3517432","Teltele","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",826.667555775613,16.61,8.15489758301735,471.07512901461,0,0.5531837,0.17021035,2.397129,0.3120523,41.41969107,0,70501,0.929218767924745
90,"2017-01-01","Q4944247","Bora","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",750.659612888132,16.61,8.18976461760257,470.59059950584,0,0.49363387,0.17021856,0.5446994,2.7915845,5.991316348,0,58748,2.03551320918146
91,"2017-01-01","Q5210678","Dale Wabera","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",771.695007344569,16.61,8.25363698110383,475.211597563804,0,0.15327579,0.2873921,2.988878,2.0213246,2.087003795,0,104387,1.23513099321316
92,"2017-01-01","Q3029342","Dire","Q1109855","Borena Zone","Q202107","Oromia Region","Q115","Ethiopia",844.180858244084,16.61,8.12215214590611,470.965989502454,0,1.4849933,0.013623793,0.05449517,0,8.84041729,0,73401,1.96336330591161
93,"2017-01-01","Q3138657","Hitosa","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",756.14191244824,16.61,8.16835263065022,469.91233425792,0,0.12075448,0.08855328,0,0.23345865,7.79432817,0,124219,2.9265360557507
94,"2017-01-01","Q5575602","Gobu Seyo","Q1109870","Misraq Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",756.309239914031,16.61,8.25335837875439,475.668843016587,0,0.12191554,0.09753243,0.21944796,0.26821417,2.095284094,0,41012,2.38683490690903
95,"2017-01-01","Q3570146","Wuchale","Q3478428","Semien Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",719.96030474239,16.61,8.23936883446446,474.719757175229,0,0.13329369,0.4101344,0,1.3021767,1.432146243,0,97529,1.00363417251963
96,"2017-01-01","Q6199291","Jimma Horo","Q6385564","Kelem Welega Zone","Q202107","Oromia Region","Q115","Ethiopia",772.488439760411,16.61,8.25482751146479,475.268668441861,0,0.10895857,0.04358343,0.4358343,0.76271,2.473975553,0,45889,0.178586261317385
97,"2017-01-01","Q2391504","Tulo","Q1109889","Mirab Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",634.858456719448,16.61,8.15244610759747,472.302498824153,0,0.006784997,0.28496987,0,0.006784997,3.138603437,0,147384,2.75330560648749
98,"2017-01-01","Q2824689","Adola","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",825.407933715049,16.61,8.11888679473698,469.569743454959,0,0.1454096,0.0636167,0.1090572,1.3995674,3.778601084,0,110034,1.40435951603611
99,"2017-01-01","Q5618457","Guna","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",733.748648770657,16.61,8.15439657229785,470.731530178142,0,0.10476003,0.14404504,0,0.5107052,6.798464507,0,76365,2.01471058522546
100,"2017-01-01","Q2842131","Ambo Zuria","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",748.199691895722,16.61,8.24124467815921,474.513990579705,0,0.1475933,0.04612291,0.16604248,0.18449163,3.266564865,0,108406,0.619286831919625
101,"2017-01-01","Q2910804","Bore","Q5617057","Guji Zone","Q202107","Oromia Region","Q115","Ethiopia",811.223226637735,16.61,8.14161054424181,469.205994476163,0,0.08564129,0.16176687,0.004757849,0.537637,9.766667911,0,210179,2.35788154183641
102,"2017-01-01","Q2880302","Bako Tibe","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",755.578645011153,16.61,8.24980234140716,475.293889739064,0,0.016256066,0.6908828,0.065024264,0.503938,2.403011097,0,123031,2.15480984340045
103,"2017-01-01","Q3200537","Kurfa Chele","Q3113831","Misraq Hararghe Zone","Q202107","Oromia Region","Q115","Ethiopia",563.505924532926,16.61,8.13095782505974,472.441331887017,0,0,0.051106453,0.15331936,0,2.505000691,0,58701,2.34021137393055
104,"2017-01-01","Q3015333","Dano","Q1109833","Mirab Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",759.442208399185,16.61,8.23915004169946,474.041659129262,0,0.082268134,0,0.28793845,0.26737142,2.415244833,0,97243,0.521651687511784
105,"2017-01-01","Q2896892","Berbere","Q804883","Bale Zone","Q202107","Oromia Region","Q115","Ethiopia",820.997770956577,16.61,8.07480730029995,469.823232771949,0.8936255,0.06619448,0.3309724,0,0.08825931,5.657532399,0,90642,2.90936106983655
106,"2017-01-01","Q3479998","Seru","Q646859","Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",760.308126895134,16.61,8.10739731840346,470.29820775956,0,0.04172839,0.14604937,0,0.3338271,4.72067266,0,47929,1.01153653235245
