d3mIndex,pmid,py,py2,py3,minpol,rbal,lnkmdist,mido
28652,0,74,5476,405224.0,-7.0,0.592474769635805,8.26539293085222,0
28653,0,75,5625,421875.0,-7.0,0.524698133918771,8.26539293085222,0
28654,0,76,5776,438976.0,7.0,0.440012729394293,8.26539293085222,0
28655,0,77,5929,456533.0,7.0,0.438406884819374,8.26539293085222,0
28656,0,78,6084,474552.0,7.0,0.43034799874595,8.26539293085222,0
28657,0,79,6241,493039.0,7.0,0.426020664058582,8.26539293085222,0
28658,0,80,6400,512000.0,7.0,0.43215876873228,8.26539293085222,0
28659,0,81,6561,531441.0,-10.0,0.524154097024052,8.26539293085222,0
28660,0,82,6724,551368.0,-2.0,0.405343945423536,8.26539293085222,0
28661,0,83,6889,571787.0,-2.0,,8.26539293085222,0
28662,0,84,7056,592704.0,-2.0,,8.26539293085222,0
28663,0,85,7225,614125.0,-2.0,,8.26539293085222,0
28664,0,86,7396,636056.0,-10.0,,8.26539293085222,0
28665,0,87,7569,658503.0,-10.0,,8.26539293085222,0
28666,0,88,7744,681472.0,4.0,,8.26539293085222,0
28667,0,89,7921,704969.0,,,8.26539293085222,0
28668,0,71,5041,357911.0,-6.0,0.7561494796594129,8.54012816269873,0
28669,0,72,5184,373248.0,2.0,0.797831488592726,8.54012816269873,0
28670,0,73,5329,389017.0,-7.0,0.7982513661202191,8.54012816269873,0
28671,0,74,5476,405224.0,-7.0,0.691908905758193,8.54012816269873,0
28672,0,75,5625,421875.0,-7.0,0.8002092050209201,8.54012816269873,0
28673,0,76,5776,438976.0,7.0,0.9638379942140792,8.54012816269873,0
28674,0,77,5929,456533.0,7.0,0.940196302214106,8.54012816269873,0
28675,0,78,6084,474552.0,7.0,0.994171928120447,8.54012816269873,0
28676,0,79,6241,493039.0,7.0,0.99058158700259,8.54012816269873,0
28677,0,80,6400,512000.0,6.0,0.998129092609916,8.54012816269873,0
28678,0,81,6561,531441.0,-10.0,0.8749756951195801,8.54012816269873,0
28679,0,82,6724,551368.0,-2.0,0.180865751644603,8.54012816269873,0
28680,0,83,6889,571787.0,-2.0,,8.54012816269873,0
28681,0,84,7056,592704.0,-2.0,,8.54012816269873,0
28682,0,85,7225,614125.0,-2.0,,8.54012816269873,0
28683,0,86,7396,636056.0,-10.0,,8.54012816269873,0
28684,0,87,7569,658503.0,-10.0,,8.54012816269873,0
28685,0,88,7744,681472.0,4.0,,8.54012816269873,0
28686,0,89,7921,704969.0,,,8.54012816269873,0
28687,0,71,5041,357911.0,-6.0,0.16519496757052402,8.656955133791401,0
28688,0,72,5184,373248.0,7.0,0.162518355359765,8.656955133791401,0
28689,0,73,5329,389017.0,-7.0,0.16065596797415502,8.656955133791401,0
28690,0,74,5476,405224.0,-7.0,0.187998189982248,8.656955133791401,0
28691,0,75,5625,421875.0,-7.0,0.157501070875482,8.656955133791401,0
28692,0,76,5776,438976.0,7.0,0.13555998562044502,8.656955133791401,0
28693,0,77,5929,456533.0,7.0,0.138604150847887,8.656955133791401,0
28694,0,78,6084,474552.0,7.0,0.119539028709106,8.656955133791401,0
28695,0,79,6241,493039.0,7.0,0.122398985532307,8.656955133791401,0
28696,0,80,6400,512000.0,7.0,0.128515507377296,8.656955133791401,0
28697,0,81,6561,531441.0,-10.0,0.150883060494044,8.656955133791401,0
28698,0,82,6724,551368.0,-2.0,0.7365556020817131,8.656955133791401,0
28699,0,83,6889,571787.0,-2.0,,8.656955133791401,0
28700,0,84,7056,592704.0,-2.0,,8.656955133791401,0
28701,0,85,7225,614125.0,-2.0,,8.656955133791401,0
28702,0,86,7396,636056.0,-10.0,,8.656955133791401,0
28703,0,87,7569,658503.0,-10.0,,8.656955133791401,0
28704,0,88,7744,681472.0,4.0,,8.656955133791401,0
28705,0,89,7921,704969.0,,,8.656955133791401,0
28706,0,71,5041,357911.0,-6.0,0.0786590016929918,8.70566247879643,0
28707,0,72,5184,373248.0,7.0,0.0771281229311126,8.70566247879643,0
28708,0,73,5329,389017.0,-7.0,0.0794974717197519,8.70566247879643,0
28709,0,74,5476,405224.0,-7.0,0.0928038764218702,8.70566247879643,1
28710,1,0,0,0.0,-7.0,0.0783979268832724,8.70566247879643,0
28711,1,0,0,0.0,7.0,0.0684431977559607,8.70566247879643,0
28712,1,1,1,1.0,7.0,0.0696712838536283,8.70566247879643,0
28713,1,2,4,8.0,7.0,0.0653173873045078,8.70566247879643,0
28714,1,3,9,27.0,7.0,0.0653666194668473,8.70566247879643,0
28715,1,4,16,64.0,7.0,0.0669416691500541,8.70566247879643,0
28716,1,5,25,125.0,-10.0,0.0818988168224597,8.70566247879643,0
28717,1,6,36,216.0,-2.0,0.403579213032006,8.70566247879643,0
28718,1,7,49,343.0,-2.0,,8.70566247879643,0
28719,1,8,64,512.0,-2.0,,8.70566247879643,0
28720,1,9,81,729.0,-2.0,,8.70566247879643,0
28721,1,10,100,1000.0,-10.0,,8.70566247879643,0
28722,1,11,121,1331.0,-10.0,,8.70566247879643,0
28723,1,12,144,1728.0,4.0,,8.70566247879643,0
28724,1,13,169,2197.0,,,8.70566247879643,0
28725,0,71,5041,357911.0,-6.0,0.8512180390577809,8.71719093322313,0
28726,0,72,5184,373248.0,7.0,0.8288709979404609,8.71719093322313,0
28727,0,73,5329,389017.0,-7.0,0.8546609377918921,8.71719093322313,0
