d3mIndex,administrative_area_level_1,administrative_area_level_2,parseDate,uniloc.x,precipitation,year,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,ISOALPHA,COUNTRYNM,un_wpp_pop_est_li,un_wpp_pop_dens_li,uniloc.y,Maize(white)-Retail_li,Wheat-Wholesale_li
100,Afar,Afar Zone 1,2012-05,Ethiopia-AFFAR REGION-ZONE 1,15.996442936875,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,508033.733333333,14.517029333333301,,,
101,Afar,Afar Zone 1,2012-06,Ethiopia-AFFAR REGION-ZONE 1,7.36701746425,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,508950.36666666705,14.543222166666698,,,
102,Afar,Afar Zone 1,2012-07,Ethiopia-AFFAR REGION-ZONE 1,111.674511515,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,509867.0,14.569415,,,
103,Afar,Afar Zone 1,2012-08,Ethiopia-AFFAR REGION-ZONE 1,141.2057984875,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,510783.63333333295,14.595607833333302,,,
104,Afar,Afar Zone 1,2012-09,Ethiopia-AFFAR REGION-ZONE 1,21.99626244125,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,511700.266666667,14.621800666666699,,,
105,Afar,Afar Zone 1,2012-10,Ethiopia-AFFAR REGION-ZONE 1,1.201166279375,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,512616.9,14.6479935,,,
106,Afar,Afar Zone 1,2012-11,Ethiopia-AFFAR REGION-ZONE 1,0.6992781672499999,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,513533.533333333,14.674186333333301,,,
107,Afar,Afar Zone 1,2012-12,Ethiopia-AFFAR REGION-ZONE 1,1.981669074875,2012.0,35332.18,336.4713,34995.71,ETH,Ethiopia,514450.16666666704,14.700379166666698,,,
108,Afar,Afar Zone 1,2013-01,Ethiopia-AFFAR REGION-ZONE 1,5.3321853164999995,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,515366.8,14.726572,,,
109,Afar,Afar Zone 1,2013-02,Ethiopia-AFFAR REGION-ZONE 1,2.084389347125,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,516283.43333333294,14.752764833333302,,,
110,Afar,Afar Zone 1,2013-03,Ethiopia-AFFAR REGION-ZONE 1,77.25712032125,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,517200.06666666706,14.778957666666699,,,
111,Afar,Afar Zone 1,2013-04,Ethiopia-AFFAR REGION-ZONE 1,53.04351704375,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,518116.7,14.8051505,,,
112,Afar,Afar Zone 1,2013-05,Ethiopia-AFFAR REGION-ZONE 1,22.70125798,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,519033.33333333296,14.831343333333301,,,
113,Afar,Afar Zone 1,2013-06,Ethiopia-AFFAR REGION-ZONE 1,1.0853999161249999,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,519949.966666667,14.857536166666698,,,
114,Afar,Afar Zone 1,2013-07,Ethiopia-AFFAR REGION-ZONE 1,84.3843723,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,520866.6,14.883729,,,
115,Afar,Afar Zone 1,2013-08,Ethiopia-AFFAR REGION-ZONE 1,139.231890155,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,521783.233333333,14.909921833333302,,,
116,Afar,Afar Zone 1,2013-09,Ethiopia-AFFAR REGION-ZONE 1,31.776696075,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,522699.86666666705,14.936114666666699,,,
117,Afar,Afar Zone 1,2013-10,Ethiopia-AFFAR REGION-ZONE 1,56.33267647625,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,523616.5,14.962307500000001,,,
118,Afar,Afar Zone 1,2013-11,Ethiopia-AFFAR REGION-ZONE 1,2.8902172877499996,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,524533.133333333,14.9885003333333,,,
119,Afar,Afar Zone 1,2013-12,Ethiopia-AFFAR REGION-ZONE 1,5.818399387375,2013.0,35332.18,336.4713,34995.71,ETH,Ethiopia,525449.7666666671,15.014693166666698,,,
120,Afar,Afar Zone 1,2014-01,Ethiopia-AFFAR REGION-ZONE 1,2.5629158416249997,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,526366.4,15.040885999999999,,,
121,Afar,Afar Zone 1,2014-02,Ethiopia-AFFAR REGION-ZONE 1,4.5812845730000005,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,527283.033333333,15.067078833333301,,,
122,Afar,Afar Zone 1,2014-03,Ethiopia-AFFAR REGION-ZONE 1,31.78617861625,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,528199.666666667,15.093271666666698,,,
123,Afar,Afar Zone 1,2014-04,Ethiopia-AFFAR REGION-ZONE 1,44.4503980175,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,529116.3,15.1194645,,,
124,Afar,Afar Zone 1,2014-05,Ethiopia-AFFAR REGION-ZONE 1,49.33014159625,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,530032.933333333,15.145657333333302,,,
125,Afar,Afar Zone 1,2014-06,Ethiopia-AFFAR REGION-ZONE 1,5.75420150725,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,530949.566666667,15.1718501666667,,,
126,Afar,Afar Zone 1,2014-07,Ethiopia-AFFAR REGION-ZONE 1,80.77575595875,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,531866.2,15.198042999999998,,,
127,Afar,Afar Zone 1,2014-08,Ethiopia-AFFAR REGION-ZONE 1,118.11536308875,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,532782.833333333,15.224235833333301,,,
128,Afar,Afar Zone 1,2014-09,Ethiopia-AFFAR REGION-ZONE 1,60.3489966275,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,533699.466666667,15.250428666666698,,,
129,Afar,Afar Zone 1,2014-10,Ethiopia-AFFAR REGION-ZONE 1,52.1281044375,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,534616.1,15.2766215,,,
130,Afar,Afar Zone 1,2014-11,Ethiopia-AFFAR REGION-ZONE 1,1.54507516725,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,535532.7333333329,15.302814333333302,,,
131,Afar,Afar Zone 1,2014-12,Ethiopia-AFFAR REGION-ZONE 1,13.13583748125,2014.0,35332.18,336.4713,34995.71,ETH,Ethiopia,536449.366666667,15.329007166666699,,,
132,Afar,Afar Zone 1,2015-01,Ethiopia-AFFAR REGION-ZONE 1,4.307398331,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,537366.0,15.3552,Ethiopia-Afar-Asayta,6.75,
133,Afar,Afar Zone 1,2015-02,Ethiopia-AFFAR REGION-ZONE 1,2.112789985375,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,538307.65,15.382107500000002,Ethiopia-Afar-Asayta,6.755555555555559,
134,Afar,Afar Zone 1,2015-03,Ethiopia-AFFAR REGION-ZONE 1,22.121618572625,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,539249.3,15.409015,Ethiopia-Afar-Asayta,6.76111111111111,
135,Afar,Afar Zone 1,2015-04,Ethiopia-AFFAR REGION-ZONE 1,31.0772374625,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,540190.95,15.4359225,Ethiopia-Afar-Asayta,6.76666666666667,
136,Afar,Afar Zone 1,2015-05,Ethiopia-AFFAR REGION-ZONE 1,44.985527975,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,541132.6,15.462829999999999,Ethiopia-Afar-Asayta,6.7722222222222195,
137,Afar,Afar Zone 1,2015-06,Ethiopia-AFFAR REGION-ZONE 1,16.41889228625,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,542074.25,15.4897375,Ethiopia-Afar-Asayta,6.77777777777778,
138,Afar,Afar Zone 1,2015-07,Ethiopia-AFFAR REGION-ZONE 1,27.888715635,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,543015.9,15.516645,Ethiopia-Afar-Asayta,6.7833333333333306,
139,Afar,Afar Zone 1,2015-08,Ethiopia-AFFAR REGION-ZONE 1,169.330575925,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,543957.55,15.543552499999999,Ethiopia-Afar-Asayta,6.78888888888889,
140,Afar,Afar Zone 1,2015-09,Ethiopia-AFFAR REGION-ZONE 1,53.13863651375,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,544899.2,15.57046,Ethiopia-Afar-Asayta,6.794444444444441,
141,Afar,Afar Zone 1,2015-10,Ethiopia-AFFAR REGION-ZONE 1,4.7649770746249995,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,545840.85,15.597367499999999,Ethiopia-Afar-Asayta,6.8,
142,Afar,Afar Zone 1,2015-11,Ethiopia-AFFAR REGION-ZONE 1,6.175726060750001,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,546782.5,15.624275,Ethiopia-Afar-Asayta,6.0,
143,Afar,Afar Zone 1,2015-12,Ethiopia-AFFAR REGION-ZONE 1,6.15741897,2015.0,35332.18,336.4713,34995.71,ETH,Ethiopia,547724.15,15.6511825,Ethiopia-Afar-Asayta,6.0,
144,Afar,Afar Zone 1,2016-01,Ethiopia-AFFAR REGION-ZONE 1,21.46349313125,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,548665.8,15.67809,Ethiopia-Afar-Asayta,6.0,
145,Afar,Afar Zone 1,2016-02,Ethiopia-AFFAR REGION-ZONE 1,16.1239644555,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,549607.45,15.704997500000001,,,
146,Afar,Afar Zone 1,2016-03,Ethiopia-AFFAR REGION-ZONE 1,9.325413845875,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,550549.1,15.731905,,,
147,Afar,Afar Zone 1,2016-04,Ethiopia-AFFAR REGION-ZONE 1,101.52341274,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,551490.75,15.7588125,,,
148,Afar,Afar Zone 1,2016-05,Ethiopia-AFFAR REGION-ZONE 1,39.05451388625,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,552432.4,15.785720000000001,,,
149,Afar,Afar Zone 1,2016-06,Ethiopia-AFFAR REGION-ZONE 1,24.090285767375,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,553374.05,15.8126275,,,
150,Afar,Afar Zone 1,2016-07,Ethiopia-AFFAR REGION-ZONE 1,116.86014478375,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,554315.7,15.839535,,,
151,Afar,Afar Zone 1,2016-08,Ethiopia-AFFAR REGION-ZONE 1,138.7357343325,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,555257.35,15.866442499999998,,,
152,Afar,Afar Zone 1,2016-09,Ethiopia-AFFAR REGION-ZONE 1,37.15265879125,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,556199.0,15.89335,,,
153,Afar,Afar Zone 1,2016-10,Ethiopia-AFFAR REGION-ZONE 1,6.015603052375,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,557140.65,15.920257500000002,,,
154,Afar,Afar Zone 1,2016-11,Ethiopia-AFFAR REGION-ZONE 1,11.451953082874999,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,558082.3,15.947165,,,
155,Afar,Afar Zone 1,2016-12,Ethiopia-AFFAR REGION-ZONE 1,5.942137698125,2016.0,35332.18,336.4713,34995.71,ETH,Ethiopia,559023.95,15.9740725,,,
156,Afar,Afar Zone 1,2017-01,Ethiopia-AFFAR REGION-ZONE 1,9.500334854,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,559965.6,16.00098,,,
157,Afar,Afar Zone 1,2017-02,Ethiopia-AFFAR REGION-ZONE 1,26.02396336,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,560907.25,16.0278875,,,
158,Afar,Afar Zone 1,2017-03,Ethiopia-AFFAR REGION-ZONE 1,38.089115805,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,561848.9,16.054795000000002,,,
159,Afar,Afar Zone 1,2017-04,Ethiopia-AFFAR REGION-ZONE 1,37.52172974375,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,562790.55,16.0817025,,,
160,Afar,Afar Zone 1,2017-05,Ethiopia-AFFAR REGION-ZONE 1,38.154846505,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,563732.2,16.108610000000002,,,
161,Afar,Afar Zone 1,2017-06,Ethiopia-AFFAR REGION-ZONE 1,8.643979320625,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,564673.85,16.1355175,,,
162,Afar,Afar Zone 1,2017-07,Ethiopia-AFFAR REGION-ZONE 1,63.88490483125,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,565615.5,16.162425,,,
163,Afar,Afar Zone 1,2017-08,Ethiopia-AFFAR REGION-ZONE 1,107.693226735,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,566557.15,16.189332500000003,,,
164,Afar,Afar Zone 1,2017-09,Ethiopia-AFFAR REGION-ZONE 1,59.37377066875,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,567498.8,16.21624,,,
165,Afar,Afar Zone 1,2017-10,Ethiopia-AFFAR REGION-ZONE 1,19.19733634375,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,568440.45,16.2431475,,,
166,Afar,Afar Zone 1,2017-11,Ethiopia-AFFAR REGION-ZONE 1,6.287576923875,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,569382.1,16.270055,,,
167,Afar,Afar Zone 1,2017-12,Ethiopia-AFFAR REGION-ZONE 1,7.906969781375,2017.0,35332.18,336.4713,34995.71,ETH,Ethiopia,570323.75,16.2969625,,,
168,Afar,Afar Zone 2,2011-01,Ethiopia-AFFAR REGION-ZONE 2,2.555863806125,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,420492.0,14.818426,,,
169,Afar,Afar Zone 2,2011-02,Ethiopia-AFFAR REGION-ZONE 2,3.6037360153750004,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,421273.16666666704,14.845954833333302,,,
170,Afar,Afar Zone 2,2011-03,Ethiopia-AFFAR REGION-ZONE 2,31.210559201875,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,422054.33333333296,14.873483666666699,,,
171,Afar,Afar Zone 2,2011-04,Ethiopia-AFFAR REGION-ZONE 2,24.68113306775,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,422835.5,14.9010125,,,
172,Afar,Afar Zone 2,2011-05,Ethiopia-AFFAR REGION-ZONE 2,33.46257921,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,423616.66666666704,14.928541333333301,,,
173,Afar,Afar Zone 2,2011-06,Ethiopia-AFFAR REGION-ZONE 2,15.590773817750001,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,424397.83333333296,14.956070166666699,,,
174,Afar,Afar Zone 2,2011-07,Ethiopia-AFFAR REGION-ZONE 2,74.8404847325,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,425179.0,14.983599,,,
175,Afar,Afar Zone 2,2011-08,Ethiopia-AFFAR REGION-ZONE 2,65.80721123125,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,425960.16666666704,15.011127833333301,,,
176,Afar,Afar Zone 2,2011-09,Ethiopia-AFFAR REGION-ZONE 2,27.157596545,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,426741.33333333296,15.038656666666698,,,
177,Afar,Afar Zone 2,2011-10,Ethiopia-AFFAR REGION-ZONE 2,8.26436306525,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,427522.5,15.066185500000001,,,
178,Afar,Afar Zone 2,2011-11,Ethiopia-AFFAR REGION-ZONE 2,55.059758178625,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,428303.66666666704,15.0937143333333,,,
179,Afar,Afar Zone 2,2011-12,Ethiopia-AFFAR REGION-ZONE 2,5.058346731,2011.0,28607.87,231.5652,28376.3,ETH,Ethiopia,429084.83333333296,15.121243166666698,,,
180,Afar,Afar Zone 2,2012-01,Ethiopia-AFFAR REGION-ZONE 2,5.167624560625,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,429866.0,15.148772,,,
181,Afar,Afar Zone 2,2012-02,Ethiopia-AFFAR REGION-ZONE 2,5.555887566125,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,430647.16666666704,15.176300833333302,,,
182,Afar,Afar Zone 2,2012-03,Ethiopia-AFFAR REGION-ZONE 2,32.979831163125,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,431428.33333333296,15.203829666666698,,,
183,Afar,Afar Zone 2,2012-04,Ethiopia-AFFAR REGION-ZONE 2,113.18471665125,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,432209.5,15.231358499999999,,,
184,Afar,Afar Zone 2,2012-05,Ethiopia-AFFAR REGION-ZONE 2,23.13504355625,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,432990.66666666704,15.258887333333302,,,
185,Afar,Afar Zone 2,2012-06,Ethiopia-AFFAR REGION-ZONE 2,8.133517979375,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,433771.83333333296,15.2864161666667,,,
186,Afar,Afar Zone 2,2012-07,Ethiopia-AFFAR REGION-ZONE 2,59.30207656125,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,434553.0,15.313945,,,
187,Afar,Afar Zone 2,2012-08,Ethiopia-AFFAR REGION-ZONE 2,68.1902961175,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,435334.16666666704,15.341473833333302,,,
188,Afar,Afar Zone 2,2012-09,Ethiopia-AFFAR REGION-ZONE 2,11.289593900125,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,436115.33333333296,15.369002666666699,,,
189,Afar,Afar Zone 2,2012-10,Ethiopia-AFFAR REGION-ZONE 2,6.353295420499999,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,436896.5,15.3965315,,,
190,Afar,Afar Zone 2,2012-11,Ethiopia-AFFAR REGION-ZONE 2,6.011698078625,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,437677.66666666704,15.424060333333301,,,
191,Afar,Afar Zone 2,2012-12,Ethiopia-AFFAR REGION-ZONE 2,2.7879423823750002,2012.0,28607.87,231.5652,28376.3,ETH,Ethiopia,438458.83333333296,15.451589166666698,,,
192,Afar,Afar Zone 2,2013-01,Ethiopia-AFFAR REGION-ZONE 2,13.62587216175,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,439240.0,15.479118,,,
193,Afar,Afar Zone 2,2013-02,Ethiopia-AFFAR REGION-ZONE 2,3.9753399044999997,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,440021.16666666704,15.506646833333301,,,
194,Afar,Afar Zone 2,2013-03,Ethiopia-AFFAR REGION-ZONE 2,37.9087376125,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,440802.33333333296,15.534175666666698,,,
195,Afar,Afar Zone 2,2013-04,Ethiopia-AFFAR REGION-ZONE 2,49.0577936125,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,441583.5,15.561704500000001,,,
196,Afar,Afar Zone 2,2013-05,Ethiopia-AFFAR REGION-ZONE 2,11.40293563,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,442364.66666666704,15.589233333333302,,,
197,Afar,Afar Zone 2,2013-06,Ethiopia-AFFAR REGION-ZONE 2,8.20286743575,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,443145.83333333296,15.616762166666698,,,
198,Afar,Afar Zone 2,2013-07,Ethiopia-AFFAR REGION-ZONE 2,73.47562484,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,443927.0,15.644291,,,
199,Afar,Afar Zone 2,2013-08,Ethiopia-AFFAR REGION-ZONE 2,77.037631575,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,444708.16666666704,15.671819833333302,,,
200,Afar,Afar Zone 2,2013-09,Ethiopia-AFFAR REGION-ZONE 2,28.498073374,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,445489.33333333296,15.6993486666667,,,
201,Afar,Afar Zone 2,2013-10,Ethiopia-AFFAR REGION-ZONE 2,37.1472988375,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,446270.5,15.726877499999999,,,
202,Afar,Afar Zone 2,2013-11,Ethiopia-AFFAR REGION-ZONE 2,4.5929560325,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,447051.66666666704,15.754406333333302,,,
203,Afar,Afar Zone 2,2013-12,Ethiopia-AFFAR REGION-ZONE 2,7.4343782921249995,2013.0,28607.87,231.5652,28376.3,ETH,Ethiopia,447832.83333333296,15.781935166666699,,,
204,Afar,Afar Zone 2,2014-01,Ethiopia-AFFAR REGION-ZONE 2,1.684411134,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,448614.0,15.809464000000002,,,
205,Afar,Afar Zone 2,2014-02,Ethiopia-AFFAR REGION-ZONE 2,9.191717423,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,449395.16666666704,15.836992833333301,,,
206,Afar,Afar Zone 2,2014-03,Ethiopia-AFFAR REGION-ZONE 2,14.589073315875002,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,450176.33333333296,15.864521666666699,,,
207,Afar,Afar Zone 2,2014-04,Ethiopia-AFFAR REGION-ZONE 2,50.9978140475,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,450957.5,15.8920505,,,
208,Afar,Afar Zone 2,2014-05,Ethiopia-AFFAR REGION-ZONE 2,53.2459001025,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,451738.66666666704,15.919579333333301,,,
209,Afar,Afar Zone 2,2014-06,Ethiopia-AFFAR REGION-ZONE 2,7.2887744345000005,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,452519.83333333296,15.947108166666698,,,
210,Afar,Afar Zone 2,2014-07,Ethiopia-AFFAR REGION-ZONE 2,66.7029421175,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,453301.0,15.974637,,,
211,Afar,Afar Zone 2,2014-08,Ethiopia-AFFAR REGION-ZONE 2,120.08154473625,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,454082.16666666704,16.0021658333333,,,
212,Afar,Afar Zone 2,2014-09,Ethiopia-AFFAR REGION-ZONE 2,50.72609449375,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,454863.33333333296,16.0296946666667,,,
213,Afar,Afar Zone 2,2014-10,Ethiopia-AFFAR REGION-ZONE 2,38.95293166,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,455644.5,16.0572235,,,
214,Afar,Afar Zone 2,2014-11,Ethiopia-AFFAR REGION-ZONE 2,8.16813540125,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,456425.66666666704,16.084752333333302,,,
215,Afar,Afar Zone 2,2014-12,Ethiopia-AFFAR REGION-ZONE 2,6.81356379225,2014.0,28607.87,231.5652,28376.3,ETH,Ethiopia,457206.83333333296,16.112281166666698,,,
216,Afar,Afar Zone 2,2015-01,Ethiopia-AFFAR REGION-ZONE 2,3.679409606,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,457988.0,16.13981,,,
217,Afar,Afar Zone 2,2015-02,Ethiopia-AFFAR REGION-ZONE 2,1.04613996475,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,458790.61666666705,16.168094666666697,,,
218,Afar,Afar Zone 2,2015-03,Ethiopia-AFFAR REGION-ZONE 2,41.81345569625,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,459593.233333333,16.1963793333333,,,
219,Afar,Afar Zone 2,2015-04,Ethiopia-AFFAR REGION-ZONE 2,30.1135485,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,460395.85,16.224664,,,
220,Afar,Afar Zone 2,2015-05,Ethiopia-AFFAR REGION-ZONE 2,32.35106433625,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,461198.466666667,16.252948666666697,,,
221,Afar,Afar Zone 2,2015-06,Ethiopia-AFFAR REGION-ZONE 2,18.1919890275,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,462001.08333333296,16.2812333333333,,,
222,Afar,Afar Zone 2,2015-07,Ethiopia-AFFAR REGION-ZONE 2,29.018091665375,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,462803.7,16.309518,,,
223,Afar,Afar Zone 2,2015-08,Ethiopia-AFFAR REGION-ZONE 2,92.8342301975,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,463606.31666666706,16.337802666666697,,,
224,Afar,Afar Zone 2,2015-09,Ethiopia-AFFAR REGION-ZONE 2,38.23472150375,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,464408.93333333294,16.3660873333333,,,
225,Afar,Afar Zone 2,2015-10,Ethiopia-AFFAR REGION-ZONE 2,4.5410762917500005,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,465211.55,16.394372,,,
226,Afar,Afar Zone 2,2015-11,Ethiopia-AFFAR REGION-ZONE 2,7.88680967025,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,466014.16666666704,16.422656666666697,,,
227,Afar,Afar Zone 2,2015-12,Ethiopia-AFFAR REGION-ZONE 2,21.542295750625,2015.0,28607.87,231.5652,28376.3,ETH,Ethiopia,466816.783333333,16.4509413333333,,,
228,Afar,Afar Zone 2,2016-01,Ethiopia-AFFAR REGION-ZONE 2,10.13155072475,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,467619.4,16.479226,,,
229,Afar,Afar Zone 2,2016-02,Ethiopia-AFFAR REGION-ZONE 2,16.641178630125,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,468422.016666667,16.507510666666697,,,
230,Afar,Afar Zone 2,2016-03,Ethiopia-AFFAR REGION-ZONE 2,16.342646637875,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,469224.63333333295,16.5357953333333,,,
231,Afar,Afar Zone 2,2016-04,Ethiopia-AFFAR REGION-ZONE 2,82.94397657875,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,470027.25,16.56408,,,
232,Afar,Afar Zone 2,2016-05,Ethiopia-AFFAR REGION-ZONE 2,49.05257357,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,470829.86666666705,16.592364666666697,,,
233,Afar,Afar Zone 2,2016-06,Ethiopia-AFFAR REGION-ZONE 2,13.573185993875,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,471632.483333333,16.6206493333333,,,
234,Afar,Afar Zone 2,2016-07,Ethiopia-AFFAR REGION-ZONE 2,156.75339696375,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,472435.1,16.648934,,,
235,Afar,Afar Zone 2,2016-08,Ethiopia-AFFAR REGION-ZONE 2,103.44802692375,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,473237.716666667,16.677218666666697,,,
236,Afar,Afar Zone 2,2016-09,Ethiopia-AFFAR REGION-ZONE 2,36.83925119375,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,474040.33333333296,16.7055033333333,,,
237,Afar,Afar Zone 2,2016-10,Ethiopia-AFFAR REGION-ZONE 2,7.7367781185,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,474842.95,16.733788,,,
238,Afar,Afar Zone 2,2016-11,Ethiopia-AFFAR REGION-ZONE 2,9.592524288125,2016.0,28607.87,231.5652,28376.3,ETH,Ethiopia,475645.56666666706,16.762072666666697,,,
