d3mIndex,log(wdi.pop),wdi.popurb.mi,ythbul4,log1p(bnk.unrest),log1p(bnk.strikes),log1p(nvc.dosregt),nvc.ongoing,civilwar,nvc.start.1
5,15.987353507615952,8.221,0.1934649984,0.0,0.0,0.0,0,0,0.0
6,16.007559989526207,8.508,0.1932048682,0.0,0.0,0.0,0,0,0.0
7,16.028366000991802,8.805,0.1939140811,0.0,0.0,0.0,0,0,0.0
8,16.049764025086006,9.11,0.1946204074,0.0,0.0,0.0,0,0,0.0
9,16.071751248473962,9.426,0.1953221957,0.0,0.0,0.0,0,0,0.0
10,16.094316658390046,9.75,0.1961114227,0.0,0.0,0.0,0,0,0.0
11,16.117107663058967,10.085,0.1953696925,0.0,0.0,0.0,0,0,0.0
12,16.140043231099465,10.43,0.1947330706,0.0,0.0,0.0,0,0,0.0
13,16.163620489750787,10.786,0.1943738498,0.0,0.0,0.6931471805599453,0,0,0.0
14,16.188478715678713,11.152,0.1937997773,0.0,0.0,0.0,0,0,0.0
15,16.214824914296234,11.529000000000002,0.1934809862,0.6931471805599453,0.0,0.0,0,0,0.0
16,16.242386001375,11.917,0.1920475841,0.0,0.0,0.0,0,0,0.0
17,16.27033396051349,12.316,0.191043354,0.0,0.0,0.0,0,0,0.0
18,16.297609269180047,12.726,0.1901664731,0.0,0.0,0.0,0,0,0.0
19,16.322960275954202,13.149,0.1897307925,0.0,0.0,0.0,0,0,0.0
20,16.345373842853522,13.583,0.1898415519,0.0,0.0,0.6931471805599453,0,0,0.0
21,16.365487618661398,14.029000000000002,0.1890753251,0.0,0.0,0.0,0,0,0.0
22,16.383107177564117,14.487,0.1887452689,0.0,0.0,1.0986122886681096,0,0,0.0
23,16.39569685678751,14.958,0.1887165021,0.0,0.0,0.0,0,1,0.0
24,16.40004592801083,15.435,0.1892764405,0.0,0.0,0.0,0,1,0.0
25,16.394243787566182,15.681,0.1902580008,0.6931471805599453,1.0986122886681096,0.0,0,1,0.0
26,16.377670490132388,15.93,0.1897883295,1.0986122886681096,0.0,0.0,0,1,0.0
27,16.351941250515367,16.182000000000002,0.1897169604,0.0,0.0,0.0,0,1,0.0
28,16.320377338983928,16.437,0.19,0.0,0.0,0.6931471805599453,0,1,0.0
29,16.288193214920895,16.695999999999998,0.1904577792,0.0,0.0,0.0,0,1,0.0
30,16.260374163243892,16.958,0.191049505,0.0,0.0,0.0,0,1,0.0
31,16.236983764679845,17.223,0.1907533139,1.0986122886681096,0.0,1.0986122886681096,0,1,0.0
32,16.219126436849514,17.491,0.191168021,0.0,0.0,0.6931471805599453,0,1,0.0
33,16.214618277270414,17.762999999999995,0.1918236407,0.0,0.0,0.0,0,1,0.0
34,16.232791526235044,18.038,0.1920257753,0.0,0.0,0.0,0,1,0.0
35,16.27776192048789,18.316,0.1909914058,0.0,0.0,1.0986122886681096,0,1,0.0
36,16.350162709092597,18.597,0.1907604833,0.0,0.0,0.0,0,1,0.0
37,16.44103935975117,18.882,0.1904084798,0.0,0.0,0.0,0,1,0.0
38,16.535181311484457,19.17,0.1898786137,0.0,0.0,0.0,0,1,0.0
39,16.6179625263891,19.462,0.189554813,0.0,0.0,0.0,0,1,0.0
40,16.682617839941695,19.757,0.1899444164,0.0,0.0,0.0,0,1,0.0
41,16.728692778914304,20.055,0.1892675852,0.0,0.0,0.0,0,1,0.0
42,16.761066071468935,20.356,0.1888351566,0.0,0.0,0.0,0,1,0.0
43,16.785762753958725,20.661,0.1889021699,0.0,0.0,0.0,0,1,0.0
44,16.810596172479368,20.97,0.18931077920000006,0.0,0.0,0.0,0,1,0.0
45,16.840576365670408,21.282,0.1899719986,0.0,0.0,0.0,0,1,0.0
46,16.876458404654397,21.596,0.1900578621,0.0,0.0,0.6931471805599453,0,1,0.0
47,16.915729235251554,21.915,0.1907873377,0.6931471805599453,0.0,0.6931471805599453,0,1,0.0
48,16.95604171933224,22.237,0.1917909576,0.0,0.0,0.0,0,1,0.0
49,16.994342502169765,22.562,0.1930094032,1.0986122886681096,0.0,0.6931471805599453,0,1,0.0
50,17.028805036053978,22.895,0.1944595329,1.6094379124341005,0.0,0.6931471805599453,0,1,0.0
51,17.059324116597708,23.237,0.1955596214,0.6931471805599453,0.0,0.6931471805599453,0,1,0.0
52,17.086950103886217,23.587,0.1967679956,0.6931471805599453,0.0,1.0986122886681096,0,1,0.0
53,17.11253919500878,23.946,0.1981903485,0.6931471805599453,0.0,0.0,0,1,0.0
54,17.137238487055225,24.313,0.199980378,0.6931471805599453,0.0,0.6931471805599453,0,1,0.0
60,14.29099911744058,30.705,0.1843575419,0.0,0.0,0.0,0,0,0.0
61,14.322207671146483,30.943,0.1818181818,0.0,0.0,0.0,0,0,0.0
62,14.352774976174393,31.015,0.1786339755,0.0,0.0,0.0,0,0,0.0
63,14.382312463794355,31.086,0.1745042493,0.0,0.0,0.6931471805599453,0,0,0.0
64,14.411119328056788,31.158,0.1722619703,0.0,0.0,0.0,0,0,0.0
65,14.438659540437213,31.23,0.1705882353,0.0,0.0,0.0,0,0,0.0
66,14.46500517923262,31.302,0.17004680190000002,0.0,0.0,0.0,0,0,0.0
67,14.491307082687573,31.374,0.17054655870000002,0.0,0.0,0.0,0,0,0.0
68,14.519732189792464,31.446,0.17102020699999998,0.0,0.0,1.3862943611198906,0,0,0.0
69,14.548693023669788,31.548,0.1738712776,0.0,0.0,0.0,0,0,0.0
70,14.57420153545272,31.74,0.1769662921,0.0,0.0,1.0986122886681096,0,0,0.0
71,14.59843125562351,31.933000000000003,0.1809045226,0.0,0.0,0.0,0,0,0.0
72,14.623380986690538,32.126999999999995,0.185102587,0.0,0.0,0.0,0,0,0.0
73,14.647006508929026,32.321,0.1899782135,0.0,0.0,1.0986122886681096,0,0,0.0
74,14.669978650685715,32.516,0.1950596252,0.0,0.0,0.0,0,0,0.0
75,14.692990188782654,32.712,0.1990837151,0.0,0.0,0.0,0,0,0.0
76,14.71507254133241,32.908,0.2033414833,0.0,0.0,0.6931471805599453,0,0,0.0
77,14.737205063120966,33.105,0.2073365231,0.0,0.0,0.0,0,0,0.0
78,14.757962482074218,33.302,0.2111631538,0.0,0.0,0.0,0,0,0.0
79,14.777857052269932,33.5,0.2136033626,0.0,0.0,0.0,0,0,0.0
80,14.798336690883554,33.762,0.2145263946,0.0,0.0,0.6931471805599453,0,0,0.0
81,14.818366433947642,34.024,0.2139449541,0.0,0.0,0.6931471805599453,0,0,0.0
82,14.839499151772973,34.287,0.2120230382,0.0,0.0,0.0,0,0,0.0
83,14.860708005108751,34.552,0.2097457627,0.0,0.0,0.0,0,0,0.0
84,14.881747371288952,34.817,0.2078865444,0.0,0.0,0.0,0,0,0.0
85,14.902307317377666,35.083,0.20561379780000005,0.0,0.0,0.0,0,0,0.0
86,14.92163952548604,35.35,0.2040883614,0.0,0.0,0.0,0,0,0.0
87,14.941609925047315,35.619,0.2018613607,0.0,0.0,1.0986122886681096,0,0,0.0
88,14.960477030336106,35.88800000000001,0.1990610329,0.0,0.0,1.0986122886681096,0,0,0.0
89,14.987355650223508,36.158,0.1971744472,0.0,0.0,1.9459101490553128,0,0,1.0
90,15.005346506156824,36.428,0.1951961082,2.4849066497880004,0.6931471805599453,1.3862943611198906,1,0,0.0
91,14.999318409362026,36.7,0.1892466586,2.4849066497880004,1.3862943611198906,0.0,1,0,0.0
92,14.993254062100007,37.249,0.1839608203,0.6931471805599453,0.0,0.0,0,0,0.0
93,14.987152404172704,37.799,0.1798449612,1.0986122886681096,0.0,0.0,0,0,0.0
94,14.98101359910341,38.354,0.17678515260000002,0.0,0.0,0.0,0,0,0.0
95,14.974836562519041,38.911,0.17351162050000002,0.0,0.0,0.0,0,0,0.0
96,14.968621448528864,39.473,0.1696113074,0.6931471805599453,0.0,0.6931471805599453,0,0,0.0
97,14.962367147559867,40.035,0.1668822768,3.0445224377234235,0.0,0.0,0,1,0.0
98,14.956073803634608,40.601,0.1653134134,1.3862943611198906,0.0,0.0,0,0,0.0
99,14.949740280894735,41.169,0.165961601,0.0,0.0,0.6931471805599453,0,0,0.0
100,14.943366712555301,41.74100000000001,0.16796875,0.0,0.0,0.6931471805599453,0,0,0.0
101,14.935268036340478,42.435,0.1725706857,0.0,0.0,0.0,0,0,0.0
102,14.931119908019548,43.50100000000001,0.17766990289999998,0.0,0.0,0.0,0,0,0.0
103,14.925280039693375,44.573,0.1828130029,0.0,0.0,0.6931471805599453,0,0,0.0
104,14.918970743235981,45.651,0.18752,0.0,0.0,0.0,0,0,0.0
105,14.91169456741403,46.731,0.1906429026,0.0,0.0,0.0,0,0,0.0
106,14.903408317187171,47.815,0.1935381691,0.0,0.0,0.6931471805599453,0,0,0.0
107,14.894219414255545,48.902,0.1943217666,0.0,0.0,1.0986122886681096,0,0,0.0
108,14.884542634161642,49.99100000000001,0.1933354291,0.0,0.0,0.0,0,0,0.0
109,14.874793834281624,51.076,0.1904165362,0.6931471805599453,0.0,1.0986122886681096,0,0,0.0
115,16.41794665570246,39.004,0.1744213791,0.0,0.0,0.0,0,0,0.0
116,16.446466949116967,39.169,0.1735032831,0.0,0.0,0.0,0,0,0.0
117,16.47484841186923,39.334,0.1740010496,0.0,0.0,0.0,0,0,0.0
118,16.502735749315427,39.5,0.1757602212,0.0,0.0,0.0,0,0,0.0
119,16.530086884178036,39.665,0.1789495976,0.0,0.0,0.0,0,0,0.0
120,16.55711751352866,39.831,0.18156290670000005,0.0,0.0,0.0,0,0,0.0
121,16.584065781574346,39.997,0.1832979006,0.0,0.0,0.0,0,0,0.0
122,16.611246247680697,40.163,0.1844241175,0.0,0.0,0.0,0,0,0.0
123,16.63888245700375,40.33,0.185291547,0.0,0.0,0.0,0,0,0.0
124,16.666879094609634,40.497,0.187322325,0.0,0.0,0.0,0,0,0.0
125,16.695188450876483,40.928,0.1891844387,0.0,0.0,0.6931471805599453,0,0,0.0
126,16.724078806514882,41.794,0.1908652482,0.0,0.0,0.0,0,0,0.0
127,16.75386204589672,42.665,0.1921999451,0.0,0.0,0.0,0,0,0.0
128,16.78465262463413,43.542,0.1933974802,0.0,0.0,0.0,0,0,0.0
129,16.81642592604687,44.42,0.1952474025,1.791759469228055,0.0,0.6931471805599453,0,0,0.0
130,16.848854943874432,45.303,0.1973029459,0.0,0.0,0.0,0,0,0.0
131,16.881388012175254,46.18899999999999,0.1992486635,0.0,0.0,0.0,0,0,0.0
132,16.91336986008675,47.07899999999999,0.2009518033,0.0,0.0,0.0,0,0,0.0
133,16.944349502711407,47.968,0.2022354964,0.0,0.0,0.0,0,0,0.0
134,16.974185448747715,48.86,0.2025138437,0.0,0.0,0.0,0,0,0.0
135,17.002926592457396,49.722,0.202752372,0.0,0.0,0.6931471805599453,0,0,0.0
136,17.030576373957675,50.511,0.2030788434,1.3862943611198906,0.0,0.0,0,0,0.0
137,17.057188272546956,51.298,0.2033808983,0.6931471805599453,0.0,0.0,0,0,0.0
138,17.082784393929465,52.085,0.2039211036,0.0,0.0,0.0,0,0,0.0
139,17.107401240611456,52.871,0.2049670279,1.791759469228055,1.0986122886681096,0.0,0,1,0.0
140,17.130973964593228,53.657,0.2058889977,1.9459101490553128,0.0,0.0,0,1,0.0
141,17.153326437772712,54.43899999999999,0.20706661760000006,0.6931471805599453,0.0,0.0,0,1,0.0
142,17.174243938027885,55.219,0.2087492343,0.0,0.0,0.0,0,1,0.0
143,17.193625682217863,55.997,0.2111550968,1.0986122886681096,0.0,0.0,0,1,0.0
144,17.2115348489022,56.774,0.2137770521,0.0,0.0,0.0,0,1,0.0
145,17.228157673865105,57.544,0.2171801799,0.0,0.0,0.0,0,1,0.0
146,17.243688501968187,58.313,0.2209004516,0.0,0.0,0.0,0,1,0.0
147,17.258371020334508,59.118,0.2240938237,0.0,0.0,1.0986122886681096,0,1,0.0
148,17.272440583836037,59.919,0.226436104,0.0,0.0,0.6931471805599453,0,1,0.0
149,17.285929167260353,60.712,0.2284875089,1.6094379124341005,0.0,0.0,0,1,0.0
150,17.298993576207117,61.50100000000001,0.2293111125,1.0986122886681096,0.0,0.0,0,1,0.0
151,17.312122417021875,62.284,0.2290289224,0.0,0.0,0.0,0,1,0.0
152,17.325901449965514,63.06100000000001,0.228021978,0.0,0.0,0.0,0,1,0.0
153,17.34072050915992,63.83,0.2264047677,0.0,0.0,0.6931471805599453,0,0,0.0
154,17.356678961592202,64.593,0.2234367513,0.0,0.0,0.6931471805599453,0,0,0.0
155,17.37362743987304,65.348,0.2200725514,0.0,0.0,1.0986122886681096,0,0,0.0
156,17.391371834558676,66.097,0.2161612641,0.0,0.0,0.6931471805599453,0,0,0.0
157,17.409620491091562,66.822,0.2113876967,0.0,0.0,0.6931471805599453,0,0,0.0
159,15.73371661088968,17.737000000000005,0.1888676751,0.0,0.6931471805599453,0.0,0,1,0.0
160,15.75992673445526,18.228,0.1895565093,0.0,0.0,0.0,0,1,0.0
161,15.787428691063292,18.73,0.190118302,0.0,0.0,0.0,0,1,0.0
162,15.816882984821026,19.242,0.1906756757,0.0,0.0,0.0,0,1,0.0
163,15.848533876447238,19.766,0.1911495156,0.0,0.0,0.0,0,1,0.0
164,15.882609998286885,20.299,0.19081361510000006,0.0,0.0,0.0,0,1,0.0
165,15.918435811076135,20.843000000000004,0.1906738281,0.0,0.0,0.6931471805599453,0,1,0.0
166,15.954383539313525,21.398000000000003,0.1907677814,0.0,0.0,0.0,0,1,0.0
167,15.98852816310107,21.965,0.190736315,0.0,0.0,0.6931471805599453,0,1,0.0
168,16.019782025322698,22.541,0.1907125524,0.0,0.0,0.6931471805599453,0,1,0.0
169,16.04774593079697,23.128,0.18974579,0.0,0.0,0.0,0,1,0.0
170,16.073205183079473,23.725,0.1887483007,0.0,0.0,0.0,0,1,0.0
171,16.09769445455539,24.334,0.1882653061,0.0,0.0,0.0,0,1,0.0
172,16.123195922433506,24.952,0.1879041082,0.0,0.0,0.6931471805599453,0,1,0.0
173,16.150934891915053,25.582,0.1880019352,0.0,0.0,1.791759469228055,0,1,0.0
174,16.181326473680908,26.221,0.1874413366,0.0,0.0,1.0986122886681096,0,1,0.0
175,16.213656526608542,26.872,0.1874034354,0.0,0.0,1.0986122886681096,0,1,0.0
176,16.24667846956256,27.53,0.1878297573,0.0,0.0,0.6931471805599453,0,1,0.0
177,16.27880466354419,28.2,0.1884526952,0.0,0.0,0.0,0,1,0.0
178,16.30912518304284,28.88,0.1894258571,0.0,0.0,0.0,0,1,0.0
179,16.33738739357275,29.57,0.1895928692,0.0,0.0,0.0,0,1,0.0
180,16.364282689949945,30.268,0.1901188243,0.0,0.0,0.0,0,1,0.0
181,16.390984491117514,30.975,0.1909727508,0.0,0.0,0.0,0,1,0.0
182,16.418986304751847,31.692,0.1918294849,0.0,0.0,0.0,0,1,0.0
183,16.449191316835005,32.419000000000004,0.1927330174,0.0,0.0,1.0986122886681096,0,1,0.0
184,16.481716228045038,33.152,0.1926605505,0.0,0.0,0.6931471805599453,0,1,0.0
185,16.515970290879128,33.895,0.1928139691,0.0,0.0,0.6931471805599453,0,1,0.0
186,16.551245638325792,34.645,0.1929961089,0.0,0.0,0.0,0,0,0.0
187,16.586642907708278,35.405,0.1934574168,0.0,0.0,0.0,0,0,0.0
188,16.621556783304758,36.169,0.1941294196,0.0,0.0,0.6931471805599453,0,0,0.0
189,16.6558986313956,36.942,0.1940623163,0.0,0.0,0.0,0,0,0.0
190,16.68979945498032,37.722,0.1945791726,0.0,0.0,0.6931471805599453,0,0,0.0
191,16.723200432298743,38.509,0.1954207784,0.0,0.0,0.0,0,0,0.0
192,16.756081539748845,39.299,0.1964969011,0.0,0.0,0.6931471805599453,0,0,0.0
198,16.841965907186697,73.611,0.1634909091,0.6931471805599453,0.0,0.0,0,0,0.0
199,16.85809020492939,74.217,0.1633986928,0.6931471805599453,1.3862943611198906,0.0,0,0,0.0
200,16.873996479466964,74.767,0.1636380711,1.0986122886681096,0.6931471805599453,0.0,0,0,0.0
201,16.889631279350482,75.309,0.16423981880000002,0.0,0.0,0.0,0,0,0.0
202,16.904913121984233,75.844,0.1650732951,0.6931471805599453,0.0,0.0,0,0,0.0
203,16.91981993341143,76.369,0.1660313047,0.6931471805599453,0.0,0.0,0,0,0.0
204,16.934295823197647,76.888,0.1671823888,1.6094379124341005,0.0,0.0,0,0,0.0
205,16.948457052945948,77.398,0.1684898671,0.0,0.6931471805599453,0.0,0,0,0.0
206,16.962645539125973,77.90100000000002,0.16981051,1.3862943611198906,0.0,0.0,0,0,0.0
207,16.977294202093187,78.39399999999998,0.17093619,2.772588722239781,2.6390573296152593,0.0,0,0,0.0
208,16.992669488008367,78.88,0.1716215653,1.3862943611198906,2.079441541679836,0.0,0,0,0.0
209,17.008890507713122,79.321,0.1723416475,0.6931471805599453,0.6931471805599453,0.0,0,0,0.0
210,17.025782676872872,79.743,0.17271700550000002,1.791759469228055,0.0,0.0,0,0,0.0
211,17.04296262153844,80.158,0.17278566329999998,1.791759469228055,0.6931471805599453,0.0,0,0,0.0
212,17.05991895475334,80.567,0.1724487409,2.4849066497880004,0.6931471805599453,0.0,0,0,0.0
213,17.076312778477238,80.969,0.171747383,1.6094379124341005,1.0986122886681096,0.0,0,0,0.0
214,17.092045104830756,81.366,0.169742951,1.0986122886681096,1.0986122886681096,0.0,0,0,1.0
215,17.107256251709696,81.755,0.1674039927,1.0986122886681096,0.0,1.3862943611198906,1,0,0.0
216,17.122144224481357,82.139,0.1650001831,1.3862943611198906,0.0,0.6931471805599453,1,0,0.0
217,17.13699394458764,82.516,0.1627814665,0.6931471805599453,1.0986122886681096,0.0,1,0,0.0
218,17.1519964257487,82.887,0.1608901212,0.0,0.0,0.0,1,0,0.0
219,17.167171802288188,83.31299999999997,0.1595126392,1.3862943611198906,0.6931471805599453,0.0,1,0,0.0
220,17.18242938585991,83.759,0.1586497017,2.079441541679836,0.6931471805599453,0.0,1,0,0.0
221,17.197708725507436,84.194,0.1582110839,1.0986122886681096,0.0,0.6931471805599453,1,0,0.0
222,17.212919572817913,84.62100000000002,0.15792642140000002,1.3862943611198906,1.3862943611198906,1.0986122886681096,0,0,0.0
223,17.227991341940918,85.038,0.15767279439999998,0.0,0.6931471805599453,1.0986122886681096,0,0,0.0
224,17.24291098816965,85.445,0.1580928889,0.6931471805599453,1.0986122886681096,0.0,0,0,1.0
225,17.257676291435935,85.84299999999998,0.1582347298,0.0,1.0986122886681096,1.6094379124341005,1,0,0.0
226,17.272241884731223,86.23299999999998,0.15859308519999998,0.0,0.6931471805599453,0.0,0,0,0.0
227,17.28655755067388,86.613,0.1595985957,0.6931471805599453,0.0,0.0,0,0,0.0
228,17.300585561530713,86.984,0.1614178053,1.6094379124341005,1.6094379124341005,0.6931471805599453,0,0,0.0
229,17.314294133405387,87.32799999999997,0.1636248263,0.0,0.0,0.0,0,0,0.0
230,17.327676789138476,87.542,0.166726297,0.0,0.6931471805599453,0.0,0,0,0.0
231,17.34075124991947,87.75200000000002,0.1701489024,1.0986122886681096,0.0,0.0,0,0,0.0
232,17.35354802332403,87.96,0.17324230100000002,1.6094379124341005,1.3862943611198906,0.0,0,0,0.0
233,17.366080594278287,88.164,0.17552718399999998,2.079441541679836,1.3862943611198906,0.0,0,0,0.0
234,17.378375156519976,88.366,0.1772040695,1.0986122886681096,1.0986122886681096,0.0,0,0,0.0
235,17.390402894051952,88.564,0.17818843620000002,2.4849066497880004,1.0986122886681096,0.0,0,0,0.0
236,17.402062170988472,88.759,0.1785526498,0.0,0.0,0.0,0,0,0.0
237,17.413221588348545,88.95200000000001,0.1784023426,0.6931471805599453,0.0,0.0,0,0,0.0
238,17.423805222087932,89.14200000000002,0.1777368606,1.3862943611198906,1.6094379124341005,0.6931471805599453,0,0,0.0
239,17.43378944715874,89.329,0.1766393223,1.9459101490553128,1.3862943611198906,0.0,0,0,0.0
240,17.443246919941767,89.51899999999998,0.1750537749,2.079441541679836,0.6931471805599453,0.6931471805599453,0,0,0.0
241,17.452317756484405,89.71,0.17312702300000002,0.0,0.0,1.0986122886681096,0,0,0.0
242,17.46118964459492,89.899,0.17140919640000002,1.6094379124341005,0.0,0.6931471805599453,0,0,0.0
243,17.470001807523467,90.084,0.1700835035,1.3862943611198906,0.0,1.3862943611198906,0,0,0.0
244,17.478788138109973,90.266,0.1691266913,0.0,0.0,0.6931471805599453,0,0,0.0
245,17.487532646736756,90.445,0.1684108921,0.0,0.0,0.0,0,0,0.0
246,17.49625912079059,90.622,0.1679508486,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0.0
247,17.50498086249172,90.795,0.1673905447,0.0,0.0,0.6931471805599453,0,0,0.0
249,15.053738981276664,66.878,0.1495652174,0.0,0.0,0.0,0,0,0.0
250,15.030326264979625,66.60600000000001,0.14777448070000002,1.3862943611198906,0.0,0.0,0,0,0.0
251,15.006380797363509,66.332,0.1473716196,0.0,0.0,0.0,0,0,0.0
252,14.98587683605576,66.057,0.1483090289,0.0,0.0,0.0,0,0,0.0
253,14.97032200423685,65.781,0.1522698613,1.3862943611198906,0.0,0.6931471805599453,0,0,0.0
254,14.958985307463836,65.50399999999999,0.15693779900000002,0.0,0.0,0.0,0,0,0.0
255,14.951083957524185,65.226,0.16243165,0.0,0.0,0.0,0,0,0.0
256,14.944917131305793,64.947,0.16823034620000002,0.0,0.0,0.6931471805599453,0,0,0.0
257,14.939172468658034,64.666,0.1742522757,0.0,0.0,0.6931471805599453,0,0,0.0
258,14.9339124019477,64.385,0.1797129811,0.0,0.0,0.0,0,0,0.0
259,14.929668714350958,64.283,0.1849068932,0.6931471805599453,0.0,0.0,0,0,0.0
260,14.926061957626564,64.25,0.1891538713,0.0,0.0,0.6931471805599453,0,0,0.0
261,14.92263716341236,64.217,0.1932745674,0.0,0.0,0.0,0,0,0.0
262,14.919082858742936,64.184,0.1960208741,0.0,0.0,0.0,0,0,0.0
263,14.915092709496644,64.15,0.1960912052,0.0,0.0,0.6931471805599453,0,0,1.0
264,14.910744479705167,64.117,0.19583604420000006,0.0,0.0,1.0986122886681096,1,0,0.0
265,14.906590549976773,63.997,0.1935693407,0.0,0.0,0.0,1,0,0.0
266,14.903450768715787,63.789,0.18995137760000005,0.0,0.0,1.0986122886681096,1,0,0.0
272,16.145368054974607,81.529,0.1398988917,0.6931471805599453,0.0,1.0986122886681096,0,0,0.0
273,16.16526545543471,81.941,0.1437011626,0.0,0.0,0.0,0,0,0.0
274,16.189671849447542,82.337,0.1482658689,0.0,0.0,0.0,0,0,0.0
275,16.208850014226783,82.727,0.1530630961,0.0,0.0,0.0,0,0,0.0
276,16.22847355842793,83.11,0.1575114627,0.0,0.0,0.6931471805599453,0,0,0.0
277,16.248070727380064,83.485,0.1612676056,0.0,0.0,0.0,0,0,0.0
278,16.27090257120208,83.855,0.16534687550000002,0.0,0.0,0.6931471805599453,0,0,0.0
279,16.283525340082058,84.21700000000001,0.1688530104,0.0,0.0,0.0,0,0,0.0
280,16.30116692664282,84.573,0.1716491459,0.0,0.0,0.0,0,0,0.0
281,16.322097156744164,84.92200000000003,0.1736373124,1.3862943611198906,0.0,0.0,0,0,0.0
282,16.341799045531044,85.265,0.1747328724,1.791759469228055,0.0,0.0,0,0,0.0
283,16.37560198090004,85.6,0.1754696643,0.0,0.0,0.0,0,0,0.0
284,16.39398344352739,85.681,0.1751907532,0.0,0.0,0.0,0,0,0.0
285,16.409271612664355,85.76100000000002,0.1742874109,0.0,0.0,0.6931471805599453,0,0,0.0
286,16.43458381525177,85.84100000000002,0.17333820309999998,0.0,0.0,0.0,0,0,0.0
287,16.446895674131,85.921,0.17278617710000002,0.0,0.0,0.0,0,0,0.0
288,16.456922256733268,86.0,0.17308785899999998,0.0,0.6931471805599453,0.6931471805599453,0,0,0.0
289,16.468188983531498,85.94,0.17395276920000002,0.0,0.0,0.0,0,0,0.0
290,16.47981783611857,85.881,0.1748956885,0.0,0.0,0.0,0,0,0.0
291,16.490624258820223,85.821,0.1754832496,0.6931471805599453,0.0,1.3862943611198906,0,0,0.0
292,16.502813685921694,85.76,0.17511896670000002,0.0,0.0,0.0,0,0,0.0
293,16.518682211615378,85.7,0.1746745403,0.0,0.0,0.0,0,0,0.0
294,16.535357568945994,85.64,0.17339510260000002,0.6931471805599453,0.0,0.0,0,0,0.0
295,16.54786305158945,85.58,0.1716559056,1.0986122886681096,0.6931471805599453,0.6931471805599453,0,0,0.0
296,16.559185270039414,85.52,0.1699640288,0.6931471805599453,0.0,0.0,0,0,0.0
297,16.572858730787768,85.46,0.16841639260000002,0.0,0.0,0.0,0,0,0.0
298,16.589248619460573,85.4,0.1672476036,0.0,0.6931471805599453,0.6931471805599453,0,0,0.0
299,16.604458485722475,85.4,0.1662584201,0.0,0.0,1.0986122886681096,0,0,0.0
300,16.6208205522904,85.4,0.16516027960000002,0.0,0.0,1.0986122886681096,0,0,0.0
301,16.63774622009347,85.4,0.1637000119,0.6931471805599453,0.0,1.3862943611198906,0,0,0.0
302,16.652546000253036,85.4,0.1616752457,0.0,0.0,0.0,0,0,0.0
303,16.66529177603396,85.4,0.1594596155,0.0,0.0,0.0,0,0,0.0
304,16.677425683783927,85.566,0.1569399281,0.0,0.6931471805599453,0.6931471805599453,0,0,0.0
305,16.687209050594813,85.74799999999998,0.1542280138,0.0,0.0,0.0,0,0,0.0
306,16.697794139010686,85.928,0.1514339917,0.0,0.0,0.0,0,0,0.0
307,16.709874337129975,86.10600000000002,0.1488574898,0.0,0.0,0.0,0,0,0.0
308,16.72301253012385,86.28299999999999,0.1460152838,0.6931471805599453,0.0,0.0,0,0,0.0
309,16.734199787019953,86.50399999999998,0.1433198381,0.0,0.0,0.6931471805599453,0,0,0.0
310,16.74462214417637,86.727,0.1408593541,0.0,0.0,1.0986122886681096,0,0,0.0
311,16.756047196050314,86.947,0.1386426008,0.0,0.0,0.6931471805599453,0,0,0.0
312,16.767969919284802,87.165,0.1370799416,0.0,0.0,0.6931471805599453,0,0,0.0
313,16.781453502707514,87.37799999999999,0.1371891446,0.0,0.0,0.6931471805599453,0,0,0.0
314,16.793659140560948,87.541,0.1377269945,0.0,0.0,0.0,0,0,0.0
315,16.805999107195213,87.695,0.1382560484,0.0,0.0,0.0,0,0,0.0
316,16.817592628817014,87.84899999999998,0.1385296458,0.0,0.0,0.0,0,0,0.0
317,16.830790524360633,88.0,0.1385022545,0.6931471805599453,0.0,0.6931471805599453,0,0,0.0
318,16.84554280381391,88.15,0.1403779406,0.0,0.0,0.6931471805599453,0,0,0.0
319,16.851789588164053,88.29799999999999,0.1417613636,0.0,0.0,1.0986122886681096,0,0,0.0
320,16.871829805567213,88.445,0.14237240869999998,0.0,0.0,0.6931471805599453,0,0,0.0
321,16.892440256864052,88.59,0.1421787965,0.0,0.0,0.0,0,0,0.0
327,15.768189035832355,64.72,0.1462444981,0.6931471805599453,0.0,0.0,0,0,0.0
328,15.773673759396534,64.814,0.1471543567,0.6931471805599453,0.0,0.0,0,0,0.0
329,15.77980271787476,64.863,0.1473891072,0.0,0.0,0.0,0,0,0.0
330,15.786226344581282,64.913,0.1469604016,0.0,0.0,0.6931471805599453,0,0,0.0
331,15.792891826634193,64.962,0.1455477081,0.0,0.0,0.0,0,0,0.0
332,15.79938912538996,65.01100000000001,0.14391854710000002,0.0,0.0,0.0,0,0,0.0
333,15.806403086552312,65.061,0.1418022699,0.0,0.0,0.0,0,0,0.0
334,15.813877338753484,65.11,0.13936097890000002,0.0,0.0,0.0,0,0,0.0
335,15.819069881369275,65.15899999999999,0.1368492224,0.0,0.0,1.3862943611198906,0,0,0.0
336,15.822523197831721,65.208,0.1350914962,0.0,0.0,0.0,0,0,0.0
337,15.82601538729449,65.258,0.134342352,0.0,0.0,1.0986122886681096,0,0,0.0
338,15.830477843108193,65.301,0.1347025874,0.0,0.0,0.0,0,0,0.0
