"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month","AnyAction","IndirectConflict","DirectConflict","Protest"
141,"Afar","Afar Zone 2","2008-01",2008,11.30334290025,28607.87,231.5652,28376.3,"ETH","Ethiopia",393201.2,13.85668,NA,NA,490610.22,NA,49.62,NA,1,0,0,0,0
142,"Afar","Afar Zone 2","2008-02",2008,1.994695381,28607.87,231.5652,28376.3,"ETH","Ethiopia",393947.733333333,13.8829883333333,NA,NA,490610.22,NA,49.62,NA,2,0,0,0,0
143,"Afar","Afar Zone 2","2008-03",2008,2.73972212775,28607.87,231.5652,28376.3,"ETH","Ethiopia",394694.266666667,13.9092966666667,NA,NA,490610.22,NA,49.62,NA,3,0,0,0,0
144,"Afar","Afar Zone 2","2008-04",2008,14.425406646625,28607.87,231.5652,28376.3,"ETH","Ethiopia",395440.8,13.935605,NA,NA,490610.22,NA,49.62,NA,4,0,0,0,0
145,"Afar","Afar Zone 2","2008-05",2008,19.9417752075,28607.87,231.5652,28376.3,"ETH","Ethiopia",396187.333333333,13.9619133333333,NA,NA,490610.22,NA,49.62,NA,5,0,0,0,0
146,"Afar","Afar Zone 2","2008-06",2008,6.66733016375,28607.87,231.5652,28376.3,"ETH","Ethiopia",396933.866666667,13.9882216666667,NA,NA,490610.22,NA,49.62,NA,6,0,0,0,0
147,"Afar","Afar Zone 2","2008-07",2008,32.4042658175,28607.87,231.5652,28376.3,"ETH","Ethiopia",397680.4,14.01453,NA,NA,490610.22,NA,49.62,NA,7,0,0,0,0
148,"Afar","Afar Zone 2","2008-08",2008,41.96528844625,28607.87,231.5652,28376.3,"ETH","Ethiopia",398426.933333333,14.0408383333333,NA,NA,490610.22,NA,49.62,NA,8,0,0,0,0
149,"Afar","Afar Zone 2","2008-09",2008,31.53057064375,28607.87,231.5652,28376.3,"ETH","Ethiopia",399173.466666667,14.0671466666667,NA,NA,490610.22,NA,49.62,NA,9,0,0,0,0
150,"Afar","Afar Zone 2","2008-10",2008,14.455596077375,28607.87,231.5652,28376.3,"ETH","Ethiopia",399920,14.093455,NA,NA,490610.22,NA,49.62,NA,10,0,0,0,0
151,"Afar","Afar Zone 2","2008-11",2008,19.051832452625,28607.87,231.5652,28376.3,"ETH","Ethiopia",400666.533333333,14.1197633333333,NA,NA,490610.22,NA,49.62,NA,11,0,0,0,0
152,"Afar","Afar Zone 2","2008-12",2008,3.769384984125,28607.87,231.5652,28376.3,"ETH","Ethiopia",401413.066666667,14.1460716666667,NA,NA,490610.22,NA,49.62,NA,12,0,0,0,0
153,"Afar","Afar Zone 2","2009-01",2009,12.02768779925,28607.87,231.5652,28376.3,"ETH","Ethiopia",402159.6,14.17238,NA,NA,360595.37,NA,40.13,NA,1,0,0,0,0
154,"Afar","Afar Zone 2","2009-02",2009,2.46851762625,28607.87,231.5652,28376.3,"ETH","Ethiopia",402906.133333333,14.1986883333333,NA,NA,360595.37,NA,40.13,NA,2,0,0,0,0
155,"Afar","Afar Zone 2","2009-03",2009,9.792124669375,28607.87,231.5652,28376.3,"ETH","Ethiopia",403652.666666667,14.2249966666667,NA,NA,360595.37,NA,40.13,NA,3,0,0,0,0
156,"Afar","Afar Zone 2","2009-04",2009,18.780720196,28607.87,231.5652,28376.3,"ETH","Ethiopia",404399.2,14.251305,NA,NA,360595.37,NA,40.13,NA,4,0,0,0,0
157,"Afar","Afar Zone 2","2009-05",2009,5.13976518075,28607.87,231.5652,28376.3,"ETH","Ethiopia",405145.733333333,14.2776133333333,NA,NA,360595.37,NA,40.13,NA,5,0,0,0,0
158,"Afar","Afar Zone 2","2009-06",2009,3.1090964005,28607.87,231.5652,28376.3,"ETH","Ethiopia",405892.266666667,14.3039216666667,NA,NA,360595.37,NA,40.13,NA,6,0,0,0,0
159,"Afar","Afar Zone 2","2009-07",2009,64.03120615125,28607.87,231.5652,28376.3,"ETH","Ethiopia",406638.8,14.33023,NA,NA,360595.37,NA,40.13,NA,7,0,0,0,0
160,"Afar","Afar Zone 2","2009-08",2009,85.7802070575,28607.87,231.5652,28376.3,"ETH","Ethiopia",407385.333333333,14.3565383333333,NA,NA,360595.37,NA,40.13,NA,8,0,0,0,0
161,"Afar","Afar Zone 2","2009-09",2009,5.9892188805,28607.87,231.5652,28376.3,"ETH","Ethiopia",408131.866666667,14.3828466666667,NA,NA,360595.37,NA,40.13,NA,9,0,0,0,0
162,"Afar","Afar Zone 2","2009-10",2009,20.410307745,28607.87,231.5652,28376.3,"ETH","Ethiopia",408878.4,14.409155,NA,NA,360595.37,NA,40.13,NA,10,0,0,0,0
163,"Afar","Afar Zone 2","2009-11",2009,10.806954089,28607.87,231.5652,28376.3,"ETH","Ethiopia",409624.933333333,14.4354633333333,NA,NA,360595.37,NA,40.13,NA,11,0,0,0,0
164,"Afar","Afar Zone 2","2009-12",2009,10.31413831225,28607.87,231.5652,28376.3,"ETH","Ethiopia",410371.466666667,14.4617716666667,NA,NA,360595.37,NA,40.13,NA,12,0,0,0,0
165,"Afar","Afar Zone 2","2010-01",2010,7.87915607925,28607.87,231.5652,28376.3,"ETH","Ethiopia",411118,14.48808,NA,NA,373514.26,NA,53.62,NA,1,0,0,0,0
166,"Afar","Afar Zone 2","2010-02",2010,7.918498081625,28607.87,231.5652,28376.3,"ETH","Ethiopia",411899.166666667,14.5156088333333,NA,NA,373514.26,NA,53.62,NA,2,0,0,0,0
167,"Afar","Afar Zone 2","2010-03",2010,15.448621102625,28607.87,231.5652,28376.3,"ETH","Ethiopia",412680.333333333,14.5431376666667,NA,NA,373514.26,NA,53.62,NA,3,0,0,0,0
168,"Afar","Afar Zone 2","2010-04",2010,45.2402663325,28607.87,231.5652,28376.3,"ETH","Ethiopia",413461.5,14.5706665,NA,NA,373514.26,NA,53.62,NA,4,0,0,0,0
169,"Afar","Afar Zone 2","2010-05",2010,37.685567935,28607.87,231.5652,28376.3,"ETH","Ethiopia",414242.666666667,14.5981953333333,NA,NA,373514.26,NA,53.62,NA,5,0,0,0,0
170,"Afar","Afar Zone 2","2010-06",2010,7.395604564875,28607.87,231.5652,28376.3,"ETH","Ethiopia",415023.833333333,14.6257241666667,NA,NA,373514.26,NA,53.62,NA,6,0,0,0,0
171,"Afar","Afar Zone 2","2010-07",2010,104.050921735,28607.87,231.5652,28376.3,"ETH","Ethiopia",415805,14.653253,NA,NA,373514.26,NA,53.62,NA,7,0,0,0,0
172,"Afar","Afar Zone 2","2010-08",2010,148.56595078375,28607.87,231.5652,28376.3,"ETH","Ethiopia",416586.166666667,14.6807818333333,NA,NA,373514.26,NA,53.62,NA,8,0,0,0,0
173,"Afar","Afar Zone 2","2010-09",2010,48.961312995,28607.87,231.5652,28376.3,"ETH","Ethiopia",417367.333333333,14.7083106666667,NA,NA,373514.26,NA,53.62,NA,9,0,0,0,0
174,"Afar","Afar Zone 2","2010-10",2010,8.685425417375,28607.87,231.5652,28376.3,"ETH","Ethiopia",418148.5,14.7358395,NA,NA,373514.26,NA,53.62,NA,10,0,0,0,0
175,"Afar","Afar Zone 2","2010-11",2010,2.884537115875,28607.87,231.5652,28376.3,"ETH","Ethiopia",418929.666666667,14.7633683333333,NA,NA,373514.26,NA,53.62,NA,11,0,0,0,0
176,"Afar","Afar Zone 2","2010-12",2010,4.71578873675,28607.87,231.5652,28376.3,"ETH","Ethiopia",419710.833333333,14.7908971666667,NA,NA,373514.26,NA,53.62,NA,12,0,0,0,0
177,"Afar","Afar Zone 2","2011-01",2011,2.555863806125,28607.87,231.5652,28376.3,"ETH","Ethiopia",420492,14.818426,NA,NA,NA,NA,NA,NA,1,0,0,0,0
178,"Afar","Afar Zone 2","2011-02",2011,3.603736015375,28607.87,231.5652,28376.3,"ETH","Ethiopia",421273.166666667,14.8459548333333,NA,NA,NA,NA,NA,NA,2,0,0,0,0
179,"Afar","Afar Zone 2","2011-03",2011,31.210559201875,28607.87,231.5652,28376.3,"ETH","Ethiopia",422054.333333333,14.8734836666667,NA,NA,NA,NA,NA,NA,3,0,0,0,0
180,"Afar","Afar Zone 2","2011-04",2011,24.68113306775,28607.87,231.5652,28376.3,"ETH","Ethiopia",422835.5,14.9010125,NA,NA,NA,NA,NA,NA,4,0,0,0,0
181,"Afar","Afar Zone 2","2011-05",2011,33.46257921,28607.87,231.5652,28376.3,"ETH","Ethiopia",423616.666666667,14.9285413333333,NA,NA,NA,NA,NA,NA,5,0,0,0,0
182,"Afar","Afar Zone 2","2011-06",2011,15.59077381775,28607.87,231.5652,28376.3,"ETH","Ethiopia",424397.833333333,14.9560701666667,NA,NA,NA,NA,NA,NA,6,0,0,0,0
183,"Afar","Afar Zone 2","2011-07",2011,74.8404847325,28607.87,231.5652,28376.3,"ETH","Ethiopia",425179,14.983599,NA,NA,NA,NA,NA,NA,7,0,0,0,0
184,"Afar","Afar Zone 2","2011-08",2011,65.80721123125,28607.87,231.5652,28376.3,"ETH","Ethiopia",425960.166666667,15.0111278333333,NA,NA,NA,NA,NA,NA,8,0,0,0,0
185,"Afar","Afar Zone 2","2011-09",2011,27.157596545,28607.87,231.5652,28376.3,"ETH","Ethiopia",426741.333333333,15.0386566666667,NA,NA,NA,NA,NA,NA,9,0,0,0,0
186,"Afar","Afar Zone 2","2011-10",2011,8.26436306525,28607.87,231.5652,28376.3,"ETH","Ethiopia",427522.5,15.0661855,NA,NA,NA,NA,NA,NA,10,0,0,0,0
187,"Afar","Afar Zone 2","2011-11",2011,55.059758178625,28607.87,231.5652,28376.3,"ETH","Ethiopia",428303.666666667,15.0937143333333,NA,NA,NA,NA,NA,NA,11,0,0,0,0
188,"Afar","Afar Zone 2","2011-12",2011,5.058346731,28607.87,231.5652,28376.3,"ETH","Ethiopia",429084.833333333,15.1212431666667,NA,NA,NA,NA,NA,NA,12,0,0,0,0
189,"Afar","Afar Zone 2","2012-01",2012,5.167624560625,28607.87,231.5652,28376.3,"ETH","Ethiopia",429866,15.148772,NA,NA,NA,NA,NA,NA,1,1,1,1,0
190,"Afar","Afar Zone 2","2012-02",2012,5.555887566125,28607.87,231.5652,28376.3,"ETH","Ethiopia",430647.166666667,15.1763008333333,NA,NA,NA,NA,NA,NA,2,0,0,0,0
191,"Afar","Afar Zone 2","2012-03",2012,32.979831163125,28607.87,231.5652,28376.3,"ETH","Ethiopia",431428.333333333,15.2038296666667,NA,NA,NA,NA,NA,NA,3,0,0,0,0
192,"Afar","Afar Zone 2","2012-04",2012,113.18471665125,28607.87,231.5652,28376.3,"ETH","Ethiopia",432209.5,15.2313585,NA,NA,NA,NA,NA,NA,4,0,0,0,0
193,"Afar","Afar Zone 2","2012-05",2012,23.13504355625,28607.87,231.5652,28376.3,"ETH","Ethiopia",432990.666666667,15.2588873333333,NA,NA,NA,NA,NA,NA,5,0,0,0,0
194,"Afar","Afar Zone 2","2012-06",2012,8.133517979375,28607.87,231.5652,28376.3,"ETH","Ethiopia",433771.833333333,15.2864161666667,NA,NA,NA,NA,NA,NA,6,0,0,0,0
195,"Afar","Afar Zone 2","2012-07",2012,59.30207656125,28607.87,231.5652,28376.3,"ETH","Ethiopia",434553,15.313945,NA,NA,NA,NA,NA,NA,7,0,0,0,0
196,"Afar","Afar Zone 2","2012-08",2012,68.1902961175,28607.87,231.5652,28376.3,"ETH","Ethiopia",435334.166666667,15.3414738333333,NA,NA,NA,NA,NA,NA,8,0,0,0,0
197,"Afar","Afar Zone 2","2012-09",2012,11.289593900125,28607.87,231.5652,28376.3,"ETH","Ethiopia",436115.333333333,15.3690026666667,NA,NA,NA,NA,NA,NA,9,0,0,0,0
198,"Afar","Afar Zone 2","2012-10",2012,6.3532954205,28607.87,231.5652,28376.3,"ETH","Ethiopia",436896.5,15.3965315,NA,NA,NA,NA,NA,NA,10,0,0,0,0
199,"Afar","Afar Zone 2","2012-11",2012,6.011698078625,28607.87,231.5652,28376.3,"ETH","Ethiopia",437677.666666667,15.4240603333333,NA,NA,NA,NA,NA,NA,11,0,0,0,0
200,"Afar","Afar Zone 2","2012-12",2012,2.787942382375,28607.87,231.5652,28376.3,"ETH","Ethiopia",438458.833333333,15.4515891666667,NA,NA,NA,NA,NA,NA,12,0,0,0,0
201,"Afar","Afar Zone 2","2013-01",2013,13.62587216175,28607.87,231.5652,28376.3,"ETH","Ethiopia",439240,15.479118,NA,NA,140498.06,NA,NA,NA,1,0,0,0,0
202,"Afar","Afar Zone 2","2013-02",2013,3.9753399045,28607.87,231.5652,28376.3,"ETH","Ethiopia",440021.166666667,15.5066468333333,NA,NA,140498.06,NA,NA,NA,2,0,0,0,0
203,"Afar","Afar Zone 2","2013-03",2013,37.9087376125,28607.87,231.5652,28376.3,"ETH","Ethiopia",440802.333333333,15.5341756666667,NA,NA,140498.06,NA,NA,NA,3,0,0,0,0
204,"Afar","Afar Zone 2","2013-04",2013,49.0577936125,28607.87,231.5652,28376.3,"ETH","Ethiopia",441583.5,15.5617045,NA,NA,140498.06,NA,NA,NA,4,0,0,0,0
205,"Afar","Afar Zone 2","2013-05",2013,11.40293563,28607.87,231.5652,28376.3,"ETH","Ethiopia",442364.666666667,15.5892333333333,NA,NA,140498.06,NA,NA,NA,5,0,0,0,0
206,"Afar","Afar Zone 2","2013-06",2013,8.20286743575,28607.87,231.5652,28376.3,"ETH","Ethiopia",443145.833333333,15.6167621666667,NA,NA,140498.06,NA,NA,NA,6,0,0,0,0
207,"Afar","Afar Zone 2","2013-07",2013,73.47562484,28607.87,231.5652,28376.3,"ETH","Ethiopia",443927,15.644291,NA,NA,140498.06,NA,NA,NA,7,0,0,0,0
208,"Afar","Afar Zone 2","2013-08",2013,77.037631575,28607.87,231.5652,28376.3,"ETH","Ethiopia",444708.166666667,15.6718198333333,NA,NA,140498.06,NA,NA,NA,8,0,0,0,0
209,"Afar","Afar Zone 2","2013-09",2013,28.498073374,28607.87,231.5652,28376.3,"ETH","Ethiopia",445489.333333333,15.6993486666667,NA,NA,140498.06,NA,NA,NA,9,0,0,0,0
210,"Afar","Afar Zone 2","2013-10",2013,37.1472988375,28607.87,231.5652,28376.3,"ETH","Ethiopia",446270.5,15.7268775,NA,NA,140498.06,NA,NA,NA,10,0,0,0,0
211,"Afar","Afar Zone 2","2013-11",2013,4.5929560325,28607.87,231.5652,28376.3,"ETH","Ethiopia",447051.666666667,15.7544063333333,NA,NA,140498.06,NA,NA,NA,11,0,0,0,0
212,"Afar","Afar Zone 2","2013-12",2013,7.434378292125,28607.87,231.5652,28376.3,"ETH","Ethiopia",447832.833333333,15.7819351666667,NA,NA,140498.06,NA,NA,NA,12,0,0,0,0
213,"Afar","Afar Zone 2","2014-01",2014,1.684411134,28607.87,231.5652,28376.3,"ETH","Ethiopia",448614,15.809464,NA,NA,188482.63,NA,56.56,NA,1,0,0,0,0
214,"Afar","Afar Zone 2","2014-02",2014,9.191717423,28607.87,231.5652,28376.3,"ETH","Ethiopia",449395.166666667,15.8369928333333,NA,NA,188482.63,NA,56.56,NA,2,0,0,0,0
215,"Afar","Afar Zone 2","2014-03",2014,14.589073315875,28607.87,231.5652,28376.3,"ETH","Ethiopia",450176.333333333,15.8645216666667,NA,NA,188482.63,NA,56.56,NA,3,0,0,0,0
216,"Afar","Afar Zone 2","2014-04",2014,50.9978140475,28607.87,231.5652,28376.3,"ETH","Ethiopia",450957.5,15.8920505,NA,NA,188482.63,NA,56.56,NA,4,0,0,0,0
217,"Afar","Afar Zone 2","2014-05",2014,53.2459001025,28607.87,231.5652,28376.3,"ETH","Ethiopia",451738.666666667,15.9195793333333,NA,NA,188482.63,NA,56.56,NA,5,0,0,0,0
218,"Afar","Afar Zone 2","2014-06",2014,7.2887744345,28607.87,231.5652,28376.3,"ETH","Ethiopia",452519.833333333,15.9471081666667,NA,NA,188482.63,NA,56.56,NA,6,0,0,0,0
219,"Afar","Afar Zone 2","2014-07",2014,66.7029421175,28607.87,231.5652,28376.3,"ETH","Ethiopia",453301,15.974637,NA,NA,188482.63,NA,56.56,NA,7,0,0,0,0
220,"Afar","Afar Zone 2","2014-08",2014,120.08154473625,28607.87,231.5652,28376.3,"ETH","Ethiopia",454082.166666667,16.0021658333333,NA,NA,188482.63,NA,56.56,NA,8,0,0,0,0
221,"Afar","Afar Zone 2","2014-09",2014,50.72609449375,28607.87,231.5652,28376.3,"ETH","Ethiopia",454863.333333333,16.0296946666667,NA,NA,188482.63,NA,56.56,NA,9,0,0,0,0
222,"Afar","Afar Zone 2","2014-10",2014,38.95293166,28607.87,231.5652,28376.3,"ETH","Ethiopia",455644.5,16.0572235,NA,NA,188482.63,NA,56.56,NA,10,0,0,0,0
223,"Afar","Afar Zone 2","2014-11",2014,8.16813540125,28607.87,231.5652,28376.3,"ETH","Ethiopia",456425.666666667,16.0847523333333,NA,NA,188482.63,NA,56.56,NA,11,0,0,0,0
224,"Afar","Afar Zone 2","2014-12",2014,6.81356379225,28607.87,231.5652,28376.3,"ETH","Ethiopia",457206.833333333,16.1122811666667,NA,NA,188482.63,NA,56.56,NA,12,0,0,0,0
225,"Afar","Afar Zone 2","2015-01",2015,3.679409606,28607.87,231.5652,28376.3,"ETH","Ethiopia",457988,16.13981,NA,NA,NA,NA,NA,NA,1,0,0,0,0
226,"Afar","Afar Zone 2","2015-02",2015,1.04613996475,28607.87,231.5652,28376.3,"ETH","Ethiopia",458790.616666667,16.1680946666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
227,"Afar","Afar Zone 2","2015-03",2015,41.81345569625,28607.87,231.5652,28376.3,"ETH","Ethiopia",459593.233333333,16.1963793333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
228,"Afar","Afar Zone 2","2015-04",2015,30.1135485,28607.87,231.5652,28376.3,"ETH","Ethiopia",460395.85,16.224664,NA,NA,NA,NA,NA,NA,4,0,0,0,0
229,"Afar","Afar Zone 2","2015-05",2015,32.35106433625,28607.87,231.5652,28376.3,"ETH","Ethiopia",461198.466666667,16.2529486666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
230,"Afar","Afar Zone 2","2015-06",2015,18.1919890275,28607.87,231.5652,28376.3,"ETH","Ethiopia",462001.083333333,16.2812333333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
231,"Afar","Afar Zone 2","2015-07",2015,29.018091665375,28607.87,231.5652,28376.3,"ETH","Ethiopia",462803.7,16.309518,NA,NA,NA,NA,NA,NA,7,0,0,0,0
232,"Afar","Afar Zone 2","2015-08",2015,92.8342301975,28607.87,231.5652,28376.3,"ETH","Ethiopia",463606.316666667,16.3378026666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
233,"Afar","Afar Zone 2","2015-09",2015,38.23472150375,28607.87,231.5652,28376.3,"ETH","Ethiopia",464408.933333333,16.3660873333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
234,"Afar","Afar Zone 2","2015-10",2015,4.54107629175,28607.87,231.5652,28376.3,"ETH","Ethiopia",465211.55,16.394372,NA,NA,NA,NA,NA,NA,10,0,0,0,0
235,"Afar","Afar Zone 2","2015-11",2015,7.88680967025,28607.87,231.5652,28376.3,"ETH","Ethiopia",466014.166666667,16.4226566666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
236,"Afar","Afar Zone 2","2015-12",2015,21.542295750625,28607.87,231.5652,28376.3,"ETH","Ethiopia",466816.783333333,16.4509413333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
237,"Afar","Afar Zone 2","2016-01",2016,10.13155072475,28607.87,231.5652,28376.3,"ETH","Ethiopia",467619.4,16.479226,NA,NA,NA,NA,NA,NA,1,0,0,0,0
238,"Afar","Afar Zone 2","2016-02",2016,16.641178630125,28607.87,231.5652,28376.3,"ETH","Ethiopia",468422.016666667,16.5075106666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
239,"Afar","Afar Zone 2","2016-03",2016,16.342646637875,28607.87,231.5652,28376.3,"ETH","Ethiopia",469224.633333333,16.5357953333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
240,"Afar","Afar Zone 2","2016-04",2016,82.94397657875,28607.87,231.5652,28376.3,"ETH","Ethiopia",470027.25,16.56408,NA,NA,NA,NA,NA,NA,4,0,0,0,0
241,"Afar","Afar Zone 2","2016-05",2016,49.05257357,28607.87,231.5652,28376.3,"ETH","Ethiopia",470829.866666667,16.5923646666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
242,"Afar","Afar Zone 2","2016-06",2016,13.573185993875,28607.87,231.5652,28376.3,"ETH","Ethiopia",471632.483333333,16.6206493333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
243,"Afar","Afar Zone 2","2016-07",2016,156.75339696375,28607.87,231.5652,28376.3,"ETH","Ethiopia",472435.1,16.648934,NA,NA,NA,NA,NA,NA,7,0,0,0,0
244,"Afar","Afar Zone 2","2016-08",2016,103.44802692375,28607.87,231.5652,28376.3,"ETH","Ethiopia",473237.716666667,16.6772186666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
245,"Afar","Afar Zone 2","2016-09",2016,36.83925119375,28607.87,231.5652,28376.3,"ETH","Ethiopia",474040.333333333,16.7055033333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
246,"Afar","Afar Zone 2","2016-10",2016,7.7367781185,28607.87,231.5652,28376.3,"ETH","Ethiopia",474842.95,16.733788,NA,NA,NA,NA,NA,NA,10,0,0,0,0
247,"Afar","Afar Zone 2","2016-11",2016,9.592524288125,28607.87,231.5652,28376.3,"ETH","Ethiopia",475645.566666667,16.7620726666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
248,"Afar","Afar Zone 2","2016-12",2016,6.151333487625,28607.87,231.5652,28376.3,"ETH","Ethiopia",476448.183333333,16.7903573333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
249,"Afar","Afar Zone 2","2017-01",2017,5.175227794375,28607.87,231.5652,28376.3,"ETH","Ethiopia",477250.8,16.818642,NA,NA,56396.79,NA,49.29,NA,1,0,0,0,0
250,"Afar","Afar Zone 2","2017-02",2017,30.72282316125,28607.87,231.5652,28376.3,"ETH","Ethiopia",478053.416666667,16.8469266666667,NA,NA,56396.79,NA,49.29,NA,2,0,0,0,0
251,"Afar","Afar Zone 2","2017-03",2017,28.202278405,28607.87,231.5652,28376.3,"ETH","Ethiopia",478856.033333333,16.8752113333333,NA,NA,56396.79,NA,49.29,NA,3,0,0,0,0
252,"Afar","Afar Zone 2","2017-04",2017,39.515286495,28607.87,231.5652,28376.3,"ETH","Ethiopia",479658.65,16.903496,NA,NA,56396.79,NA,49.29,NA,4,0,0,0,0
253,"Afar","Afar Zone 2","2017-05",2017,36.714282005,28607.87,231.5652,28376.3,"ETH","Ethiopia",480461.266666667,16.9317806666667,NA,NA,56396.79,NA,49.29,NA,5,0,0,0,0
254,"Afar","Afar Zone 2","2017-06",2017,5.40767365225,28607.87,231.5652,28376.3,"ETH","Ethiopia",481263.883333333,16.9600653333333,NA,NA,56396.79,NA,49.29,NA,6,0,0,0,0
255,"Afar","Afar Zone 2","2017-07",2017,49.69422365375,28607.87,231.5652,28376.3,"ETH","Ethiopia",482066.5,16.98835,NA,NA,56396.79,NA,49.29,NA,7,0,0,0,0
256,"Afar","Afar Zone 2","2017-08",2017,116.32746300625,28607.87,231.5652,28376.3,"ETH","Ethiopia",482869.116666667,17.0166346666667,NA,NA,56396.79,NA,49.29,NA,8,0,0,0,0
257,"Afar","Afar Zone 2","2017-09",2017,30.09958859375,28607.87,231.5652,28376.3,"ETH","Ethiopia",483671.733333333,17.0449193333333,NA,NA,56396.79,NA,49.29,NA,9,0,0,0,0
258,"Afar","Afar Zone 2","2017-10",2017,16.72770623625,28607.87,231.5652,28376.3,"ETH","Ethiopia",484474.35,17.073204,NA,NA,56396.79,NA,49.29,NA,10,0,0,0,0
259,"Afar","Afar Zone 2","2017-11",2017,3.59494709575,28607.87,231.5652,28376.3,"ETH","Ethiopia",485276.966666667,17.1014886666667,NA,NA,56396.79,NA,49.29,NA,11,0,0,0,0
260,"Afar","Afar Zone 2","2017-12",2017,7.831417555375,28607.87,231.5652,28376.3,"ETH","Ethiopia",486079.583333333,17.1297733333333,NA,NA,56396.79,NA,49.29,NA,12,1,1,1,0
261,"Afar","Afar Zone 2","2018-01",2018,3.16208245999516,28607.87,231.5652,28376.3,"ETH","Ethiopia",486882.2,17.158058,NA,NA,NA,NA,NA,NA,1,0,0,0,0
262,"Afar","Afar Zone 2","2018-02",2018,11.6189068158008,28607.87,231.5652,28376.3,"ETH","Ethiopia",487684.816666667,17.1863426666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
263,"Afar","Afar Zone 2","2018-03",2018,15.8052481190492,28607.87,231.5652,28376.3,"ETH","Ethiopia",488487.433333333,17.2146273333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
264,"Afar","Afar Zone 2","2018-04",2018,58.4556353959232,28607.87,231.5652,28376.3,"ETH","Ethiopia",489290.05,17.242912,NA,NA,NA,NA,NA,NA,4,0,0,0,0
265,"Afar","Afar Zone 2","2018-05",2018,6.33315323127607,28607.87,231.5652,28376.3,"ETH","Ethiopia",490092.666666667,17.2711966666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
266,"Afar","Afar Zone 2","2018-06",2018,12.9760005739161,28607.87,231.5652,28376.3,"ETH","Ethiopia",490895.283333333,17.2994813333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
267,"Afar","Afar Zone 2","2018-07",2018,81.1559827083741,28607.87,231.5652,28376.3,"ETH","Ethiopia",491697.9,17.327766,NA,NA,NA,NA,NA,NA,7,0,0,0,0
268,"Afar","Afar Zone 2","2018-08",2018,103.731603110971,28607.87,231.5652,28376.3,"ETH","Ethiopia",492500.516666667,17.3560506666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
269,"Afar","Afar Zone 2","2018-09",2018,57.176152194517,28607.87,231.5652,28376.3,"ETH","Ethiopia",493303.133333333,17.3843353333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
270,"Afar","Afar Zone 2","2018-10",2018,18.3697614784979,28607.87,231.5652,28376.3,"ETH","Ethiopia",494105.75,17.41262,NA,NA,NA,NA,NA,NA,10,0,0,0,0
271,"Afar","Afar Zone 2","2018-11",2018,13.8753183142336,28607.87,231.5652,28376.3,"ETH","Ethiopia",494908.366666667,17.4409046666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
272,"Afar","Afar Zone 2","2018-12",2018,3.60472506818291,28607.87,231.5652,28376.3,"ETH","Ethiopia",495710.983333333,17.4691893333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
273,"Afar","Afar Zone 2","2019-01",2019,1.49798303293899,28607.87,231.5652,28376.3,"ETH","Ethiopia",496513.6,17.497474,NA,NA,NA,NA,NA,NA,1,0,0,0,0
274,"Afar","Afar Zone 2","2019-02",2019,25.8230544735761,28607.87,231.5652,28376.3,"ETH","Ethiopia",497316.216666667,17.5257586666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
275,"Afar","Afar Zone 2","2019-03",2019,25.2073068918757,28607.87,231.5652,28376.3,"ETH","Ethiopia",498118.833333333,17.5540433333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
276,"Afar","Afar Zone 2","2019-04",2019,47.302247322949,28607.87,231.5652,28376.3,"ETH","Ethiopia",498921.45,17.582328,NA,NA,NA,NA,NA,NA,4,0,0,0,0
277,"Afar","Afar Zone 2","2019-05",2019,23.1045782595602,28607.87,231.5652,28376.3,"ETH","Ethiopia",499724.066666667,17.6106126666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
